ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
University of California Davis Medical Center (CASM) , CASM , TX1 , 2016/06/16 , Kidney , 17 , 37 , 69 , 796 , 796 , 629 , 2 , 2 , 1 , 18 , 18 ,2016,6
Stanford University Medical Center (CASU) , CASU , TX1 , 2016/06/16 , Kidney , 1 , 7 , 17 , 211 , 211 , 219 , NA , NA , NA , NA , NA ,2016,6
St. Vincent Medical Center (CASV) , CASV , TX1 , 2016/06/16 , Kidney , 0 , 3 , 15 , 108 , 108 , 144 , NA , NA , NA , NA , NA ,2016,6
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2016/06/16 , Kidney , 10 , 24 , 62 , 653 , 653 , 688 , 1 , 2 , 6 , 43 , 43 ,2016,6
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2016/06/16 , Kidney , 0 , 7 , 26 , 289 , 289 , 231 , NA , NA , NA , NA , NA ,2016,6
Western Medical Center (CAWM) , CAWM , TX1 , 2016/06/16 , Kidney , NA , NA , 2 , NA , NA , 10 , NA , NA , NA , NA , NA ,2016,6
Children's Hospital Colorado (COCH) , COCH , TX1 , 2016/06/16 , Kidney , 0 , 0 , 0 , 5 , 5 , 2 , 0 , 0 , 2 , 31 , 31 ,2016,6
Centura Porter Adventist Hospital (COPM) , COPM , TX1 , 2016/06/16 , Kidney , 2 , 5 , 25 , 116 , 116 , 196 , NA , NA , NA , NA , NA ,2016,6
Presbyterian/St Luke's Medical Center (COSL) , COSL , TX1 , 2016/06/16 , Kidney , 1 , 2 , 21 , 146 , 146 , 133 , NA , NA , 0 , NA , NA ,2016,6
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2016/06/16 , Kidney , 4 , 15 , 49 , 335 , 335 , 314 , 0 , 0 , 0 , 3 , 3 ,2016,6
Hartford Hospital (CTHH) , CTHH , TX1 , 2016/06/16 , Kidney , 3 , 4 , 9 , 122 , 122 , 113 , 1 , 1 , 0 , 6 , 6 ,2016,6
Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2016/06/16 , Kidney , 5 , 7 , 30 , 256 , 256 , 269 , 0 , 0 , 1 , 3 , 3 ,2016,6
Children's National Medical Center (DCCH) , DCCH , TX1 , 2016/06/16 , Kidney , 0 , 0 , 0 , 2 , 2 , 5 , 1 , 1 , 2 , 29 , 29 ,2016,6
Georgetown University Medical Center (DCGU) , DCGU , TX1 , 2016/06/16 , Kidney , 4 , 12 , 16 , 210 , 210 , 132 , 0 , 0 , NA , 5 , 5 ,2016,6
George Washington University Hospital (DCGW) , DCGW , TX1 , 2016/06/16 , Kidney , 0 , 1 , NA , 13 , 13 , NA , NA , NA , NA , NA , NA ,2016,6
Washington Hospital Center (DCWH) , DCWH , TX1 , 2016/06/16 , Kidney , 5 , 22 , 43 , 177 , 177 , 214 , NA , NA , NA , NA , NA ,2016,6
Walter Reed National Military Medical Center at Bethesda (DCWR) , DCWR , TX1 , 2016/06/16 , Kidney , 1 , 1 , 6 , 62 , 62 , 60 , NA , NA , NA , NA , NA ,2016,6
Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2016/06/16 , Kidney , 0 , 0 , NA , 3 , 3 , NA , 0 , 0 , 0 , 6 , 6 ,2016,6
Christiana Care Health Services (DECC) , DECC , TX1 , 2016/06/16 , Kidney , 0 , 7 , 8 , 85 , 85 , 76 , NA , NA , NA , NA , NA ,2016,6
Cleveland Clinic Florida Weston (FLCC) , FLCC , TX1 , 2016/06/16 , Kidney , 1 , 1 , NA , 65 , 65 , NA , NA , NA , NA , NA , NA ,2016,6
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2016/06/16 , Kidney , 8 , 20 , 41 , 364 , 364 , 395 , 0 , 0 , 2 , 8 , 8 ,2016,6
Gulf Coast Medical Center (FLFR) , FLFR , TX1 , 2016/06/16 , Kidney , 2 , 8 , 6 , 119 , 119 , 98 , NA , NA , NA , NA , NA ,2016,6
Halifax Medical Center (FLHM) , FLHM , TX1 , 2016/06/16 , Kidney , 0 , 0 , 6 , 24 , 24 , 36 , NA , NA , NA , NA , NA ,2016,6
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2016/06/16 , Kidney , 5 , 34 , 71 , 726 , 726 , 617 , 0 , 1 , 1 , 32 , 32 ,2016,6
Shands Jacksonville (FLJT) , FLJT , TX1 , 2016/06/16 , Kidney , NA , NA , 6 , NA , NA , 19 , NA , NA , 1 , NA , NA ,2016,6
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2016/06/16 , Kidney , 8 , 16 , 39 , 323 , 323 , 313 , NA , NA , NA , NA , NA ,2016,6
Tampa General Hospital (FLTG) , FLTG , TX1 , 2016/06/16 , Kidney , 4 , 16 , 60 , 458 , 458 , 479 , 1 , 1 , 2 , 26 , 26 ,2016,6
UF Health Shands Hospital (FLUF) , FLUF , TX1 , 2016/06/16 , Kidney , 1 , 7 , 46 , 182 , 182 , 295 , 0 , 1 , 1 , 24 , 24 ,2016,6
Children's Healthcare of Atlanta at Egleston (GAEH) , GAEH , TX1 , 2016/06/16 , Kidney , 1 , 1 , 0 , 5 , 5 , 7 , 1 , 1 , 2 , 60 , 60 ,2016,6
Emory University Hospital (GAEM) , GAEM , TX1 , 2016/06/16 , Kidney , 8 , 22 , 53 , 513 , 513 , 517 , NA , NA , 0 , NA , NA ,2016,6
Georgia Health Sciences Medical Center (GAMC) , GAMC , TX1 , 2016/06/16 , Kidney , 4 , 11 , 20 , 166 , 166 , 168 , 0 , 0 , 0 , 13 , 13 ,2016,6
Piedmont Hospital (GAPH) , GAPH , TX1 , 2016/06/16 , Kidney , 6 , 13 , 25 , 343 , 343 , 346 , 0 , 0 , NA , 1 , 1 ,2016,6
The Queen's Medical Center (HIQM) , HIQM , TX1 , 2016/06/16 , Kidney , 0 , 8 , 1 , 131 , 131 , 16 , 0 , 0 , NA , 1 , 1 ,2016,6
Hawaii Medical Center East (HISF) , HISF , TX1 , 2016/06/16 , Kidney , NA , NA , 6 , NA , NA , 56 , NA , NA , 0 , NA , NA ,2016,6
Iowa Methodist Medical Center (IAIM) , IAIM , TX1 , 2016/06/16 , Kidney , 2 , 6 , 7 , 124 , 124 , 76 , 0 , 0 , NA , 1 , 1 ,2016,6
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2016/06/16 , Kidney , 5 , 10 , 20 , 155 , 155 , 169 , 0 , 0 , 2 , 11 , 11 ,2016,6
Iowa City VA Medical Center (IAIV) , IAIV , VA1 , 2016/06/16 , Kidney , 5 , 11 , 9 , 86 , 86 , 78 , NA , NA , NA , NA , NA ,2016,6
Mercy Medical Center-Des Moines (IAMH) , IAMH , TX1 , 2016/06/16 , Kidney , 2 , 5 , 5 , 85 , 85 , 57 , NA , NA , NA , NA , NA ,2016,6
Advocate Christ Medical Center (ILCH) , ILCH , TX1 , 2016/06/16 , Kidney , 0 , 0 , 2 , 23 , 23 , 8 , NA , NA , NA , NA , NA ,2016,6
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM) , ILCM , TX1 , 2016/06/16 , Kidney , 0 , 0 , 0 , 2 , 2 , 4 , 1 , 3 , 5 , 44 , 44 ,2016,6
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2016/06/16 , Kidney , 4 , 14 , 27 , 158 , 158 , 149 , 0 , 0 , 0 , 3 , 3 ,2016,6
Memorial Medical Center (ILMM) , ILMM , TX1 , 2016/06/16 , Kidney , 1 , 8 , 10 , 65 , 65 , 67 , NA , NA , NA , NA , NA ,2016,6
Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2016/06/16 , Kidney , 6 , 20 , 70 , 430 , 430 , 599 , NA , NA , NA , NA , NA ,2016,6
Rush University Medical Center (ILPL) , ILPL , TX1 , 2016/06/16 , Kidney , 2 , 4 , 27 , 204 , 204 , 180 , 0 , 0 , 0 , 2 , 2 ,2016,6
OSF Saint Francis Medical Center (ILSF) , ILSF , TX1 , 2016/06/16 , Kidney , 3 , 6 , 13 , 99 , 99 , 117 , 1 , 1 , 0 , 8 , 8 ,2016,6
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2016/06/16 , Kidney , 0 , 3 , 15 , 128 , 128 , 126 , 0 , 0 , 3 , 4 , 4 ,2016,6
University of Illinois Medical Center (ILUI) , ILUI , TX1 , 2016/06/16 , Kidney , 3 , 18 , 40 , 261 , 261 , 268 , 0 , 1 , 2 , 3 , 3 ,2016,6
Indiana University Health (INIM) , INIM , TX1 , 2016/06/16 , Kidney , 7 , 14 , 39 , 425 , 425 , 467 , 1 , 1 , 2 , 31 , 31 ,2016,6
Lutheran Hospital of Fort Wayne (INLH) , INLH , TX1 , 2016/06/16 , Kidney , 4 , 10 , 6 , 82 , 82 , 77 , NA , NA , NA , NA , NA ,2016,6
St Vincent Hospital and Health Care Center (INSV) , INSV , TX1 , 2016/06/16 , Kidney , 0 , 3 , 14 , 108 , 108 , 124 , 0 , 0 , 0 , 1 , 1 ,2016,6
"Via Christi Hospitals Wichita, Inc. (KSFW) ", KSFW , TX1 , 2016/06/16 , Kidney , NA , NA , 11 , NA , NA , 59 , NA , NA , 2 , NA , NA ,2016,6
University of Kansas Hospital (KSUK) , KSUK , TX1 , 2016/06/16 , Kidney , 1 , 13 , 43 , 286 , 286 , 231 , NA , NA , 0 , NA , NA ,2016,6
Jewish Hospital (KYJH) , KYJH , TX1 , 2016/06/16 , Kidney , 1 , 5 , 22 , 125 , 125 , 158 , NA , NA , NA , NA , NA ,2016,6
Kosair Children's Hospital (KYKC) , KYKC , TX1 , 2016/06/16 , Kidney , 0 , 0 , NA , 1 , 1 , NA , 0 , 0 , 0 , 10 , 10 ,2016,6
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2016/06/16 , Kidney , 1 , 9 , 26 , 199 , 199 , 185 , 0 , 1 , 0 , 4 , 4 ,2016,6
Children's Hospital (LACH) , LACH , TX1 , 2016/06/16 , Kidney , 0 , 1 , 0 , 5 , 5 , 2 , 0 , 0 , 1 , 18 , 18 ,2016,6
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2016/06/16 , Kidney , 4 , 9 , 30 , 278 , 278 , 282 , 0 , 1 , 1 , 4 , 4 ,2016,6
Tulane Medical Center (LATU) , LATU , TX1 , 2016/06/16 , Kidney , 4 , 11 , 32 , 158 , 158 , 205 , 0 , 0 , NA , 5 , 5 ,2016,6
Willis-Knighton Medical Center (LAWK) , LAWK , TX1 , 2016/06/16 , Kidney , 2 , 4 , 3 , 74 , 74 , 49 , NA , NA , NA , NA , NA ,2016,6
Beth Israel Deaconess Medical Center (MABI) , MABI , TX1 , 2016/06/16 , Kidney , 3 , 9 , 14 , 144 , 144 , 119 , NA , NA , NA , NA , NA ,2016,6
Baystate Medical Center (MABS) , MABS , TX1 , 2016/06/16 , Kidney , 0 , 1 , 6 , 72 , 72 , 73 , NA , NA , 0 , NA , NA ,2016,6
Boston Medical Center (MABU) , MABU , TX1 , 2016/06/16 , Kidney , 3 , 8 , 7 , 83 , 83 , 73 , NA , NA , NA , NA , NA ,2016,6
Boston Children's Hospital (MACH) , MACH , TX1 , 2016/06/16 , Kidney , 0 , 0 , 0 , 12 , 12 , 9 , 2 , 2 , 2 , 58 , 58 ,2016,6
Lahey Clinic Medical Center (MALC) , MALC , TX1 , 2016/06/16 , Kidney , 7 , 10 , 11 , 84 , 84 , 101 , NA , NA , NA , NA , NA ,2016,6
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2016/06/16 , Kidney , 3 , 11 , 20 , 253 , 253 , 184 , 0 , 0 , 0 , 2 , 2 ,2016,6
Tufts Medical Center (MANM) , MANM , TX1 , 2016/06/16 , Kidney , 1 , 2 , 5 , 71 , 71 , 73 , 0 , 0 , 0 , 2 , 2 ,2016,6
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2016/06/16 , Kidney , 3 , 5 , 15 , 146 , 146 , 133 , NA , NA , NA , NA , NA ,2016,6
UMass Memorial Medical Center (MAUM) , MAUM , TX1 , 2016/06/16 , Kidney , 2 , 6 , 15 , 115 , 115 , 115 , 0 , 0 , NA , 2 , 2 ,2016,6
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2016/06/16 , Kidney , 6 , 23 , 75 , 557 , 557 , 504 , 1 , 1 , 1 , 19 , 19 ,2016,6
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2016/06/16 , Kidney , 13 , 52 , 110 , 626 , 626 , 631 , 0 , 0 , 0 , 6 , 6 ,2016,6
Maine Medical Center (MEMC) , MEMC , TX1 , 2016/06/16 , Kidney , 1 , 2 , 16 , 110 , 110 , 110 , 1 , 1 , 0 , 3 , 3 ,2016,6
William Beaumont Hospital (MIBH) , MIBH , TX1 , 2016/06/16 , Kidney , 3 , 12 , 12 , 193 , 193 , 131 , NA , NA , NA , NA , NA ,2016,6
Children's Hospital of Michigan (MICH) , MICH , TX1 , 2016/06/16 , Kidney , 1 , 1 , NA , 3 , 3 , NA , 0 , 0 , 2 , 19 , 19 ,2016,6
Helen DeVos Children's Hospital (MIDV) , MIDV , TX1 , 2016/06/16 , Kidney , NA , NA , NA , NA , NA , NA , 0 , 0 , 0 , 10 , 10 ,2016,6
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2016/06/16 , Kidney , 3 , 13 , 41 , 264 , 264 , 240 , NA , NA , 0 , NA , NA ,2016,6
Harper University Hospital Detroit Medical Center (MIHH) , MIHH , TX1 , 2016/06/16 , Kidney , 1 , 2 , 12 , 52 , 52 , 74 , NA , NA , NA , NA , NA ,2016,6
St John Hospital and Medical Center (MISJ) , MISJ , TX1 , 2016/06/16 , Kidney , 2 , 6 , 12 , 110 , 110 , 134 , NA , NA , 1 , NA , NA ,2016,6
Mercy Health Saint Mary’s (MISM) , MISM , TX1 , 2016/06/16 , Kidney , 6 , 9 , 30 , 211 , 211 , 229 , NA , NA , NA , NA , NA ,2016,6
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2016/06/16 , Kidney , 14 , 36 , 58 , 474 , 474 , 474 , 1 , 1 , 4 , 36 , 36 ,2016,6
Univ of MN Amplatz Children's Hosp (MNAC) , MNAC , TX1 , 2016/06/16 , Kidney , 0 , 0 , NA , 2 , 2 , NA , 2 , 2 , NA , 33 , 33 ,2016,6
Abbott Northwestern Hospital (MNAN) , MNAN , TX1 , 2016/06/16 , Kidney , 0 , 1 , 16 , 64 , 64 , 83 , NA , NA , NA , NA , NA ,2016,6
Hennepin County Medical Center (MNHC) , MNHC , TX1 , 2016/06/16 , Kidney , 1 , 2 , 23 , 92 , 92 , 178 , NA , NA , NA , NA , NA ,2016,6
Rochester Methodist Hospital (Mayo Clinic) (MNMC) , MNMC , TX1 , 2016/06/16 , Kidney , 1 , 3 , 27 , 365 , 365 , 397 , NA , NA , 1 , NA , NA ,2016,6
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2016/06/16 , Kidney , NA , NA , NA , NA , NA , NA , 0 , 0 , 0 , 14 , 14 ,2016,6
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2016/06/16 , Kidney , 3 , 7 , 40 , 375 , 375 , 303 , 2 , 2 , 1 , 15 , 15 ,2016,6
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2016/06/16 , Kidney , 14 , 19 , 66 , 514 , 514 , 508 , NA , NA , 0 , NA , NA ,2016,6
Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2016/06/16 , Kidney , 0 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 0 , 8 , 8 ,2016,6
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2016/06/16 , Kidney , 0 , 0 , 0 , 4 , 4 , 1 , 0 , 0 , 3 , 18 , 18 ,2016,6
Children's Mercy Hospital (MOCM) , MOCM , TX1 , 2016/06/16 , Kidney , 0 , 0 , 0 , 6 , 6 , 4 , 0 , 0 , 0 , 23 , 23 ,2016,6
St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2016/06/16 , Kidney , 0 , 1 , 15 , 68 , 68 , 92 , NA , NA , NA , NA , NA ,2016,6
Research Medical Center (MORH) , MORH , TX1 , 2016/06/16 , Kidney , 3 , 7 , 20 , 132 , 132 , 148 , NA , NA , NA , NA , NA ,2016,6
SSM Health Saint Louis University Hospital (MOSL) , MOSL , TX1 , 2016/06/16 , Kidney , 0 , 4 , 10 , 86 , 86 , 106 , NA , NA , NA , NA , NA ,2016,6
University of Missouri Hospital and Clinics (MOUM) , MOUM , TX1 , 2016/06/16 , Kidney , 0 , 2 , 10 , 32 , 32 , 53 , 1 , 1 , 2 , 6 , 6 ,2016,6
University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2016/06/16 , Kidney , 1 , 13 , 22 , 214 , 214 , 190 , 0 , 0 , 0 , 5 , 5 ,2016,6
Wake Forest Baptist Medical Center (NCBG) , NCBG , TX1 , 2016/06/16 , Kidney , 6 , 22 , 91 , 375 , 375 , 418 , 0 , 0 , 2 , 8 , 8 ,2016,6
Carolinas Medical Center (NCCM) , NCCM , TX1 , 2016/06/16 , Kidney , 4 , 6 , 44 , 239 , 239 , 296 , 1 , 1 , 2 , 23 , 23 ,2016,6
Duke University Hospital (NCDU) , NCDU , TX1 , 2016/06/16 , Kidney , 1 , 10 , 28 , 258 , 258 , 233 , 0 , 0 , 0 , 8 , 8 ,2016,6
Vidant Medical Center (NCEC) , NCEC , TX1 , 2016/06/16 , Kidney , 5 , 8 , 33 , 221 , 221 , 200 , 0 , 1 , 0 , 7 , 7 ,2016,6
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2016/06/16 , Kidney , 3 , 6 , 21 , 162 , 162 , 173 , 0 , 0 , 0 , 9 , 9 ,2016,6
Sanford Bismarck Medical Center (NDMC) , NDMC , TX1 , 2016/06/16 , Kidney , 0 , 0 , 7 , 43 , 43 , 33 , NA , NA , NA , NA , NA ,2016,6
Sanford Medical Center Fargo (NDSL) , NDSL , TX1 , 2016/06/16 , Kidney , 0 , 1 , 10 , 62 , 62 , 53 , NA , NA , NA , NA , NA ,2016,6
The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2016/06/16 , Kidney , 6 , 15 , 47 , 322 , 322 , 306 , 1 , 3 , 1 , 19 , 19 ,2016,6
Mary Hitchcock Memorial Hospital (NHDH) , NHDH , TX1 , 2016/06/16 , Kidney , 1 , 3 , 16 , 81 , 81 , 119 , 0 , 0 , 0 , 2 , 2 ,2016,6
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2016/06/16 , Kidney , 1 , 1 , 44 , 45 , 45 , 180 , NA , NA , NA , NA , NA ,2016,6
Hackensack University Medical Center (NJHK) , NJHK , TX1 , 2016/06/16 , Kidney , 0 , 3 , 15 , 29 , 29 , 63 , 0 , 0 , 1 , 2 , 2 ,2016,6
Our Lady of Lourdes Medical Center (NJLL) , NJLL , TX1 , 2016/06/16 , Kidney , 0 , 1 , 5 , 77 , 77 , 55 , NA , NA , NA , NA , NA ,2016,6
Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2016/06/16 , Kidney , 0 , 2 , 30 , 126 , 126 , 192 , 0 , 0 , 2 , 6 , 6 ,2016,6
Saint Barnabas Medical Center (NJSB) , NJSB , TX1 , 2016/06/16 , Kidney , 11 , 28 , 60 , 599 , 599 , 512 , 0 , 0 , 2 , 13 , 13 ,2016,6
"University Hospital, University of New Mexico Health Sciences Center (NMAQ) ", NMAQ , TX1 , 2016/06/16 , Kidney , 1 , 4 , 4 , 75 , 75 , 70 , 0 , 0 , 0 , 11 , 11 ,2016,6
Presbyterian Hospital (NMPH) , NMPH , TX1 , 2016/06/16 , Kidney , 1 , 7 , 16 , 101 , 101 , 111 , 0 , 0 , NA , 1 , 1 ,2016,6
University Medical Center of Southern Nevada (NVUM) , NVUM , TX1 , 2016/06/16 , Kidney , 4 , 6 , 11 , 148 , 148 , 124 , 0 , 0 , 1 , 2 , 2 ,2016,6
Albany Medical Center Hospital (NYAM) , NYAM , TX1 , 2016/06/16 , Kidney , 1 , 2 , 7 , 119 , 119 , 120 , 0 , 0 , NA , 4 , 4 ,2016,6
Buffalo General Hospital/ Children's Hospital (NYBU) , NYBU , TX1 , 2016/06/16 , Kidney , NA , NA , 3 , NA , NA , 67 , NA , NA , NA , NA , NA ,2016,6
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2016/06/16 , Kidney , 13 , 32 , 71 , 515 , 515 , 562 , 1 , 1 , 0 , 9 , 9 ,2016,6
"State University of New York, Downstate Medical Center (NYDS) ", NYDS , TX1 , 2016/06/16 , Kidney , 3 , 9 , 20 , 66 , 66 , 73 , 0 , 0 , 1 , 4 , 4 ,2016,6
Erie County Medical Center (NYEC) , NYEC , TX1 , 2016/06/16 , Kidney , 4 , 7 , 7 , 160 , 160 , 107 , NA , NA , NA , NA , NA ,2016,6
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2016/06/16 , Kidney , 2 , 4 , 20 , 141 , 141 , 156 , 0 , 0 , 1 , 9 , 9 ,2016,6
Montefiore Medical Center (NYMA) , NYMA , TX1 , 2016/06/16 , Kidney , 10 , 19 , 40 , 319 , 319 , 267 , 1 , 2 , 0 , 19 , 19 ,2016,6
Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2016/06/16 , Kidney , 8 , 20 , 71 , 389 , 389 , 467 , 0 , 1 , 3 , 32 , 32 ,2016,6
North Shore University Hospital (NYNS) , NYNS , TX1 , 2016/06/16 , Kidney , 1 , 3 , 11 , 63 , 63 , 81 , NA , NA , NA , NA , NA ,2016,6
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY) , NYNY , TX1 , 2016/06/16 , Kidney , 6 , 19 , 48 , 504 , 504 , 489 , 0 , 0 , 5 , 13 , 13 ,2016,6
University Hospital of State University of New York at Stony Brook (NYSB) , NYSB , TX1 , 2016/06/16 , Kidney , 2 , 5 , 24 , 157 , 157 , 140 , 0 , 0 , 1 , 5 , 5 ,2016,6
St. Luke's Roosevelt Hospital Center (NYSL) , NYSL , TX1 , 2016/06/16 , Kidney , 0 , 1 , 5 , 8 , 8 , 42 , NA , NA , NA , NA , NA ,2016,6
New York University Medical Center (NYUC) , NYUC , TX1 , 2016/06/16 , Kidney , 2 , 4 , 8 , 66 , 66 , 60 , NA , NA , NA , NA , NA ,2016,6
State University of New York Upstate Medical University (NYUM) , NYUM , TX1 , 2016/06/16 , Kidney , 1 , 5 , 10 , 122 , 122 , 72 , 0 , 0 , 1 , 7 , 7 ,2016,6
Westchester Medical Center (NYWC) , NYWC , TX1 , 2016/06/16 , Kidney , 2 , 2 , 13 , 66 , 66 , 87 , 0 , 0 , 0 , 5 , 5 ,2016,6
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2016/06/16 , Kidney , 1 , 17 , 38 , 338 , 338 , 343 , 0 , 0 , 1 , 6 , 6 ,2016,6
Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2016/06/16 , Kidney , NA , NA , 0 , NA , NA , 1 , 0 , 0 , 2 , 17 , 17 ,2016,6
Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2016/06/16 , Kidney , 0 , 0 , 1 , 12 , 12 , 11 , 0 , 1 , 0 , 41 , 41 ,2016,6
University of Toledo Medical Center (OHCO) , OHCO , TX1 , 2016/06/16 , Kidney , 7 , 17 , 20 , 203 , 203 , 129 , 0 , 0 , NA , 1 , 1 ,2016,6
Miami Valley Hospital (OHMV) , OHMV , TX1 , 2016/06/16 , Kidney , 0 , 1 , 16 , 21 , 21 , 104 , NA , NA , NA , NA , NA ,2016,6
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2016/06/16 , Kidney , 8 , 24 , 78 , 432 , 432 , 483 , NA , NA , 0 , NA , NA ,2016,6
The Christ Hospital (OHTC) , OHTC , TX1 , 2016/06/16 , Kidney , 2 , 4 , 19 , 115 , 115 , 159 , NA , NA , NA , NA , NA ,2016,6
University of Cincinnati  Medical Center (OHUC) , OHUC , TX1 , 2016/06/16 , Kidney , 1 , 6 , 13 , 188 , 188 , 147 , NA , NA , NA , NA , NA ,2016,6
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2016/06/16 , Kidney , 4 , 11 , 27 , 195 , 195 , 199 , 0 , 0 , 1 , 13 , 13 ,2016,6
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2016/06/16 , Kidney , 4 , 9 , 28 , 223 , 223 , 202 , NA , NA , NA , NA , NA ,2016,6
Children's Hospital of Oklahoma (OKCM) , OKCM , TX1 , 2016/06/16 , Kidney , NA , NA , 1 , NA , NA , 2 , 2 , 2 , 2 , 18 , 18 ,2016,6
OU Medical Center (OKMD) , OKMD , TX1 , 2016/06/16 , Kidney , 3 , 4 , 5 , 77 , 77 , 65 , NA , NA , NA , NA , NA ,2016,6
St. Anthony Hospital (OKSA) , OKSA , TX1 , 2016/06/16 , Kidney , 1 , 1 , 2 , 1 , 1 , 17 , NA , NA , NA , NA , NA ,2016,6
Saint Francis Hospital (OKSF) , OKSF , TX1 , 2016/06/16 , Kidney , 0 , 4 , 11 , 96 , 96 , 62 , NA , NA , NA , NA , NA ,2016,6
St John Medical Center (OKSJ) , OKSJ , TX1 , 2016/06/16 , Kidney , 0 , 0 , 7 , 69 , 69 , 47 , NA , NA , 0 , NA , NA ,2016,6
Legacy Good Samaritan Hospital and Medical Center (ORGS) , ORGS , TX1 , 2016/06/16 , Kidney , 6 , 10 , 23 , 176 , 176 , 174 , NA , NA , NA , NA , NA ,2016,6
Oregon Health & Science University (ORUO) , ORUO , TX1 , 2016/06/16 , Kidney , 1 , 4 , 11 , 198 , 198 , 193 , 0 , 0 , 3 , 15 , 15 ,2016,6
Portland Veterans Administration Medical Center (ORUO) , ORUO , VA1 , 2016/06/16 , Kidney , 1 , 1 , 9 , 108 , 108 , 86 , NA , NA , NA , NA , NA ,2016,6
Albert Einstein Medical Center (PAAE) , PAAE , TX1 , 2016/06/16 , Kidney , 6 , 12 , 26 , 154 , 154 , 205 , NA , NA , NA , NA , NA ,2016,6
Allegheny General Hospital (PAAG) , PAAG , TX1 , 2016/06/16 , Kidney , 3 , 7 , 16 , 170 , 170 , 165 , NA , NA , NA , NA , NA ,2016,6
Crozer-Chester Medical Center (PACC) , PACC , TX1 , 2016/06/16 , Kidney , 0 , 1 , 0 , 17 , 17 , 3 , NA , NA , NA , NA , NA ,2016,6
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2016/06/16 , Kidney , 0 , 0 , 0 , 9 , 9 , 3 , 0 , 0 , 0 , 22 , 22 ,2016,6
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2016/06/16 , Kidney , 0 , 0 , 0 , 3 , 3 , 4 , 1 , 1 , 2 , 35 , 35 ,2016,6
Geisinger Medical Center (PAGM) , PAGM , TX1 , 2016/06/16 , Kidney , 0 , 4 , 7 , 73 , 73 , 65 , 0 , 0 , 0 , 3 , 3 ,2016,6
Penn State Milton S Hershey Medical Center (PAHE) , PAHE , TX1 , 2016/06/16 , Kidney , 2 , 3 , 5 , 69 , 69 , 60 , 0 , 0 , 0 , 17 , 17 ,2016,6
