,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A64_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_N_C,YEAR,MONTH,D_OR_L
3,UAMS Medical Center (ARUA) , ARUA , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,15.4,27.7,38.5,18.5,0.0,1.5,32.3,12.3,53.8,6.2,30.8,36.9,26.2,0.0,0.0,44.6,55.4,0.0,0.0,0.0,0.0,89.2,0.0,10.8,100.0,65,2013,1,DECEASED
4,Phoenix Children's Hospital (AZCH) , AZCH , TX1 , 2014/03/20 , Kidney ,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,16.7,66.7,66.7,16.7,0.0,16.7,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,83.3,0.0,16.7,100.0,6,2013,1,DECEASED
5,Banner Good Samaritan Medical Center (AZGS) , AZGS , TX1 , 2014/03/20 , Kidney ,0.0,1.4,0.0,5.4,20.3,56.8,16.2,0.0,5.4,35.1,14.9,44.6,8.1,35.1,32.4,24.3,0.0,0.0,39.2,60.8,0.0,0.0,0.0,1.4,94.6,0.0,5.4,98.6,74,2013,1,DECEASED
6,Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,8.3,16.7,48.3,26.7,0.0,5.8,38.3,8.3,47.5,1.7,23.3,32.5,42.5,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.8,84.2,0.0,15.8,99.2,120,2013,1,DECEASED
7,"University Medical Center, Univ of Arizona (AZUA) ", AZUA , TX1 , 2014/03/20 , Kidney ,0.0,3.6,0.0,12.7,20.0,41.8,21.8,0.0,7.3,34.5,10.9,47.3,12.7,34.5,29.1,23.6,0.0,0.0,41.8,58.2,0.0,1.8,0.0,1.8,89.1,0.0,10.9,96.4,55,2013,1,DECEASED
8,Rady Children's Hospital and Health Center (CACH) , CACH , TX1 , 2014/03/20 , Kidney ,22.2,55.6,0.0,22.2,0.0,0.0,0.0,0.0,11.1,22.2,11.1,55.6,55.6,11.1,11.1,22.2,0.0,0.0,22.2,77.8,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,9,2013,1,DECEASED
9,Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2014/03/20 , Kidney ,31.3,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,6.3,75.0,62.5,25.0,12.5,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,87.5,0.0,12.5,100.0,16,2013,1,DECEASED
10,Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2014/03/20 , Kidney ,3.5,1.8,0.0,14.9,27.2,38.6,14.0,0.0,4.4,33.3,14.9,47.4,17.5,38.6,23.7,20.2,0.0,0.0,34.2,65.8,0.0,2.6,0.0,3.5,76.3,0.0,23.7,93.9,114,2013,1,DECEASED
11,Scripps Green Hospital (CAGH) , CAGH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,10.3,25.6,25.6,38.5,0.0,5.1,25.6,2.6,66.7,7.7,38.5,38.5,15.4,0.0,0.0,38.5,61.5,0.0,0.0,0.0,0.0,92.3,0.0,7.7,100.0,39,2013,1,DECEASED
12,University of California Irvine Medical Center (CAIM) , CAIM , TX1 , 2014/03/20 , Kidney ,0.0,4.0,0.0,16.0,36.0,28.0,16.0,0.0,16.0,40.0,8.0,36.0,8.0,16.0,52.0,24.0,0.0,0.0,56.0,44.0,0.0,0.0,0.0,0.0,84.0,0.0,16.0,100.0,25,2013,1,DECEASED
13,Harbor UCLA Medical Center (CALA) , CALA , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,21.4,35.7,35.7,7.1,0.0,0.0,42.9,0.0,57.1,7.1,21.4,21.4,28.6,21.4,0.0,64.3,35.7,0.0,0.0,0.0,0.0,85.7,0.0,14.3,100.0,14,2013,1,DECEASED
14,Loma Linda University Medical Center (CALL) , CALL , TX1 , 2014/03/20 , Kidney ,5.6,5.6,0.0,6.9,27.8,44.4,9.7,0.0,4.2,37.5,15.3,43.1,15.3,45.8,27.8,11.1,0.0,0.0,44.4,55.6,0.0,0.0,0.0,2.8,88.9,0.0,11.1,97.2,72,2013,1,DECEASED
15,Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2014/03/20 , Kidney ,39.1,39.1,0.0,21.7,0.0,0.0,0.0,0.0,0.0,39.1,4.3,56.5,43.5,30.4,4.3,17.4,4.3,0.0,56.5,43.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,23,2013,1,DECEASED
16,California Pacific Medical Center (CAPM) , CAPM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,6.3,15.7,45.7,32.3,0.0,3.1,39.4,16.5,40.9,8.7,34.6,29.9,26.8,0.0,0.0,42.5,57.5,0.0,3.1,0.0,0.8,89.0,0.0,11.0,96.1,127,2013,1,DECEASED
17,Riverside Community Hospital (CARC) , CARC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,5.9,47.1,35.3,11.8,0.0,11.8,29.4,0.0,58.8,11.8,41.2,11.8,35.3,0.0,0.0,52.9,47.1,0.0,0.0,0.0,5.9,76.5,0.0,23.5,94.1,17,2013,1,DECEASED
18,University of California San Diego Medical Center (CASD) , CASD , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.5,33.3,41.7,12.5,0.0,10.4,27.1,12.5,50.0,8.3,43.8,31.3,14.6,2.1,0.0,39.6,60.4,0.0,0.0,0.0,4.2,91.7,0.0,8.3,95.8,48,2013,1,DECEASED
19,University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2014/03/20 , Kidney ,1.4,5.0,0.9,6.3,21.7,39.4,25.3,0.0,5.0,38.5,14.5,42.1,12.7,33.0,33.9,19.9,0.5,0.0,41.2,58.8,0.0,1.4,0.0,0.9,89.6,0.0,10.4,97.7,221,2013,1,DECEASED
20,Sutter Memorial Hospital (CASG) , CASG , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,13.0,34.8,43.5,8.7,0.0,13.0,39.1,0.0,47.8,4.3,56.5,26.1,13.0,0.0,0.0,17.4,82.6,0.0,0.0,0.0,0.0,95.7,0.0,4.3,100.0,23,2013,1,DECEASED
21,Sharp Memorial Hospital (CASH) , CASH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,2.3,18.2,47.7,31.8,0.0,13.6,34.1,6.8,45.5,4.5,27.3,50.0,15.9,2.3,0.0,40.9,59.1,0.0,0.0,0.0,0.0,77.3,0.0,22.7,100.0,44,2013,1,DECEASED
22,Saint Joseph Hospital (CASJ) , CASJ , TX1 , 2014/03/20 , Kidney ,0.0,14.3,0.0,0.0,42.9,42.9,0.0,0.0,0.0,14.3,28.6,57.1,14.3,42.9,28.6,14.3,0.0,0.0,28.6,71.4,0.0,0.0,0.0,0.0,57.1,0.0,42.9,100.0,7,2013,1,DECEASED
23,University of California Davis Medical Center (CASM) , CASM , TX1 , 2014/03/20 , Kidney ,0.9,1.4,0.0,10.9,25.5,42.7,18.6,0.0,7.3,38.6,15.5,38.6,13.6,38.2,31.8,15.9,0.5,0.0,35.0,65.0,0.0,0.0,0.0,0.0,91.4,0.0,8.6,100.0,220,2013,1,DECEASED
24,Stanford University Medical Center (CASU) , CASU , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,9.4,30.2,39.6,20.8,0.0,3.8,41.5,9.4,45.3,15.1,30.2,26.4,20.8,7.5,0.0,30.2,69.8,0.0,0.0,0.0,3.8,88.7,0.0,11.3,96.2,53,2013,1,DECEASED
25,St. Vincent Medical Center (CASV) , CASV , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.5,37.5,45.8,4.2,0.0,6.3,39.6,6.3,47.9,10.4,41.7,29.2,18.8,0.0,0.0,29.2,70.8,0.0,0.0,0.0,0.0,75.0,0.0,25.0,100.0,48,2013,1,DECEASED
26,University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2014/03/20 , Kidney ,0.5,3.9,0.0,11.2,24.9,45.9,13.7,0.0,5.4,32.7,17.6,44.4,13.7,34.6,32.7,17.1,2.0,0.0,40.5,59.5,0.0,4.9,0.0,1.5,83.9,0.0,16.1,93.7,205,2013,1,DECEASED
27,Keck Hospital of USC (CAUH) , CAUH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,7.5,22.4,52.3,17.8,0.0,4.7,34.6,13.1,47.7,12.1,40.2,31.8,15.9,0.0,0.0,41.1,58.9,0.0,13.1,0.0,0.9,91.6,0.0,8.4,86.0,107,2013,1,DECEASED
28,Children's Hospital Colorado (COCH) , COCH , TX1 , 2014/03/20 , Kidney ,45.5,36.4,0.0,18.2,0.0,0.0,0.0,0.0,0.0,27.3,0.0,72.7,63.6,27.3,9.1,0.0,0.0,0.0,45.5,54.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,11,2013,1,DECEASED
29,Centura Porter Adventist Hospital (COPM) , COPM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,14.6,24.4,43.9,17.1,0.0,4.9,34.1,9.8,51.2,7.3,31.7,34.1,26.8,0.0,0.0,39.0,61.0,0.0,0.0,0.0,4.9,95.1,0.0,4.9,95.1,41,2013,1,DECEASED
30,Presbyterian/St Lukes Medical Center (COSL) , COSL , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,3.0,18.2,27.3,51.5,0.0,6.1,33.3,9.1,51.5,9.1,33.3,30.3,27.3,0.0,0.0,57.6,42.4,0.0,0.0,0.0,0.0,87.9,0.0,12.1,100.0,33,2013,1,DECEASED
31,University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,8.5,32.2,42.4,16.9,0.0,1.7,39.0,13.6,45.8,15.3,23.7,33.9,13.6,13.6,0.0,32.2,67.8,0.0,0.0,0.0,0.0,79.7,0.0,20.3,100.0,59,2013,1,DECEASED
32,Hartford Hospital (CTHH) , CTHH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,13.0,30.4,39.1,17.4,0.0,17.4,17.4,13.0,52.2,0.0,26.1,34.8,39.1,0.0,0.0,30.4,69.6,0.0,4.3,0.0,0.0,91.3,0.0,8.7,95.7,23,2013,1,DECEASED
33,Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2014/03/20 , Kidney ,0.0,1.9,0.0,1.9,26.9,55.8,13.5,0.0,11.5,32.7,17.3,38.5,5.8,30.8,42.3,19.2,1.9,0.0,36.5,63.5,0.0,0.0,0.0,3.8,92.3,0.0,7.7,96.2,52,2013,1,DECEASED
34,Children's National Medical Center (DCCH) , DCCH , TX1 , 2014/03/20 , Kidney ,8.3,66.7,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,16.7,58.3,50.0,33.3,0.0,16.7,0.0,0.0,58.3,41.7,0.0,0.0,0.0,8.3,100.0,0.0,0.0,91.7,12,2013,1,DECEASED
35,Georgetown University Medical Center (DCGU) , DCGU , TX1 , 2014/03/20 , Kidney ,3.7,0.0,0.0,0.0,25.9,63.0,7.4,0.0,3.7,25.9,11.1,59.3,14.8,22.2,29.6,25.9,7.4,0.0,40.7,59.3,0.0,0.0,0.0,3.7,81.5,0.0,18.5,96.3,27,2013,1,DECEASED
36,Washington Hospital Center (DCWH) , DCWH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,9.4,11.3,56.6,22.6,0.0,9.4,26.4,15.1,49.1,11.3,34.0,34.0,20.8,0.0,0.0,35.8,64.2,0.0,0.0,0.0,0.0,88.7,0.0,11.3,100.0,53,2013,1,DECEASED
37,Walter Reed National Military Medical Center at Bethesda (DCWR) , DCWR , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,28.6,23.8,42.9,4.8,0.0,4.8,42.9,14.3,38.1,9.5,14.3,23.8,52.4,0.0,0.0,42.9,57.1,0.0,0.0,0.0,0.0,81.0,0.0,19.0,100.0,21,2013,1,DECEASED
38,Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2014/03/20 , Kidney ,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,75.0,0.0,0.0,0.0,25.0,0.0,25.0,75.0,0.0,0.0,0.0,25.0,75.0,0.0,25.0,75.0,4,2013,1,DECEASED
39,Christiana Care Health Services (DECC) , DECC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,8.7,17.4,47.8,26.1,0.0,8.7,39.1,13.0,39.1,0.0,52.2,30.4,17.4,0.0,0.0,30.4,69.6,0.0,0.0,0.0,0.0,95.7,0.0,4.3,100.0,23,2013,1,DECEASED
40,Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2014/03/20 , Kidney ,0.7,0.0,0.0,8.2,29.9,42.9,18.4,0.0,6.1,38.1,10.9,44.9,10.9,22.4,27.2,38.1,1.4,0.0,39.5,60.5,0.0,0.7,0.0,0.0,87.1,0.0,12.9,99.3,147,2013,1,DECEASED
41,Gulf Coast Medical Center (FLFR) , FLFR , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,9.1,15.2,33.3,42.4,0.0,3.0,30.3,15.2,51.5,9.1,36.4,33.3,21.2,0.0,0.0,48.5,51.5,0.0,0.0,0.0,0.0,93.9,0.0,6.1,100.0,33,2013,1,DECEASED
42,Halifax Medical Center (FLHM) , FLHM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,22.2,44.4,33.3,0.0,5.6,44.4,11.1,38.9,5.6,22.2,55.6,16.7,0.0,0.0,16.7,83.3,0.0,0.0,0.0,0.0,94.4,0.0,5.6,100.0,18,2013,1,DECEASED
43,Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2014/03/20 , Kidney ,5.0,0.6,0.0,11.0,32.0,33.7,17.7,0.0,4.4,37.0,13.3,45.3,12.7,33.7,33.7,19.9,0.0,0.0,39.8,60.2,0.0,2.8,0.0,0.6,85.6,0.0,14.4,96.7,181,2013,1,DECEASED
44,Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,7.6,21.2,41.5,29.7,0.0,4.2,44.9,6.8,44.1,5.9,16.9,33.1,44.1,0.0,0.0,47.5,52.5,0.0,0.0,0.0,1.7,87.3,0.0,12.7,98.3,118,2013,1,DECEASED
45,Tampa General Hospital (FLTG) , FLTG , TX1 , 2014/03/20 , Kidney ,0.6,2.6,0.0,6.5,28.4,37.4,24.5,0.0,5.8,37.4,11.6,45.2,10.3,24.5,35.5,29.0,0.6,0.0,36.8,63.2,0.0,1.9,0.0,0.6,83.9,0.0,16.1,97.4,155,2013,1,DECEASED
46,Shands Hospital at The University of Florida (FLUF) , FLUF , TX1 , 2014/03/20 , Kidney ,0.0,4.3,0.0,20.0,18.6,35.7,21.4,0.0,10.0,38.6,8.6,42.9,15.7,30.0,30.0,24.3,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1.4,68.6,0.0,31.4,98.6,70,2013,1,DECEASED
47,Children's Healthcare of Atlanta at Egleston (GAEH) , GAEH , TX1 , 2014/03/20 , Kidney ,42.1,52.6,0.0,5.3,0.0,0.0,0.0,0.0,5.3,26.3,10.5,57.9,78.9,5.3,0.0,15.8,0.0,0.0,57.9,42.1,0.0,0.0,0.0,0.0,94.7,0.0,5.3,100.0,19,2013,1,DECEASED
48,Emory University Hospital (GAEM) , GAEM , TX1 , 2014/03/20 , Kidney ,0.0,0.7,0.0,9.8,29.4,48.3,11.9,0.0,4.9,38.5,14.7,42.0,6.3,25.2,43.4,25.2,0.0,0.0,42.7,57.3,0.0,0.7,0.0,2.1,90.9,0.0,9.1,97.2,143,2013,1,DECEASED
49,Georgia Health Sciences Medical Center (GAMC) , GAMC , TX1 , 2014/03/20 , Kidney ,2.1,4.3,0.0,4.3,27.7,40.4,21.3,0.0,4.3,42.6,10.6,42.6,0.0,10.6,23.4,12.8,53.2,0.0,51.1,48.9,0.0,0.0,0.0,0.0,95.7,0.0,4.3,100.0,47,2013,1,DECEASED
50,Piedmont Hospital (GAPH) , GAPH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,5.9,29.4,42.6,22.1,0.0,2.9,38.2,14.7,44.1,11.8,23.5,36.8,22.1,5.9,0.0,38.2,61.8,0.0,0.0,0.0,2.9,82.4,0.0,17.6,97.1,68,2013,1,DECEASED
51,Hawaii Medical Center East (HISF) , HISF , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,8.3,8.3,66.7,16.7,0.0,8.3,33.3,8.3,50.0,16.7,8.3,50.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,91.7,0.0,8.3,100.0,12,2013,1,DECEASED
52,Iowa Methodist Medical Center (IAIM) , IAIM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,4.2,20.8,50.0,25.0,0.0,0.0,29.2,8.3,62.5,4.2,16.7,45.8,33.3,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,83.3,0.0,16.7,100.0,24,2013,1,DECEASED
53,University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2014/03/20 , Kidney ,3.8,3.8,0.0,21.2,15.4,40.4,15.4,0.0,9.6,36.5,7.7,46.2,7.7,28.8,23.1,38.5,1.9,0.0,26.9,73.1,0.0,0.0,0.0,0.0,80.8,0.0,19.2,100.0,52,2013,1,DECEASED
54,Iowa City VA Medical Center (IAIV) , IAIV , VA1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,9.7,71.0,19.4,0.0,9.7,22.6,9.7,58.1,9.7,29.0,12.9,48.4,0.0,0.0,3.2,96.8,0.0,0.0,0.0,0.0,96.8,0.0,3.2,100.0,31,2013,1,DECEASED
55,Mercy Medical Center-Des Moines (IAMH) , IAMH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,22.2,77.8,0.0,0.0,33.3,22.2,11.1,33.3,0.0,33.3,33.3,33.3,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,9,2013,1,DECEASED
56,Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM) , ILCM , TX1 , 2014/03/20 , Kidney ,0.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,62.5,50.0,12.5,12.5,12.5,12.5,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,8,2013,1,DECEASED
57,Loyola University Medical Center (ILLU) , ILLU , TX1 , 2014/03/20 , Kidney ,2.7,0.0,0.0,5.4,13.5,43.2,35.1,0.0,2.7,35.1,8.1,54.1,2.7,29.7,27.0,40.5,0.0,0.0,51.4,48.6,0.0,5.4,0.0,2.7,86.5,0.0,13.5,91.9,37,2013,1,DECEASED
58,Memorial Medical Center (ILMM) , ILMM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,20.0,30.0,15.0,35.0,0.0,0.0,55.0,20.0,25.0,10.0,15.0,35.0,40.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0,85.0,0.0,15.0,100.0,20,2013,1,DECEASED
59,Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,4.3,22.8,54.3,18.5,0.0,7.6,44.6,12.0,35.9,4.3,26.1,21.7,35.9,12.0,0.0,41.3,58.7,0.0,12.0,0.0,9.8,87.0,0.0,13.0,78.3,92,2013,1,DECEASED
60,Rush University Medical Center (ILPL) , ILPL , TX1 , 2014/03/20 , Kidney ,0.0,4.2,0.0,7.0,21.1,36.6,31.0,0.0,5.6,39.4,18.3,36.6,7.0,32.4,28.2,32.4,0.0,0.0,36.6,63.4,0.0,1.4,0.0,1.4,91.5,0.0,8.5,97.2,71,2013,1,DECEASED
61,OSF Saint Francis Medical Center (ILSF) , ILSF , TX1 , 2014/03/20 , Kidney ,3.6,3.6,0.0,25.0,7.1,35.7,25.0,0.0,3.6,39.3,17.9,39.3,10.7,32.1,14.3,35.7,7.1,0.0,32.1,67.9,0.0,0.0,0.0,3.6,96.4,0.0,3.6,96.4,28,2013,1,DECEASED
62,University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,15.8,34.2,34.2,15.8,0.0,5.3,31.6,18.4,44.7,7.9,23.7,34.2,34.2,0.0,0.0,39.5,60.5,0.0,0.0,0.0,0.0,78.9,0.0,21.1,100.0,38,2013,1,DECEASED
63,University of Illinois Medical Center (ILUI) , ILUI , TX1 , 2014/03/20 , Kidney ,0.0,9.6,1.9,7.7,21.2,44.2,15.4,0.0,3.8,30.8,21.2,44.2,5.8,26.9,23.1,44.2,0.0,0.0,38.5,61.5,0.0,0.0,0.0,3.8,84.6,0.0,15.4,96.2,52,2013,1,DECEASED
64,Indiana University Health (INIM) , INIM , TX1 , 2014/03/20 , Kidney ,2.2,4.5,0.0,8.2,20.1,38.8,26.1,0.0,2.2,33.6,8.2,56.0,4.5,3.7,0.0,6.0,85.8,0.0,46.3,53.7,0.0,0.0,0.0,0.7,76.9,0.0,23.1,99.3,134,2013,1,DECEASED
65,Lutheran Hospital of Fort Wayne (INLH) , INLH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,11.8,29.4,41.2,17.6,0.0,11.8,41.2,5.9,41.2,5.9,29.4,23.5,41.2,0.0,0.0,41.2,58.8,0.0,0.0,0.0,0.0,76.5,0.0,23.5,100.0,17,2013,1,DECEASED
66,St Vincent Hospital and Health Care Center (INSV) , INSV , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,11.1,22.2,33.3,33.3,0.0,11.1,28.9,8.9,51.1,6.7,11.1,35.6,46.7,0.0,0.0,35.6,64.4,0.0,0.0,0.0,0.0,93.3,0.0,6.7,100.0,45,2013,1,DECEASED
67,"Via Christi Hospitals Wichita, Inc. (KSFW) ", KSFW , TX1 , 2014/03/20 , Kidney ,0.0,6.7,0.0,20.0,20.0,36.7,16.7,0.0,0.0,53.3,6.7,40.0,6.7,33.3,26.7,33.3,0.0,0.0,36.7,63.3,0.0,0.0,0.0,0.0,80.0,0.0,20.0,100.0,30,2013,1,DECEASED
68,University of Kansas Hospital (KSUK) , KSUK , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,6.5,23.4,46.8,23.4,0.0,3.9,42.9,6.5,46.8,13.0,16.9,32.5,37.7,0.0,0.0,53.2,46.8,0.0,0.0,0.0,1.3,81.8,0.0,18.2,98.7,77,2013,1,DECEASED
69,Jewish Hospital (KYJH) , KYJH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,6.5,17.4,43.5,32.6,0.0,2.2,30.4,19.6,47.8,10.9,30.4,37.0,21.7,0.0,0.0,32.6,67.4,0.0,0.0,0.0,2.2,82.6,0.0,17.4,97.8,46,2013,1,DECEASED
70,Kosair Children's Hospital (KYKC) , KYKC , TX1 , 2014/03/20 , Kidney ,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,2,2013,1,DECEASED
71,University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,14.1,21.1,47.9,16.9,0.0,5.6,45.1,7.0,42.3,4.2,23.9,31.0,38.0,2.8,0.0,31.0,69.0,0.0,2.8,0.0,2.8,83.1,0.0,16.9,94.4,71,2013,1,DECEASED
72,Children's Hospital (LACH) , LACH , TX1 , 2014/03/20 , Kidney ,57.1,42.9,0.0,0.0,0.0,0.0,0.0,0.0,14.3,28.6,0.0,57.1,71.4,28.6,0.0,0.0,0.0,0.0,28.6,71.4,0.0,0.0,0.0,0.0,71.4,0.0,28.6,100.0,7,2013,1,DECEASED
73,Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.2,28.6,40.8,18.4,0.0,6.1,43.9,12.2,37.8,4.1,23.5,27.6,44.9,0.0,0.0,48.0,52.0,0.0,5.1,0.0,4.1,84.7,0.0,15.3,90.8,98,2013,1,DECEASED
74,Tulane Medical Center (LATU) , LATU , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,13.6,27.3,45.5,13.6,0.0,13.6,34.1,9.1,43.2,2.3,38.6,34.1,25.0,0.0,0.0,47.7,52.3,0.0,4.5,0.0,4.5,75.0,0.0,25.0,90.9,44,2013,1,DECEASED
75,Willis-Knighton Medical Center (LAWK) , LAWK , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,42.9,47.6,9.5,0.0,4.8,47.6,9.5,38.1,0.0,28.6,38.1,33.3,0.0,0.0,66.7,33.3,0.0,0.0,0.0,4.8,76.2,0.0,23.8,95.2,21,2013,1,DECEASED
76,Beth Israel Deaconess Medical Center (MABI) , MABI , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,10.7,35.7,35.7,17.9,0.0,3.6,39.3,10.7,46.4,3.6,39.3,39.3,17.9,0.0,0.0,25.0,75.0,0.0,3.6,0.0,0.0,75.0,0.0,25.0,96.4,28,2013,1,DECEASED
77,Baystate Medical Center (MABS) , MABS , TX1 , 2014/03/20 , Kidney ,0.0,5.9,0.0,5.9,41.2,35.3,11.8,0.0,0.0,52.9,5.9,41.2,0.0,5.9,52.9,41.2,0.0,0.0,41.2,58.8,0.0,0.0,0.0,0.0,82.4,0.0,17.6,100.0,17,2013,1,DECEASED
78,Boston Medical Center (MABU) , MABU , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,30.8,30.8,38.5,0.0,0.0,0.0,30.8,15.4,53.8,0.0,23.1,53.8,23.1,0.0,0.0,38.5,61.5,0.0,0.0,0.0,0.0,92.3,0.0,7.7,100.0,13,2013,1,DECEASED
79,Boston Children's Hospital (MACH) , MACH , TX1 , 2014/03/20 , Kidney ,30.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,70.0,60.0,30.0,10.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,90.0,0.0,10.0,100.0,10,2013,1,DECEASED
80,Lahey Clinic Medical Center (MALC) , MALC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,6.9,24.1,55.2,13.8,0.0,10.3,31.0,13.8,44.8,13.8,31.0,27.6,27.6,0.0,0.0,31.0,69.0,0.0,0.0,0.0,0.0,82.8,0.0,17.2,100.0,29,2013,1,DECEASED
81,Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,4.3,12.8,40.4,42.6,0.0,8.5,36.2,19.1,36.2,4.3,25.5,40.4,21.3,8.5,0.0,27.7,72.3,0.0,8.5,0.0,6.4,89.4,0.0,10.6,85.1,47,2013,1,DECEASED
