,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCL_A10_C,RCL_A17_C,RCL_A2_C,RCL_A34_C,RCL_A49_C,RCL_A64_C,RCL_A65P_C,RCL_AU_C,RCL_BAB_C,RCL_BA_C,RCL_BB_C,RCL_BO_C,RCL_BMI20_C,RCL_BMI25_C,RCL_BMI30_C,RCL_BMI31P_C,RCL_BMINR_C,RCL_BU_C,RCL_GF_C,RCL_GM_C,RCL_GU_C,RCL_ICU_C,RCL_HOSPNR_C,RCL_HOSP_C,RCL_PTXN_C,RCL_PTXU_C,RCL_PTXY_C,RCL_NOTHOSP_C,RCL_N_C,YEAR,MONTH,D_OR_L
227,Sentara Norfolk General Hospital (VANG),VANG,TX1,2020-01-06 18:00:00,KI,0.0,0.0,0.0,11.428571429,17.142857143,57.142857143,14.2857142857,0.0,0.0,42.857142857,22.857142857,34.285714286,8.5714285714,37.142857143,25.714285714,28.5714285714,0.0,0.0,34.285714286,65.714285714,0.0,0.0,100.0,0.0,91.428571429,0.0,8.5714285714,0.0,35,2019.0,11.0,LIVING
228,University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2020-01-06 18:00:00,KI,0.0,3.5714285714,0.0,7.1428571429,32.142857143,28.571428571,28.571428571,0.0,0.0,57.142857143,3.5714285714,39.285714286,17.857142857,17.857142857,21.428571429,42.857142857,0.0,0.0,39.285714286,60.714285714,0.0,0.0,100.0,0.0,78.571428571,0.0,21.428571429,0.0,28,2019.0,11.0,LIVING
0,Hartford Hospital (CTHH),CTHH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,17.5,30.0,40.0,12.5,0.0,2.5,40.0,10.0,47.5,10.0,17.5,32.5,40.0,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,95.0,0.0,5.0,0.0,40,2020.0,6.0,LIVING
1,Yale New Haven Hospital (CTYN),CTYN,TX1,2020-08-03 19:00:00,KI,0.0,2.2727272727,0.0,27.272727273,15.909090909,43.181818182,11.3636363637,0.0,2.2727272727,27.272727273,15.909090909,54.545454545,15.909090909,27.272727273,34.090909091,22.7272727269,0.0,0.0,34.090909091,65.909090909,0.0,0.0,100.0,0.0,88.636363636,0.0,11.363636364,0.0,44,2020.0,6.0,LIVING
2,Beth Israel Deaconess Medical Center (MABI),MABI,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,13.043478261,21.739130435,47.826086957,17.391304348,0.0,8.6956521739,47.826086957,8.6956521739,34.782608696,0.0,21.739130435,47.826086957,30.434782609,0.0,0.0,30.434782609,69.565217391,0.0,0.0,100.0,0.0,95.652173913,0.0,4.347826087,0.0,23,2020.0,6.0,LIVING
3,Baystate Medical Center (MABS),MABS,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,10.0,10.0,30.0,50.0,0.0,10.0,30.0,10.0,50.0,0.0,50.0,20.0,30.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,80.0,0.0,20.0,0.0,10,2020.0,6.0,LIVING
4,Boston Medical Center (MABU),MABU,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,11.111111111,22.222222222,33.333333333,33.333333333,0.0,11.111111111,22.222222222,11.111111111,55.555555556,22.222222222,22.222222222,22.222222222,33.333333333,0.0,0.0,55.555555556,44.444444444,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2020.0,6.0,LIVING
5,Boston Children's Hospital (MACH),MACH,TX1,2020-08-03 19:00:00,KI,50.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,30.0,80.0,20.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,10,2020.0,6.0,LIVING
6,Lahey Clinic Medical Center (MALC),MALC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,16.666666667,8.3333333333,33.333333333,41.666666667,0.0,8.3333333333,25.0,0.0,66.666666667,0.0,25.0,50.0,25.000000000300002,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,91.666666667,0.0,8.3333333333,0.0,12,2020.0,6.0,LIVING
7,Massachusetts General Hospital (MAMG),MAMG,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,11.111111111,9.2592592593,51.851851852,27.777777778,0.0,1.8518518519,44.444444444,12.962962963,40.740740741,14.814814815,25.925925926,29.62962963,29.629629629900002,0.0,0.0,29.62962963,70.37037037,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,54,2020.0,6.0,LIVING
8,Tufts Medical Center (MANM),MANM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,37.5,50.0,12.5,0.0,37.5,37.5,0.0,25.0,12.5,0.0,50.0,37.5,0.0,0.0,37.5,62.5,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8,2020.0,6.0,LIVING
9,Brigham and Women's Hospital (MAPB),MAPB,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,34.615384615,30.769230769,11.538461538,23.076923077300002,0.0,3.8461538462,34.615384615,7.6923076923,53.846153846,3.8461538462,26.923076923,38.461538462,30.7692307692,0.0,0.0,46.153846154,53.846153846,0.0,0.0,100.0,0.0,88.461538462,0.0,11.538461538,0.0,26,2020.0,6.0,LIVING
10,UMass Memorial Medical Center (MAUM),MAUM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,20.0,26.666666667,26.666666667,26.6666666667,0.0,6.6666666667,33.333333333,0.0,60.0,6.6666666667,26.666666667,46.666666667,19.9999999997,0.0,0.0,40.0,60.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,15,2020.0,6.0,LIVING
11,Maine Medical Center (MEMC),MEMC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,14.285714286,28.571428571,28.571428571,28.571428571,0.0,9.5238095238,47.619047619,9.5238095238,33.333333333,4.7619047619,28.571428571,19.047619048,47.619047618799996,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,95.238095238,0.0,4.7619047619,0.0,21,2020.0,6.0,LIVING
12,Mary Hitchcock Memorial Hospital (NHDH),NHDH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,15.384615385,23.076923077,46.153846154,15.384615385,0.0,0.0,38.461538462,15.384615385,46.153846154,7.6923076923,30.769230769,15.384615385,46.153846154,0.0,0.0,23.076923077,76.923076923,0.0,0.0,100.0,0.0,69.230769231,0.0,30.769230769,0.0,13,2020.0,6.0,LIVING
13,Rhode Island Hospital (RIRH),RIRH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,10.714285714,28.571428571,46.428571429,14.285714285400001,0.0,3.5714285714,35.714285714,17.857142857,42.857142857,10.714285714,25.0,42.857142857,21.4285714283,0.0,0.0,35.714285714,64.285714286,0.0,0.0,100.0,0.0,92.857142857,0.0,7.1428571429,0.0,28,2020.0,6.0,LIVING
14,Children's National Medical Center (DCCH),DCCH,TX1,2020-08-03 19:00:00,KI,40.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,40.0,40.0,40.0,20.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,5,2020.0,6.0,LIVING
15,Georgetown University Medical Center (DCGU),DCGU,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,8.1818181818,23.636363636,47.272727273,20.909090909,0.0,10.0,30.0,17.272727273,42.727272727,10.0,35.454545455,34.545454545,19.090909090700002,0.9090909091,0.0,36.363636364,63.636363636,0.0,0.0,100.0,0.0,81.818181818,0.0,18.181818182,0.0,110,2020.0,6.0,LIVING
16,George Washington University Hospital (DCGW),DCGW,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,6.6666666667,40.0,20.0,33.333333333,0.0,0.0,26.666666667,0.0,73.333333333,0.0,40.0,13.333333333,46.6666666667,0.0,0.0,26.666666667,73.333333333,0.0,0.0,100.0,0.0,93.333333333,0.0,6.6666666667,0.0,15,2020.0,6.0,LIVING
17,Walter Reed National Military Medical Center at Bethesda (DCWR),DCWR,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,21.739130435,30.434782609,21.739130435,26.086956522,0.0,4.347826087,17.391304348,8.6956521739,69.565217391,21.739130435,8.6956521739,26.086956522,17.391304348,26.086956522,0.0,39.130434783,60.869565217,0.0,0.0,100.0,0.0,82.608695652,0.0,17.391304348,0.0,23,2020.0,6.0,LIVING
18,Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2020-08-03 19:00:00,KI,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2020.0,6.0,LIVING
19,Christiana Care Health Services (DECC),DECC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,12.5,12.5,37.5,37.5,0.0,12.5,50.0,0.0,37.5,0.0,50.0,12.5,37.5,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,87.5,0.0,12.5,0.0,8,2020.0,6.0,LIVING
20,Johns Hopkins Hospital (MDJH),MDJH,TX1,2020-08-03 19:00:00,KI,0.0,4.5454545455,0.0,12.121212121,25.757575758,45.454545455,12.121212121300001,0.0,0.0,28.787878788,24.242424242,46.96969697,9.0909090909,30.303030303,28.787878788,31.8181818187,0.0,0.0,40.909090909,59.090909091,0.0,0.0,100.0,0.0,98.484848485,0.0,1.5151515152,0.0,66,2020.0,6.0,LIVING
21,University of Maryland Medical System (MDUM),MDUM,TX1,2020-08-03 19:00:00,KI,2.0408163265,0.0,0.0,6.1224489796,18.367346939,44.897959184,28.5714285711,0.0,4.0816326531,32.653061224,24.489795918,38.775510204,12.244897959,30.612244898,24.489795918,32.653061224700004,0.0,0.0,40.816326531,59.183673469,0.0,0.0,100.0,0.0,89.795918367,0.0,10.204081633,0.0,49,2020.0,6.0,LIVING
22,Hackensack University Medical Center (NJHK),NJHK,TX1,2020-08-03 19:00:00,KI,3.7037037037,0.0,0.0,7.4074074074,25.925925926,37.037037037,25.925925925999998,0.0,11.111111111,29.62962963,14.814814815,44.444444444,18.518518519,18.518518519,40.740740741,22.2222222227,0.0,0.0,18.518518519,81.481481481,0.0,0.0,100.0,0.0,92.592592593,0.0,7.4074074074,0.0,27,2020.0,6.0,LIVING
23,Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,10.0,30.0,30.0,30.0,0.0,0.0,40.0,30.0,30.0,10.0,0.0,40.0,50.0,0.0,0.0,30.0,70.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,10,2020.0,6.0,LIVING
24,Robert Wood Johnson University Hospital (NJRW),NJRW,TX1,2020-08-03 19:00:00,KI,5.8823529412,0.0,0.0,5.8823529412,23.529411765,47.058823529,17.647058824,0.0,5.8823529412,29.411764706,11.764705882,52.941176471,5.8823529412,17.647058824,41.176470588,35.294117648,0.0,0.0,47.058823529,52.941176471,0.0,0.0,100.0,0.0,64.705882353,0.0,35.294117647,0.0,17,2020.0,6.0,LIVING
25,Saint Barnabas Medical Center (NJSB),NJSB,TX1,2020-08-03 19:00:00,KI,1.2578616352,1.2578616352,0.0,15.094339623,23.899371069,44.025157233,14.465408805,0.0,6.2893081761,41.509433962,16.981132075,35.220125786,9.4339622642,29.559748428,37.735849057,23.2704402512,0.0,0.0,36.477987421,63.522012579,0.0,0.0,100.0,0.0,90.566037736,0.0,9.4339622642,0.0,159,2020.0,6.0,LIVING
26,Albert Einstein Medical Center (PAAE),PAAE,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,71.428571429,14.285714286,14.285714286,0.0,0.0,42.857142857,14.285714286,42.857142857,14.285714286,14.285714286,28.571428571,42.857142857,0.0,0.0,57.142857143,42.857142857,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,7,2020.0,6.0,LIVING
27,Allegheny General Hospital (PAAG),PAAG,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,12.903225806,22.580645161,41.935483871,22.5806451608,0.0,6.4516129032,54.838709677,9.6774193548,29.032258065,6.4516129032,32.258064516,25.806451613,35.483870968,0.0,0.0,41.935483871,58.064516129,0.0,0.0,100.0,0.0,93.548387097,0.0,6.4516129032,0.0,31,2020.0,6.0,LIVING
28,UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2020-08-03 19:00:00,KI,42.857142857,14.285714286,14.285714286,28.571428571,0.0,0.0,0.0,0.0,0.0,42.857142857,0.0,57.142857143,71.428571429,0.0,0.0,14.285714286,14.285714286,0.0,28.571428571,71.428571429,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,7,2020.0,6.0,LIVING
29,Children's Hospital of Philadelphia (PACP),PACP,TX1,2020-08-03 19:00:00,KI,16.666666667,66.666666667,0.0,16.666666667,0.0,0.0,0.0,0.0,0.0,16.666666667,0.0,83.333333333,50.0,33.333333333,0.0,16.666666667,0.0,0.0,16.666666667,83.333333333,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,6,2020.0,6.0,LIVING
30,Geisinger Medical Center (PAGM),PAGM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,23.529411765,41.176470588,35.294117647,0.0,0.0,11.764705882,29.411764706,35.294117647,23.529411765,0.0,41.176470588,29.411764706,29.411764706,0.0,0.0,17.647058824,82.352941176,0.0,0.0,100.0,0.0,82.352941176,0.0,17.647058824,0.0,17,2020.0,6.0,LIVING
31,Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2020-08-03 19:00:00,KI,9.0909090909,4.5454545455,0.0,18.181818182,22.727272727,27.272727273,18.1818181815,0.0,0.0,59.090909091,9.0909090909,31.818181818,13.636363636,36.363636364,13.636363636,36.363636364,0.0,0.0,31.818181818,68.181818182,0.0,0.0,100.0,0.0,86.363636364,0.0,13.636363636,0.0,22,2020.0,6.0,LIVING
32,Pinnacle Health System at Harrisburg Hospital (PAHH),PAHH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,9.0909090909,22.727272727,45.454545455,22.7272727269,0.0,0.0,59.090909091,18.181818182,22.727272727,0.0,22.727272727,40.909090909,36.3636363639,0.0,0.0,27.272727273,72.727272727,0.0,0.0,100.0,0.0,90.909090909,0.0,9.0909090909,0.0,22,2020.0,6.0,LIVING
33,Hahnemann University Hospital (PAHM),PAHM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2020.0,6.0,LIVING
34,The Lankenau Hospital (PALH),PALH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,16.666666667,16.666666667,66.666666667,0.0,0.0,33.333333333,16.666666667,33.333333333,16.666666667,0.0,66.666666667,16.666666667,16.666666667,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,6,2020.0,6.0,LIVING
35,Lehigh Valley Hospital (PALV),PALV,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,18.181818182,54.545454545,27.2727272729,0.0,4.5454545455,40.909090909,9.0909090909,45.454545455,4.5454545455,27.272727273,31.818181818,36.3636363635,0.0,0.0,22.727272727,77.272727273,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,22,2020.0,6.0,LIVING
36,UPMC Hamot (PAPH),PAPH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,16.666666667,16.666666667,50.0,16.666666667,0.0,0.0,33.333333333,16.666666667,50.0,0.0,16.666666667,16.666666667,66.666666667,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,6,2020.0,6.0,LIVING
37,University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,16.049382716,16.049382716,40.740740741,27.160493828,0.0,4.9382716049,48.148148148,12.345679012,34.567901235,7.4074074074,25.925925926,29.62962963,33.3333333337,3.7037037037,0.0,30.864197531,69.135802469,0.0,0.0,100.0,0.0,79.012345679,0.0,20.987654321,0.0,81,2020.0,6.0,LIVING
38,Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,9.6774193548,35.483870968,35.483870968,19.3548387096,0.0,6.4516129032,35.483870968,22.580645161,35.483870968,3.2258064516,19.35483871,35.483870968,41.935483871,0.0,0.0,38.709677419,61.290322581,0.0,0.0,100.0,0.0,90.322580645,0.0,9.6774193548,0.0,31,2020.0,6.0,LIVING
39,Temple University Hospital (PATU),PATU,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,12.5,50.0,37.5,0.0,12.5,62.5,0.0,25.0,0.0,12.5,37.5,50.0,0.0,0.0,37.5,62.5,0.0,0.0,100.0,0.0,87.5,0.0,12.5,0.0,8,2020.0,6.0,LIVING
40,Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,24.468085106,25.531914894,35.106382979,14.893617021299999,0.0,7.4468085106,31.914893617,10.638297872,50.0,3.1914893617,30.85106383,43.617021277,22.3404255321,0.0,0.0,39.361702128,60.638297872,0.0,0.0,100.0,0.0,89.361702128,0.0,10.638297872,0.0,94,2020.0,6.0,LIVING
41,VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,0.0,66.666666667,33.333333333,0.0,0.0,33.333333333,22.222222222,44.444444444,11.111111111,11.111111111,33.333333333,44.444444444,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2020.0,6.0,LIVING
42,Inova Fairfax Hospital (VAFH),VAFH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,20.588235294,20.588235294,29.411764706,29.411764706,0.0,2.9411764706,44.117647059,11.764705882,41.176470588,20.588235294,23.529411765,32.352941176,14.705882353,8.8235294118,0.0,38.235294118,61.764705882,0.0,0.0,100.0,0.0,88.235294118,0.0,11.764705882,0.0,34,2020.0,6.0,LIVING
43,Charleston Area Medical Center (WVCA),WVCA,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,25.0,62.5,12.5,0.0,0.0,62.5,0.0,37.5,0.0,0.0,37.5,62.5,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8,2020.0,6.0,LIVING
44,Children's of Alabama (ALCH),ALCH,TX1,2020-08-03 19:00:00,KI,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,50.0,75.0,25.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,4,2020.0,6.0,LIVING
45,University of Alabama Hospital (ALUA),ALUA,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,16.0,22.666666667,44.0,17.3333333337,0.0,2.6666666667,42.666666667,6.6666666667,48.0,4.0,28.0,37.333333333,28.000000000300002,2.6666666667,0.0,34.666666667,65.333333333,0.0,0.0,100.0,0.0,90.666666667,0.0,9.3333333333,0.0,75,2020.0,6.0,LIVING
46,UAMS Medical Center (ARUA),ARUA,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,42.857142857,42.857142857,14.285714286,0.0,0.0,14.285714286,0.0,0.0,85.714285714,28.571428571,14.285714286,28.571428571,28.571428571,0.0,0.0,28.571428571,71.428571429,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,7,2020.0,6.0,LIVING
47,Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,5.1282051282,23.076923077,43.58974359,28.205128205999998,0.0,2.5641025641,46.153846154,12.820512821,38.461538462,5.1282051282,30.769230769,33.333333333,30.769230769300002,0.0,0.0,30.769230769,69.230769231,0.0,0.0,100.0,0.0,92.307692308,0.0,7.6923076923,0.0,39,2020.0,6.0,LIVING
48,Florida Hospital Medical Center (FLFH),FLFH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,17.24137931,27.586206897,41.379310345,13.793103448,0.0,0.0,34.482758621,6.8965517241,58.620689655,6.8965517241,17.24137931,37.931034483,37.931034483,0.0,0.0,44.827586207,55.172413793,0.0,0.0,100.0,0.0,89.655172414,0.0,10.344827586,0.0,29,2020.0,6.0,LIVING
49,Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2020-08-03 19:00:00,KI,3.488372093,1.1627906977,0.0,26.744186047,25.581395349,23.255813953,19.7674418604,0.0,4.6511627907,33.720930233,9.3023255814,52.325581395,17.441860465,29.069767442,36.046511628,17.4418604654,0.0,0.0,29.069767442,70.930232558,0.0,0.0,100.0,0.0,88.372093023,0.0,11.627906977,0.0,86,2020.0,6.0,LIVING
50,Largo Medical Center (FLLM),FLLM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,15.384615385,15.384615385,38.461538462,30.769230769,0.0,0.0,15.384615385,15.384615385,69.230769231,30.769230769,15.384615385,46.153846154,7.6923076923,0.0,0.0,61.538461538,38.461538462,0.0,0.0,100.0,0.0,92.307692308,0.0,7.6923076923,0.0,13,2020.0,6.0,LIVING
51,Memorial Regional Hospital (FLMR),FLMR,TX1,2020-08-03 19:00:00,KI,0.0,12.5,0.0,12.5,50.0,0.0,25.0,0.0,0.0,37.5,12.5,50.0,37.5,12.5,50.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8,2020.0,6.0,LIVING
52,Mayo Clinic Florida (FLSL),FLSL,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,9.5238095238,25.396825397,31.746031746,33.333333333,0.0,1.5873015873,39.682539683,11.111111111,47.619047619,7.9365079365,30.158730159,26.984126984,34.920634921,0.0,0.0,36.507936508,63.492063492,0.0,0.0,100.0,0.0,88.888888889,0.0,11.111111111,0.0,63,2020.0,6.0,LIVING
53,Tampa General Hospital (FLTG),FLTG,TX1,2020-08-03 19:00:00,KI,0.0,3.2967032967,0.0,8.7912087912,37.362637363,37.362637363,13.1868131868,0.0,5.4945054945,37.362637363,12.087912088,45.054945055,12.087912088,31.868131868,28.571428571,27.4725274725,0.0,0.0,38.461538462,61.538461538,0.0,0.0,100.0,0.0,89.010989011,0.0,10.989010989,0.0,91,2020.0,6.0,LIVING
54,UF Health Shands Hospital (FLUF),FLUF,TX1,2020-08-03 19:00:00,KI,0.0,6.6666666667,0.0,20.0,33.333333333,40.0,0.0,0.0,0.0,33.333333333,33.333333333,33.333333333,13.333333333,13.333333333,46.666666667,26.666666667,0.0,0.0,26.666666667,73.333333333,0.0,0.0,100.0,0.0,86.666666667,0.0,13.333333333,0.0,15,2020.0,6.0,LIVING
55,Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2020-08-03 19:00:00,KI,22.222222222,55.555555556,11.111111111,11.111111111,0.0,0.0,0.0,0.0,22.222222222,11.111111111,0.0,66.666666667,66.666666667,11.111111111,11.111111111,11.111111111,0.0,0.0,11.111111111,88.888888889,0.0,0.0,100.0,0.0,66.666666667,0.0,33.333333333,0.0,9,2020.0,6.0,LIVING
56,Emory University Hospital (GAEM),GAEM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,16.814159292,31.85840708,31.85840708,19.4690265487,0.0,7.0796460177,40.707964602,18.584070796,33.628318584,12.389380531,26.548672566,38.053097345,23.008849557599998,0.0,0.0,38.053097345,61.946902655,0.0,0.0,100.0,0.0,95.575221239,0.0,4.4247787611,0.0,113,2020.0,6.0,LIVING
57,"AU Medical Center, Inc. (GAMC)",GAMC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,16.666666667,50.0,25.0,8.3333333333,0.0,0.0,25.0,33.333333333,41.666666667,25.0,25.0,25.0,25.000000000300002,0.0,0.0,58.333333333,41.666666667,0.0,0.0,100.0,0.0,91.666666667,0.0,8.3333333333,0.0,12,2020.0,6.0,LIVING
58,Piedmont Hospital (GAPH),GAPH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,10.0,30.0,38.181818182,21.818181817800003,0.0,7.2727272727,32.727272727,14.545454545,45.454545455,3.6363636364,26.363636364,38.181818182,31.8181818179,0.0,0.0,33.636363636,66.363636364,0.0,0.0,100.0,0.0,92.727272727,0.0,7.2727272727,0.0,110,2020.0,6.0,LIVING
59,Ochsner Foundation Hospital (LAOF),LAOF,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,25.0,23.076923077,36.538461538,15.3846153842,0.0,3.8461538462,30.769230769,13.461538462,51.923076923,9.6153846154,15.384615385,36.538461538,38.461538461,0.0,0.0,44.230769231,55.769230769,0.0,0.0,100.0,0.0,90.384615385,0.0,9.6153846154,0.0,52,2020.0,6.0,LIVING
60,Tulane Medical Center (LATU),LATU,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,17.5,27.5,42.5,12.5,0.0,5.0,37.5,10.0,47.5,10.0,22.5,27.5,40.0,0.0,0.0,37.5,62.5,0.0,0.0,100.0,0.0,92.5,0.0,7.5,0.0,40,2020.0,6.0,LIVING
61,Willis-Knighton Medical Center (LAWK),LAWK,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,30.0,20.0,40.0,10.0,0.0,0.0,20.0,30.0,50.0,10.0,20.0,40.0,30.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,10,2020.0,6.0,LIVING
62,University of Mississippi Medical Center (MSUM),MSUM,TX1,2020-08-03 19:00:00,KI,11.111111111,0.0,0.0,22.222222222,55.555555556,11.111111111,0.0,0.0,11.111111111,22.222222222,22.222222222,44.444444444,11.111111111,22.222222222,22.222222222,44.444444444,0.0,0.0,11.111111111,88.888888889,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2020.0,6.0,LIVING
63,Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,55.555555556,33.333333333,11.111111111,0.0,0.0,66.666666667,11.111111111,22.222222222,0.0,33.333333333,22.222222222,44.444444444,0.0,0.0,22.222222222,77.777777778,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2020.0,6.0,LIVING
64,Integris Baptist Medical Center (OKBC),OKBC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,5.0,25.0,55.0,15.0,0.0,0.0,60.0,15.0,25.0,10.0,25.0,30.0,35.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,90.0,0.0,10.0,0.0,20,2020.0,6.0,LIVING
65,OU Medical Center (OKMD),OKMD,TX1,2020-08-03 19:00:00,KI,11.764705882,0.0,0.0,5.8823529412,5.8823529412,47.058823529,29.4117647062,0.0,5.8823529412,41.176470588,5.8823529412,47.058823529,11.764705882,5.8823529412,41.176470588,41.176470588,0.0,0.0,23.529411765,76.470588235,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,17,2020.0,6.0,LIVING
66,Saint Francis Hospital (OKSF),OKSF,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,33.333333333,66.666666667,0.0,0.0,0.0,0.0,66.666666667,33.333333333,0.0,0.0,33.333333333,0.0,66.666666667,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,3,2020.0,6.0,LIVING
