,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C, RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C, RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,D_OR_L,YEAR,MONTH
22,Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2018-10-08 19:00:00,HR,0,0,0,18.461538462,20,,0,6.1538461538,35.384615385,18.461538462,40,18.461538462,23.076923077,29.230769231,29.230769231,0,0,29.230769231,70.769230769,0,35.384615385,0,9.2307692308,98.461538462,0,1.5384615385,55.384615385,-,-,36.923076923,59.88372093,55.384615385,,7.6923076923,3.1976744186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
23,Inova Fairfax Hospital (VAFH),VAFH,TX1,2018-10-08 19:00:00,HR,0,0,0,9.5238095238,33.333333333,,0,4.7619047619,52.380952381,14.285714286,28.571428571,4.7619047619,14.285714286,38.095238095,42.857142857,0,0,42.857142857,57.142857143,0,14.285714286,0,42.857142857,100,0,0,42.857142857,-,-,66.666666667,59.88372093,33.333333333,,0,3.1976744186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
24,Children's of Alabama (ALCH),ALCH,TX1,2018-10-08 19:00:00,HR,0,41.666666667,58.333333333,0,0,,0,0,50,25,25,75,16.666666667,0,8.3333333333,0,0,50,50,0,41.666666667,0,58.333333333,91.666666667,0,8.3333333333,0,-,-,100,64.578313253,0,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
25,University of Alabama Hospital (ALUA),ALUA,TX1,2018-10-08 19:00:00,HR,0,0,0,20.833333333,16.666666667,,0,0,29.166666667,16.666666667,54.166666667,8.3333333333,37.5,33.333333333,20.833333333,0,0,16.666666667,83.333333333,0,33.333333333,0,0,91.666666667,0,8.3333333333,66.666666667,-,-,45.833333333,64.578313253,54.166666667,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
26,Baptist Medical Center (ARBH),ARBH,TX1,2018-10-08 19:00:00,HR,0,0,0,31.25,25,,0,0,43.75,12.5,43.75,6.25,25,25,43.75,0,0,31.25,68.75,0,25,0,12.5,100,0,0,62.5,-,-,68.75,64.578313253,31.25,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
27,Arkansas Children's Hospital (ARCH),ARCH,TX1,2018-10-08 19:00:00,HR,33.333333333,0,66.666666667,0,0,,0,0,33.333333333,33.333333333,33.333333333,100,0,0,0,0,0,66.666666667,33.333333333,0,100,0,0,100,0,0,0,-,-,66.666666667,64.578313253,33.333333333,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
28,Johns Hopkins All Children's Hospital (FLAC),FLAC,TX1,2018-10-08 19:00:00,HR,40,0,60,0,0,,0,0,40,30,30,100,0,0,0,0,0,70,30,0,90,0,0,100,0,0,10,-,-,90,64.578313253,0,,10,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
29,Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2018-10-08 19:00:00,HR,0,0,0,9.0909090909,9.0909090909,,0,4.5454545455,63.636363636,0,31.818181818,4.5454545455,27.272727273,45.454545455,22.727272727,0,0,22.727272727,77.272727273,0,27.272727273,0,22.727272727,100,0,0,50,-,-,63.636363636,64.578313253,31.818181818,,4.5454545455,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
30,Florida Hospital Medical Center (FLFH),FLFH,TX1,2018-10-08 19:00:00,HR,0,0,0,10,26.666666667,,0,1.6666666667,38.333333333,11.666666667,48.333333333,11.666666667,31.666666667,26.666666667,30,0,0,21.666666667,78.333333333,0,40,0,11.666666667,100,0,0,48.333333333,-,-,68.333333333,64.578313253,30,,1.6666666667,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
31,Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD),FLJD,TX1,2018-10-08 19:00:00,HR,40,20,30,10,0,,0,0,40,0,60,70,30,0,0,0,0,60,40,0,50,0,30,100,0,0,20,-,-,70,64.578313253,30,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
32,Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2018-10-08 19:00:00,HR,3.5714285714,14.285714286,0,14.285714286,25,,0,10.714285714,39.285714286,7.1428571429,42.857142857,28.571428571,39.285714286,14.285714286,17.857142857,0,0,42.857142857,57.142857143,0,46.428571429,0,3.5714285714,100,0,0,50,-,-,53.571428571,64.578313253,35.714285714,,10.714285714,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
33,Memorial Regional Hospital (FLMR),FLMR,TX1,2018-10-08 19:00:00,HR,0,0,0,80,0,,0,0,20,20,60,0,40,20,40,0,0,40,60,0,0,0,0,100,0,0,100,-,-,40,64.578313253,60,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
34,Mayo Clinic Florida (FLSL),FLSL,TX1,2018-10-08 19:00:00,HR,0,0,0,15.384615385,23.076923077,,0,0,50,7.6923076923,42.307692308,7.6923076923,19.230769231,42.307692308,30.769230769,0,0,19.230769231,80.769230769,0,57.692307692,0,19.230769231,96.153846154,0,3.8461538462,23.076923077,-,-,96.153846154,64.578313253,3.8461538462,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
35,Tampa General Hospital (FLTG),FLTG,TX1,2018-10-08 19:00:00,HR,0,0,0,7.4074074074,20.37037037,,0,5.5555555556,50,7.4074074074,37.037037037,12.962962963,31.481481481,33.333333333,22.222222222,0,0,27.777777778,72.222222222,0,29.62962963,0,5.5555555556,100,0,0,64.814814815,-,-,48.148148148,64.578313253,50,,1.8518518519,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
36,UF Health Shands Hospital (FLUF),FLUF,TX1,2018-10-08 19:00:00,HR,10.714285714,0,28.571428571,14.285714286,17.857142857,,0,10.714285714,28.571428571,7.1428571429,53.571428571,35.714285714,39.285714286,10.714285714,14.285714286,0,0,28.571428571,71.428571429,0,46.428571429,0,10.714285714,100,0,0,42.857142857,-,-,78.571428571,64.578313253,21.428571429,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
37,Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2018-10-08 19:00:00,HR,25,50,25,0,0,,0,0,8.3333333333,16.666666667,75,83.333333333,8.3333333333,8.3333333333,0,0,0,50,50,0,33.333333333,0,41.666666667,100,0,0,25,-,-,83.333333333,64.578313253,16.666666667,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
38,Emory University Hospital (GAEM),GAEM,TX1,2018-10-08 19:00:00,HR,0,0,0,5.1282051282,20.512820513,,0,7.6923076923,51.282051282,7.6923076923,33.333333333,15.384615385,35.897435897,25.641025641,23.076923077,0,0,25.641025641,74.358974359,0,43.58974359,0,5.1282051282,97.435897436,0,2.5641025641,51.282051282,-,-,69.230769231,64.578313253,30.769230769,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
39,Piedmont Hospital (GAPH),GAPH,TX1,2018-10-08 19:00:00,HR,0,0,0,6.6666666667,20,,0,20,40,13.333333333,26.666666667,6.6666666667,33.333333333,40,20,0,0,33.333333333,66.666666667,0,53.333333333,0,0,100,0,0,46.666666667,-,-,60,64.578313253,40,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
40,Ochsner Foundation Hospital (LAOF),LAOF,TX1,2018-10-08 19:00:00,HR,3.0303030303,3.0303030303,0,27.272727273,21.212121212,,0,3.0303030303,39.393939394,9.0909090909,48.484848485,21.212121212,30.303030303,33.333333333,15.151515152,0,0,39.393939394,60.606060606,0,39.393939394,0,12.121212121,96.96969697,0,3.0303030303,48.484848485,-,-,54.545454545,64.578313253,45.454545455,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
41,University of Mississippi Medical Center (MSUM),MSUM,TX1,2018-10-08 19:00:00,HR,5.8823529412,5.8823529412,11.764705882,11.764705882,11.764705882,,0,0,17.647058824,35.294117647,47.058823529,41.176470588,23.529411765,5.8823529412,29.411764706,0,0,23.529411765,76.470588235,0,29.411764706,0,11.764705882,100,0,0,58.823529412,-,-,41.176470588,64.578313253,58.823529412,,0,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
42,Cardiovascular Center of Puerto Rico and the Caribbean (PRCC),PRCC,TX1,2018-10-08 19:00:00,HR,0,0,0,0,0,,0,100,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,100,-,-,0,64.578313253,0,,100,1.9277108434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
43,Integris Baptist Medical Center (OKBC),OKBC,TX1,2018-10-08 19:00:00,HR,0,0,0,15,40,,0,0,45,15,40,15,30,35,20,0,0,35,65,0,40,0,25,100,0,0,35,-,-,80,67.168674699,20,,0,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
44,Children's Medical Center of Dallas (TXCM),TXCM,TX1,2018-10-08 19:00:00,HR,22.222222222,27.777777778,50,0,0,,0,5.5555555556,27.777777778,0,66.666666667,88.888888889,5.5555555556,0,5.5555555556,0,0,44.444444444,55.555555556,0,61.111111111,0,11.111111111,88.888888889,0,11.111111111,27.777777778,-,-,72.222222222,67.168674699,22.222222222,,5.5555555556,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
45,Seton Medical Center Austin (TXCT),TXCT,TX1,2018-10-08 19:00:00,HR,0,0,0,0,22.222222222,,0,11.111111111,27.777777778,11.111111111,50,5.5555555556,44.444444444,22.222222222,27.777777778,0,0,38.888888889,61.111111111,0,5.5555555556,0,11.111111111,100,0,0,83.333333333,-,-,55.555555556,67.168674699,44.444444444,,0,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
46,Medical City Dallas Hospital (TXHD),TXHD,TX1,2018-10-08 19:00:00,HR,0,0,0,37.5,25,,0,0,62.5,12.5,25,12.5,25,12.5,50,0,0,37.5,62.5,0,50,0,0,100,0,0,50,-,-,62.5,67.168674699,25,,12.5,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
47,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2018-10-08 19:00:00,HR,0,0,0,8.3333333333,20.833333333,,0,8.3333333333,54.166666667,4.1666666667,33.333333333,8.3333333333,33.333333333,29.166666667,29.166666667,0,0,37.5,62.5,0,66.666666667,0,8.3333333333,91.666666667,0,8.3333333333,25,-,-,75,67.168674699,25,,0,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
48,CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2018-10-08 19:00:00,HR,0,0,0,0,10.810810811,,0,5.4054054054,45.945945946,10.810810811,37.837837838,10.810810811,32.432432432,37.837837838,18.918918919,0,0,18.918918919,81.081081081,0,32.432432432,0,5.4054054054,94.594594595,0,5.4054054054,62.162162162,-,-,70.27027027,67.168674699,29.72972973,,0,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
49,Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2018-10-08 19:00:00,HR,0,5.2631578947,0,15.789473684,26.315789474,,0,5.2631578947,31.578947368,10.526315789,52.631578947,5.2631578947,10.526315789,63.157894737,21.052631579,0,0,15.789473684,84.210526316,0,5.2631578947,0,15.789473684,94.736842105,0,5.2631578947,78.947368421,-,-,42.105263158,67.168674699,57.894736842,,0,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
50,University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2018-10-08 19:00:00,HR,0,0,0,0,0,,0,0,25,25,50,25,25,25,25,0,0,25,75,0,0,0,25,100,0,0,75,-,-,50,67.168674699,25,,25,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
51,Houston Methodist Hospital (TXMH),TXMH,TX1,2018-10-08 19:00:00,HR,0,0,0,8.3333333333,12.5,,0,4.1666666667,41.666666667,18.75,35.416666667,6.25,41.666666667,33.333333333,18.75,0,0,12.5,87.5,0,70.833333333,0,10.416666667,100,0,0,18.75,-,-,85.416666667,67.168674699,14.583333333,,0,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
52,UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2018-10-08 19:00:00,HR,0,0,0,23.529411765,23.529411765,,0,2.9411764706,32.352941176,26.470588235,38.235294118,8.8235294118,44.117647059,32.352941176,14.705882353,0,0,38.235294118,61.764705882,0,44.117647059,0,5.8823529412,97.058823529,0,2.9411764706,50,-,-,61.764705882,67.168674699,38.235294118,,0,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
53,Scott and White Memorial Hospital (TXSW),TXSW,TX1,2018-10-08 19:00:00,HR,0,0,0,7.6923076923,15.384615385,,0,7.6923076923,46.153846154,7.6923076923,38.461538462,0,46.153846154,46.153846154,7.6923076923,0,0,46.153846154,53.846153846,0,76.923076923,0,7.6923076923,100,0,0,15.384615385,-,-,76.923076923,67.168674699,23.076923077,,0,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
54,Texas Children's Hospital (TXTC),TXTC,TX1,2018-10-08 19:00:00,HR,39.285714286,25,25,10.714285714,0,,0,0,28.571428571,10.714285714,60.714285714,71.428571429,14.285714286,7.1428571429,7.1428571429,0,0,28.571428571,71.428571429,0,39.285714286,0,21.428571429,92.857142857,0,7.1428571429,39.285714286,-,-,85.714285714,67.168674699,7.1428571429,,7.1428571429,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
55,Baylor University Medical Center (TXTX),TXTX,TX1,2018-10-08 19:00:00,HR,0,0,0,8.1967213115,11.475409836,,0,6.5573770492,39.344262295,6.5573770492,47.540983607,0,34.426229508,45.901639344,19.672131148,0,0,19.672131148,80.327868852,0,26.229508197,0,9.8360655738,98.360655738,0,1.6393442623,63.93442623,-,-,47.540983607,67.168674699,50.819672131,,1.6393442623,1.8072289157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
56,Phoenix Children's Hospital (AZCH),AZCH,TX1,2018-10-08 19:00:00,HR,14.285714286,28.571428571,57.142857143,0,0,,0,0,21.428571429,7.1428571429,71.428571429,71.428571429,0,21.428571429,0,7.1428571429,0,50,50,0,92.857142857,0,0,100,0,0,7.1428571429,-,-,85.714285714,68.514851485,14.285714286,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
57,Mayo Clinic Hospital (AZMC),AZMC,TX1,2018-10-08 19:00:00,HR,0,0,0,16,14,,0,4,30,14,52,10,30,32,28,0,0,34,66,0,8,0,20,96,0,4,72,-,-,38,68.514851485,60,,2,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
58,Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2018-10-08 19:00:00,HR,0,0,0,23.076923077,15.384615385,,0,0,38.461538462,15.384615385,46.153846154,23.076923077,23.076923077,30.769230769,23.076923077,0,0,30.769230769,69.230769231,0,30.769230769,0,7.6923076923,100,0,0,61.538461538,-,-,46.153846154,68.514851485,53.846153846,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
59,Rady Children's Hospital and Health Center (CACH),CACH,TX1,2018-10-08 19:00:00,HR,20,0,80,0,0,,0,0,40,0,60,100,0,0,0,0,0,0,100,0,100,0,0,100,0,0,0,-,-,100,68.514851485,0,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
60,Childrens Hospital Los Angeles (CACL),CACL,TX1,2018-10-08 19:00:00,HR,28.571428571,42.857142857,28.571428571,0,0,,0,0,14.285714286,57.142857143,28.571428571,85.714285714,0,14.285714286,0,0,0,42.857142857,57.142857143,0,42.857142857,0,57.142857143,100,0,0,0,-,-,85.714285714,68.514851485,14.285714286,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
61,Cedars-Sinai Medical Center (CACS),CACS,TX1,2018-10-08 19:00:00,HR,0,0.9708737864,0,9.7087378641,10.67961165,,0,6.7961165049,39.805825243,16.504854369,36.893203883,20.388349515,43.689320388,23.300970874,12.621359223,0,0,27.184466019,72.815533981,0,31.067961165,0,41.747572816,92.233009709,0,7.7669902913,27.184466019,-,-,75.72815534,68.514851485,15.533980583,,8.7378640777,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
62,Loma Linda University Medical Center (CALL),CALL,TX1,2018-10-08 19:00:00,HR,7.1428571429,7.1428571429,7.1428571429,0,28.571428571,,0,0,28.571428571,14.285714286,57.142857143,14.285714286,28.571428571,28.571428571,28.571428571,0,0,35.714285714,64.285714286,0,71.428571429,0,0,92.857142857,0,7.1428571429,28.571428571,-,-,85.714285714,68.514851485,7.1428571429,,7.1428571429,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
63,Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2018-10-08 19:00:00,HR,27.586206897,34.482758621,24.137931034,13.793103448,0,,0,6.8965517241,20.689655172,17.24137931,55.172413793,65.517241379,24.137931034,6.8965517241,3.4482758621,0,0,37.931034483,62.068965517,0,20.689655172,0,41.379310345,93.103448276,0,6.8965517241,37.931034483,-,-,82.75862069,68.514851485,17.24137931,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
64,California Pacific Medical Center (CAPM),CAPM,TX1,2018-10-08 19:00:00,HR,0,0,0,0,5.8823529412,,0,0,29.411764706,17.647058824,52.941176471,11.764705882,17.647058824,35.294117647,35.294117647,0,0,17.647058824,82.352941176,0,64.705882353,0,0,82.352941176,0,17.647058824,35.294117647,-,-,76.470588235,68.514851485,23.529411765,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
65,University of California San Diego Medical Center (CASD),CASD,TX1,2018-10-08 19:00:00,HR,0,0,0,5.4054054054,27.027027027,,0,2.7027027027,48.648648649,0,48.648648649,10.810810811,45.945945946,32.432432432,10.810810811,0,0,5.4054054054,94.594594595,0,32.432432432,0,13.513513514,100,0,0,54.054054054,-,-,62.162162162,68.514851485,35.135135135,,2.7027027027,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
66,University of California San Francisco Medical Center (CASF),CASF,TX1,2018-10-08 19:00:00,HR,0,0,0,5,30,,0,0,30,25,45,10,35,25,30,0,0,20,80,0,15,0,0,100,0,0,85,-,-,60,68.514851485,40,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
67,Sutter Meidcal Center Sacramento (CASG),CASG,TX1,2018-10-08 19:00:00,HR,0,0,0,0,10,,0,0,40,0,60,0,20,40,40,0,0,10,90,0,0,0,0,100,0,0,100,-,-,50,68.514851485,50,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
68,Sharp Memorial Hospital (CASH),CASH,TX1,2018-10-08 19:00:00,HR,0,0,0,0,20,,0,10,60,20,10,20,60,20,0,0,0,20,80,0,80,0,10,100,0,0,10,-,-,90,68.514851485,10,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
69,Stanford Health Care (CASU),CASU,TX1,2018-10-08 19:00:00,HR,0,0,0,11.764705882,14.705882353,,0,2.9411764706,41.176470588,19.117647059,36.764705882,5.8823529412,54.411764706,17.647058824,22.058823529,0,0,30.882352941,69.117647059,0,25,0,13.235294118,91.176470588,0,8.8235294118,61.764705882,-,-,51.470588235,68.514851485,35.294117647,,13.235294118,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
70,University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2018-10-08 19:00:00,HR,6,2,6,8,20,,0,4,46,18,32,22,44,22,12,0,0,28,72,0,70,0,10,90,0,10,20,-,-,84,68.514851485,10,,6,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
71,Keck Hospital of USC (CAUH),CAUH,TX1,2018-10-08 19:00:00,HR,0,0,0,0,46.153846154,,0,7.6923076923,38.461538462,15.384615385,38.461538462,15.384615385,15.384615385,30.769230769,38.461538462,0,0,7.6923076923,92.307692308,0,92.307692308,0,0,100,0,0,7.6923076923,-,-,100,68.514851485,0,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
72,Intermountain Medical Center (UTLD),UTLD,TX1,2018-10-08 19:00:00,HR,0,0,0,0,21.428571429,,0,7.1428571429,50,21.428571429,21.428571429,7.1428571429,21.428571429,35.714285714,35.714285714,0,0,21.428571429,78.571428571,0,21.428571429,0,21.428571429,92.857142857,0,7.1428571429,57.142857143,-,-,85.714285714,68.514851485,14.285714286,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
73,University of Utah Medical Center (UTMC),UTMC,TX1,2018-10-08 19:00:00,HR,0,0,0,12,32,,0,12,48,12,28,0,28,28,44,0,0,36,64,0,32,0,12,96,0,4,56,-,-,68,68.514851485,32,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
74,Primary Children's Hospital (UTPC),UTPC,TX1,2018-10-08 19:00:00,HR,66.666666667,16.666666667,0,16.666666667,0,,0,33.333333333,16.666666667,0,50,66.666666667,16.666666667,0,16.666666667,0,0,50,50,0,16.666666667,0,33.333333333,100,0,0,50,-,-,50,68.514851485,50,,0,4.7524752475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
75,Oregon Health & Science University (ORUO),ORUO,TX1,2018-10-08 19:00:00,HR,0,0,0,5.5555555556,27.777777778,,0,5.5555555556,38.888888889,5.5555555556,50,5.5555555556,11.111111111,50,33.333333333,0,0,44.444444444,55.555555556,0,0,0,16.666666667,100,0,0,83.333333333,-,-,38.888888889,43.362831858,61.111111111,,0,7.0796460177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
76,Seattle Children's Hospital (WACH),WACH,TX1,2018-10-08 19:00:00,HR,23.076923077,23.076923077,53.846153846,0,0,,0,0,61.538461538,0,38.461538462,84.615384615,7.6923076923,7.6923076923,0,0,0,23.076923077,76.923076923,0,46.153846154,0,30.769230769,92.307692308,0,7.6923076923,23.076923077,-,-,76.923076923,43.362831858,7.6923076923,,15.384615385,7.0796460177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
77,Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2018-10-08 19:00:00,HR,0,0,0,14.285714286,14.285714286,,0,14.285714286,42.857142857,28.571428571,14.285714286,0,57.142857143,42.857142857,0,0,0,42.857142857,57.142857143,0,14.285714286,0,0,100,0,0,85.714285714,-,-,57.142857143,43.362831858,42.857142857,,0,7.0796460177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
