,Unnamed: 0, CTR_CD, CTR_TY, RELEASE_DATE, ORG, RCC_A10_N, RCC_A17_N, RCC_A2_N, RCC_A34_N, RCC_A49_N, RCC_A64_N, RCC_A65P_N, RCC_AU_N, RCC_BAB_N, RCC_BAT_N, RCC_BA_N, RCC_BB_N, RCC_BMI20_N, RCC_BMI25_N, RCC_BMI30_N, RCC_BMI31P_N, RCC_BMINR_N, RCC_BO_N, RCC_BU_N, RCC_CAD_N, RCC_CAR_N, RCC_CHD_N, RCC_CLD_N, RCC_COD_N, RCC_CON_N, RCC_CYF_N, RCC_DEVS_N, RCC_DIA_N, RCC_ECO_N, RCC_FBP_N, RCC_GF_N, RCC_GLO_N, RCC_GM_N, RCC_GU_N, RCC_HOSPNR_N, RCC_HOSP_N, RCC_HYP_N, RCC_ICU_N, RCC_IDP_N, RCC_INRET_N, RCC_KIRET_N, RCC_LSNR_N, RCC_LS_N, RCC_LURET_N, RCC_ME11_N, RCC_ME15_N, RCC_ME21_N, RCC_ME31_N, RCC_ME6_N, RCC_MET_N, RCC_MIS_N, RCC_MNEO_N, RCC_NCC_N, RCC_NEC_N, RCC_NEO_N, RCC_NOTHOSP_N, RCC_NOTLS_N, RCC_N_N, RCC_OTH_N, RCC_OTK_N, RCC_PE11_N, RCC_PE15_N, RCC_PE21_N, RCC_PE31_N, RCC_PE6_N, RCC_POL_N, RCC_PPH_N, RCC_PRA79_N, RCC_PRA80_N, RCC_PRA9_N, RCC_PRAU_N, RCC_PTXN_N, RCC_PTXU_N, RCC_PTXY_N, RCC_RA_N, RCC_RB_N, RCC_RET_N, RCC_RH_N, RCC_RO_N, RCC_RU_N, RCC_RW_N, RCC_SGS_N, RCC_TINA_N, RCC_TST1A_N, RCC_TST1B_N, RCC_TST1_N, RCC_TST2A_N, RCC_TST2B_N, RCC_TST2_N, RCC_TST3_N, RCC_TUB_N, RCC_VAS_N, RCC_VHD_N,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_N,RCC_A17_N,RCC_A2_N,RCC_A34_N,RCC_A49_N,RCC_A64_N,RCC_A65P_N,RCC_AU_N,RCC_BAB_N,RCC_BAT_N,RCC_BA_N,RCC_BB_N,RCC_BMI20_N,RCC_BMI25_N,RCC_BMI30_N,RCC_BMI31P_N,RCC_BMINR_N,RCC_BO_N,RCC_BU_N,RCC_CAD_N,RCC_CAR_N,RCC_CHD_N,RCC_CLD_N,RCC_COD_N,RCC_CYF_N,RCC_DEVS_N,RCC_DIA_N,RCC_ECO_N,RCC_FBP_N,RCC_GF_N,RCC_GLO_N,RCC_GM_N,RCC_GU_N,RCC_HOSPNR_N,RCC_HOSP_N,RCC_HYP_N,RCC_ICU_N,RCC_IDP_N,RCC_INRET_N,RCC_KIRET_N,RCC_LSNR_N,RCC_LS_N,RCC_LURET_N,RCC_ME11_N,RCC_ME15_N,RCC_ME21_N,RCC_ME31_N,RCC_ME6_N,RCC_MET_N,RCC_MIS_N,RCC_MNEO_N,RCC_NCC_N,RCC_NEC_N,RCC_NEO_N,RCC_NOTHOSP_N,RCC_NOTLS_N,RCC_N_N,RCC_OTH_N,RCC_OTK_N,RCC_PE11_N,RCC_PE15_N,RCC_PE21_N,RCC_PE31_N,RCC_PE6_N,RCC_POL_N,RCC_PPH_N,RCC_PRA79_N,RCC_PRA80_N,RCC_PRA9_N,RCC_PRAU_N,RCC_PTXN_N,RCC_PTXU_N,RCC_PTXY_N,RCC_RA_N,RCC_RB_N,RCC_RET_N,RCC_RH_N,RCC_RO_N,RCC_RU_N,RCC_RW_N,RCC_SGS_N,RCC_TINA_N,RCC_TST1A_N,RCC_TST1B_N,RCC_TST1_N,RCC_TST2A_N,RCC_TST2B_N,RCC_TST2_N,RCC_TST3_N,RCC_TUB_N,RCC_VAS_N,RCC_VHD_N,RCC_CON_N,RCC_A69_N,RCC_A70P_N,RCC_BMI35_N,RCC_BMI40_N,RCC_BMI41P_N,RCC_TAST1_N,RCC_TAST2_N,RCC_TAST3_N,RCC_TAST4_N,RCC_TAST5_N,RCC_TAST6_N
10,Loma Linda University Medical Center (CALL) , CALL , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,California Pacific Medical Center (CAPM) , CAPM , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,University of California San Diego Medical Center (CASD) , CASD , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Sutter Memorial Hospital (CASG) , CASG , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sharp Memorial Hospital (CASH) , CASH , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Stanford University Medical Center (CASU) , CASU , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Keck Hospital of USC (CAUH) , CAUH , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Children's Hospital Colorado (COCH) , COCH , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Hartford Hospital (CTHH) , CTHH , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Washington Hospital Center (DCWH) , DCWH , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,All Children's Hospital (FLAC) , FLAC , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD) , FLJD , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Tampa General Hospital (FLTG) , FLTG , TX1 , 2012/07/13 , Heart , 5.3 , 4.9 , 5.9 , 9.5 , 16.6 , 43.6 , 14.3 , 0.0 , 5.3 ,   , 40.4 , 14.0 , 20.7 , 31.7 , 28.0 , 18.1 , 1.6 , 40.3 , 0.0 , 32.2 , 54.8 , 9.7 ,   ,   ,   ,   , 42.4 ,   ,   ,   , 31.3 ,   , 68.7 , 0.0 , 0.4 , 14.6 ,   , 31.0 ,   ,   ,   , 0.2 , 32.2 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 54.0 , 25.2 , 2322 , 2.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 95.1 , 0.0 , 4.9 , 3.0 , 20.9 , 0.0 , 9.6 , 0.6 , 0.0 , 65.8 ,   , 0.0 , 61.6 , 32.5 ,   ,   ,   , 5.9 ,   ,   ,   , 1.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
