ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RC_A49_C,RCC_A64_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_TINA_R,D_OR_L,YEAR,MONTH
Medical University of South Carolina (SCMU),SCMU,TX1,2021-07-06 19:00:00,LU,0,0,0,0,18.75,,,0,37.5,12.5,50,12.5,18.75,50,,6.25,0,62.5,37.5,0,12.5,0,0,100,0,0,87.5,43.75,D,2021,5
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2021-07-06 19:00:00,LU,0,0,0,4.8780487805,4.8780487805,,,7.3170731707,43.902439024,9.756097561,39.024390244,12.195121951,31.707317073,41.463414634,,0,0,41.463414634,58.536585366,0,14.634146341,0,2.4390243902,95.12195122,0,4.8780487805,82.926829268,63.414634146,D,2021,5
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2021-07-06 19:00:00,LU,0,0,0,4.7619047619,19.047619048,,,4.7619047619,38.095238095,9.5238095238,47.619047619,4.7619047619,38.095238095,33.333333333,,0,0,38.095238095,61.904761905,0,14.285714286,0,9.5238095238,95.238095238,0,4.7619047619,76.19047619,42.857142857,D,2021,5
Boston Children's Hospital (MACH),MACH,TX1,2022-01-06 18:00:00,LU,0,0,0,100,0,,,0,100,0,0,0,100,0,,0,0,100,0,0,0,0,0,0,0,100,100,0,D,2021,11
Massachusetts General Hospital (MAMG),MAMG,TX1,2022-01-06 18:00:00,LU,0,0,0,4.347826087,4.347826087,,,8.6956521739,39.130434783,4.347826087,47.826086957,26.086956522,17.391304348,52.173913043,,0,0,43.47826087,56.52173913,0,26.086956522,0,13.043478261,100,0,0,60.869565217,65.217391304,D,2021,11
Brigham and Women's Hospital (MAPB),MAPB,TX1,2022-01-06 18:00:00,LU,0,0,0,5.1282051282,2.5641025641,,,2.5641025641,43.58974359,12.820512821,41.025641026,7.6923076923,35.897435897,38.461538462,,0,0,28.205128205,71.794871795,0,17.948717949,0,30.769230769,100,0,0,51.282051282,53.846153846,D,2021,11
Johns Hopkins Hospital (MDJH),MDJH,TX1,2022-01-06 18:00:00,LU,0,0,0,2.8571428571,2.8571428571,,,5.7142857143,34.285714286,17.142857143,42.857142857,20,25.714285714,34.285714286,,0,0,45.714285714,54.285714286,0,5.7142857143,0,20,100,0,0,74.285714286,54.285714286,D,2021,11
University of Maryland Medical System (MDUM),MDUM,TX1,2022-01-06 18:00:00,LU,0,0,0,6.25,0,,,3.125,21.875,31.25,43.75,15.625,28.125,25,,0,0,34.375,65.625,0,12.5,0,9.375,100,0,0,78.125,56.25,D,2021,11
Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2022-01-06 18:00:00,LU,0,0,0,9.0909090909,18.181818182,,,9.0909090909,18.181818182,27.272727273,45.454545455,9.0909090909,18.181818182,54.545454545,,0,0,63.636363636,36.363636364,0,27.272727273,0,0,100,0,0,72.727272727,54.545454545,D,2021,11
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2022-01-06 18:00:00,LU,50,50,0,0,0,,,0,50,0,50,100,0,0,,0,0,50,50,0,0,0,0,100,0,0,100,0,D,2021,11
Children's Hospital of Philadelphia (PACP),PACP,TX1,2022-01-06 18:00:00,LU,0,66.666666667,33.333333333,0,0,,,0,0,0,100,100,0,0,,0,0,66.666666667,33.333333333,0,66.666666667,0,0,100,0,0,33.333333333,0,D,2021,11
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2022-01-06 18:00:00,LU,0,0,0,8.6206896552,12.068965517,,,5.1724137931,44.827586207,1.724137931,48.275862069,20.689655172,24.137931034,34.482758621,,0,0,48.275862069,51.724137931,0,5.1724137931,0,6.8965517241,94.827586207,0,5.1724137931,87.931034483,48.275862069,D,2021,11
Temple University Hospital (PATU),PATU,TX1,2022-01-06 18:00:00,LU,0,0,0,0.7246376812,4.347826087,,,3.6231884058,41.304347826,11.594202899,43.47826087,8.6956521739,26.811594203,39.855072464,,0,0,40.579710145,59.420289855,0,4.347826087,0,7.9710144928,94.202898551,0,5.7971014493,87.68115942,37.68115942,D,2021,11
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2022-01-06 18:00:00,LU,0,0,0,7.0422535211,14.084507042,,,4.2253521127,42.253521127,8.4507042254,45.070422535,16.901408451,35.211267606,32.394366197,,0,0,39.436619718,60.563380282,0,18.309859155,0,26.76056338,94.366197183,0,5.6338028169,54.929577465,43.661971831,D,2021,11
Inova Fairfax Hospital (VAFH),VAFH,TX1,2022-01-06 18:00:00,LU,0,0,0,10.714285714,17.857142857,,,3.5714285714,25,17.857142857,53.571428571,10.714285714,35.714285714,35.714285714,,0,0,25,75,0,17.857142857,0,21.428571429,92.857142857,0,7.1428571429,60.714285714,57.142857143,D,2021,11
University of Alabama Hospital (ALUA),ALUA,TX1,2022-01-06 18:00:00,LU,0,0,0,10,10,,,0,50,10,40,10,30,45,,0,0,35,65,0,20,0,0,95,0,5,80,60,D,2021,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2022-01-06 18:00:00,LU,0,0,0,16.666666667,4.1666666667,,,4.1666666667,41.666666667,4.1666666667,50,12.5,37.5,45.833333333,,0,0,37.5,62.5,0,8.3333333333,0,25,95.833333333,0,4.1666666667,66.666666667,37.5,D,2021,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2022-01-06 18:00:00,LU,0,0,0,0,17.391304348,,,13.043478261,39.130434783,8.6956521739,39.130434783,26.086956522,39.130434783,21.739130435,,0,0,21.739130435,78.260869565,0,26.086956522,0,21.739130435,91.304347826,0,8.6956521739,52.173913043,56.52173913,D,2021,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2022-01-06 18:00:00,LU,0,0,0,2.380952381,19.047619048,,,9.5238095238,28.571428571,14.285714286,47.619047619,16.666666667,23.80952381,38.095238095,,9.5238095238,0,42.857142857,57.142857143,0,28.571428571,9.5238095238,4.7619047619,88.095238095,0,11.904761905,57.142857143,45.238095238,D,2021,11
Tampa General Hospital (FLTG),FLTG,TX1,2022-01-06 18:00:00,LU,0,0,0,2.4390243902,7.3170731707,,,7.3170731707,31.707317073,9.756097561,51.219512195,12.195121951,34.146341463,41.463414634,,0,0,43.902439024,56.097560976,0,19.512195122,0,14.634146341,97.56097561,0,2.4390243902,65.853658537,46.341463415,D,2021,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2022-01-06 18:00:00,LU,0,0,0,3.5714285714,13.095238095,,,8.3333333333,33.333333333,7.1428571429,51.19047619,7.1428571429,32.142857143,53.571428571,,0,0,27.380952381,72.619047619,0,52.380952381,0,2.380952381,96.428571429,0,3.5714285714,45.238095238,51.19047619,D,2021,11
Emory University Hospital (GAEM),GAEM,TX1,2022-01-06 18:00:00,LU,0,0,0,5.8823529412,5.8823529412,,,5.8823529412,41.176470588,5.8823529412,47.058823529,17.647058824,17.647058824,64.705882353,,0,0,29.411764706,70.588235294,0,23.529411765,0,0,100,0,0,76.470588235,58.823529412,D,2021,11
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2022-01-06 18:00:00,LU,0,0,0,10.526315789,10.526315789,,,0,31.578947368,26.315789474,42.105263158,15.789473684,26.315789474,26.315789474,,0,0,47.368421053,52.631578947,0,10.526315789,0,0,100,0,0,89.473684211,68.421052632,D,2021,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2022-01-06 18:00:00,LU,0,0,0,15.384615385,7.6923076923,,,0,46.153846154,7.6923076923,46.153846154,7.6923076923,42.307692308,38.461538462,,0,0,38.461538462,61.538461538,0,7.6923076923,0,23.076923077,92.307692308,0,7.6923076923,69.230769231,23.076923077,D,2021,11
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2022-01-06 18:00:00,LU,0,0,0,0,10,,,0,30,0,70,0,50,30,,0,0,0,100,0,30,0,20,100,0,0,50,30,D,2021,11
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2022-01-06 18:00:00,LU,0,0,0,9.0909090909,9.0909090909,,,0,40.909090909,9.0909090909,50,13.636363636,36.363636364,31.818181818,,0,0,50,50,0,22.727272727,0,27.272727273,100,0,0,50,50,D,2021,11
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2022-01-06 18:00:00,LU,0,1.9230769231,0,13.461538462,9.6153846154,,,3.8461538462,38.461538462,9.6153846154,48.076923077,17.307692308,28.846153846,42.307692308,,0,0,38.461538462,61.538461538,0,17.307692308,0,7.6923076923,94.230769231,0,5.7692307692,75,40.384615385,D,2021,11
Houston Methodist Hospital (TXMH),TXMH,TX1,2022-01-06 18:00:00,LU,0,0,0,9.8360655738,18.032786885,,,3.2786885246,29.508196721,14.754098361,52.459016393,11.475409836,32.786885246,39.344262295,,0,0,44.262295082,55.737704918,0,24.590163934,0,9.8360655738,100,0,0,65.573770492,40.983606557,D,2021,11
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2022-01-06 18:00:00,LU,0,0,0,2.2727272727,4.5454545455,,,0,40.909090909,11.363636364,47.727272727,15.909090909,38.636363636,36.363636364,,0,0,36.363636364,63.636363636,0,6.8181818182,0,9.0909090909,95.454545455,0,4.5454545455,84.090909091,43.181818182,D,2021,11
Texas Children's Hospital (TXTC),TXTC,TX1,2022-01-06 18:00:00,LU,33.333333333,44.444444444,11.111111111,11.111111111,0,,,0,33.333333333,33.333333333,33.333333333,77.777777778,11.111111111,11.111111111,,0,0,66.666666667,33.333333333,0,66.666666667,0,0,100,0,0,33.333333333,0,D,2021,11
Baylor University Medical Center (TXTX),TXTX,TX1,2022-01-06 18:00:00,LU,0,0,0,0,2.5641025641,,,2.5641025641,28.205128205,10.256410256,58.974358974,15.384615385,28.205128205,46.153846154,,0,0,38.461538462,61.538461538,0,2.5641025641,0,10.256410256,97.435897436,0,2.5641025641,87.179487179,56.41025641,D,2021,11
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2022-01-06 18:00:00,LU,0,0.9708737864,0,3.8834951456,8.7378640777,,,1.9417475728,33.009708738,9.7087378641,55.339805825,11.650485437,28.155339806,35.922330097,,0,0,32.038834951,67.961165049,0,18.446601942,0,6.7961165049,96.116504854,0,3.8834951456,74.757281553,38.834951456,D,2021,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2022-01-06 18:00:00,LU,0,0,0,4.7619047619,14.285714286,,,9.5238095238,33.333333333,14.285714286,42.857142857,14.285714286,38.095238095,38.095238095,,0,0,33.333333333,66.666666667,0,28.571428571,0,14.285714286,85.714285714,0,14.285714286,57.142857143,52.380952381,D,2021,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2022-01-06 18:00:00,LU,0,0,0,0,26.470588235,,,2.9411764706,35.294117647,14.705882353,47.058823529,20.588235294,41.176470588,35.294117647,,0,0,58.823529412,41.176470588,0,5.8823529412,0,17.647058824,100,0,0,76.470588235,35.294117647,D,2021,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2022-01-06 18:00:00,LU,0,100,0,0,0,,,0,0,100,0,100,0,0,,0,0,100,0,0,0,0,0,100,0,0,100,0,D,2021,11
University of California San Diego Medical Center (CASD),CASD,TX1,2022-01-06 18:00:00,LU,0,0,0,7.8947368421,13.157894737,,,5.2631578947,36.842105263,10.526315789,47.368421053,10.526315789,47.368421053,31.578947368,,0,0,42.105263158,57.894736842,0,23.684210526,0,26.315789474,100,0,0,50,55.263157895,D,2021,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2022-01-06 18:00:00,LU,0,0,0,9.3333333333,13.333333333,,,1.3333333333,50.666666667,5.3333333333,42.666666667,17.333333333,36,30.666666667,,2.6666666667,0,45.333333333,54.666666667,0,22.666666667,2.6666666667,12,93.333333333,0,6.6666666667,62.666666667,48,D,2021,11
Stanford Health Care (CASU),CASU,TX1,2022-01-06 18:00:00,LU,0,0,0,4.8387096774,14.516129032,,,4.8387096774,24.193548387,17.741935484,53.225806452,9.6774193548,40.322580645,41.935483871,,0,0,24.193548387,75.806451613,0,22.580645161,0,16.129032258,96.774193548,0,3.2258064516,61.290322581,53.225806452,D,2021,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2022-01-06 18:00:00,LU,0,0,0,3.2967032967,12.087912088,,,2.1978021978,29.67032967,12.087912088,56.043956044,17.582417582,40.659340659,36.263736264,,0,0,51.648351648,48.351648352,0,18.681318681,0,8.7912087912,96.703296703,0,3.2967032967,72.527472527,46.153846154,D,2021,11
Keck Hospital of USC (CAUH),CAUH,TX1,2022-01-06 18:00:00,LU,0,0,0,0,17.647058824,,,0,23.529411765,11.764705882,64.705882353,11.764705882,58.823529412,23.529411765,,0,0,41.176470588,58.823529412,0,11.764705882,0,11.764705882,88.235294118,0,11.764705882,76.470588235,47.058823529,D,2021,11
University of Utah Medical Center (UTMC),UTMC,TX1,2022-01-06 18:00:00,LU,0,0,0,7.1428571429,14.285714286,,,7.1428571429,64.285714286,7.1428571429,21.428571429,14.285714286,21.428571429,42.857142857,,7.1428571429,0,57.142857143,42.857142857,0,14.285714286,7.1428571429,14.285714286,100,0,0,64.285714286,42.857142857,D,2021,11
University of Washington Medical Center (WAUW),WAUW,TX1,2022-01-06 18:00:00,LU,0,0,0,8.1967213115,14.754098361,,,1.6393442623,40.983606557,11.475409836,45.901639344,11.475409836,32.786885246,55.737704918,,0,0,42.62295082,57.37704918,0,6.5573770492,0,0,100,0,0,93.442622951,44.262295082,D,2021,11
Loyola University Medical Center (ILLU),ILLU,TX1,2022-01-06 18:00:00,LU,0,0,0,0,10.256410256,,,5.1282051282,33.333333333,10.256410256,51.282051282,23.076923077,46.153846154,30.769230769,,0,0,35.897435897,64.102564103,0,7.6923076923,0,7.6923076923,89.743589744,0,10.256410256,84.615384615,48.717948718,D,2021,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2022-01-06 18:00:00,LU,0,0,0,11.111111111,15.873015873,,,1.5873015873,36.507936508,7.9365079365,53.968253968,20.634920635,26.984126984,34.920634921,,0,0,38.095238095,61.904761905,0,25.396825397,0,15.873015873,98.412698413,0,1.5873015873,58.73015873,41.26984127,D,2021,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2022-01-06 18:00:00,LU,0,0,0,15.789473684,10.526315789,,,10.526315789,10.526315789,26.315789474,52.631578947,5.2631578947,42.105263158,36.842105263,,0,0,36.842105263,63.157894737,0,36.842105263,0,10.526315789,89.473684211,0,10.526315789,52.631578947,31.578947368,D,2021,11
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2022-01-06 18:00:00,LU,0,0,0,0,6.25,,,6.25,62.5,12.5,18.75,0,50,50,,0,0,31.25,68.75,0,25,0,25,100,0,0,50,50,D,2021,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2022-01-06 18:00:00,LU,0,0,0,2.7027027027,10.810810811,,,8.1081081081,40.540540541,10.810810811,40.540540541,24.324324324,27.027027027,48.648648649,,0,0,37.837837838,62.162162162,0,2.7027027027,0,8.1081081081,100,0,0,89.189189189,45.945945946,D,2021,11
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2022-01-06 18:00:00,LU,0,0,0,0,8.8235294118,,,5.8823529412,29.411764706,11.764705882,52.941176471,20.588235294,8.8235294118,47.058823529,,0,0,32.352941176,67.647058824,0,32.352941176,0,0,100,0,0,67.647058824,55.882352941,D,2021,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2022-01-06 18:00:00,LU,0,0,0,8.8235294118,8.8235294118,,,2.9411764706,35.294117647,8.8235294118,52.941176471,8.8235294118,41.176470588,41.176470588,,0,0,44.117647059,55.882352941,0,2.9411764706,0,0,94.117647059,0,5.8823529412,97.058823529,67.647058824,D,2021,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2022-01-06 18:00:00,LU,0,0,0,6.4516129032,12.903225806,,,0,35.483870968,6.4516129032,58.064516129,9.6774193548,35.483870968,51.612903226,,0,0,32.258064516,67.741935484,0,12.903225806,0,3.2258064516,96.774193548,0,3.2258064516,83.870967742,41.935483871,D,2021,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2022-01-06 18:00:00,LU,0,0,0,5.1948051948,7.7922077922,,,1.2987012987,38.961038961,12.987012987,46.753246753,16.883116883,27.272727273,44.155844156,,0,0,37.662337662,62.337662338,0,9.0909090909,0,11.688311688,98.701298701,0,1.2987012987,79.220779221,54.545454545,D,2021,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2022-01-06 18:00:00,LU,42.857142857,28.571428571,28.571428571,0,0,,,14.285714286,28.571428571,14.285714286,42.857142857,71.428571429,28.571428571,0,,0,0,71.428571429,28.571428571,0,71.428571429,0,14.285714286,100,0,0,14.285714286,0,D,2021,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2022-01-06 18:00:00,LU,0,0,0,20,0,,,0,40,0,60,0,20,40,,0,0,20,80,0,20,0,0,100,0,0,80,20,D,2021,11
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2022-01-06 18:00:00,LU,0,1.1764705882,0,3.5294117647,9.4117647059,,,2.3529411765,36.470588235,15.294117647,45.882352941,18.823529412,38.823529412,34.117647059,,0,0,43.529411765,56.470588235,0,14.117647059,0,15.294117647,95.294117647,0,4.7058823529,70.588235294,56.470588235,D,2021,11
Montefiore Medical Center (NYMA),NYMA,TX1,2022-01-06 18:00:00,LU,0,0,0,0,11.538461538,,,11.538461538,30.769230769,15.384615385,42.307692308,11.538461538,34.615384615,26.923076923,,0,0,42.307692308,57.692307692,0,11.538461538,0,15.384615385,100,0,0,73.076923077,53.846153846,D,2021,11
New York University Medical Center (NYUC),NYUC,TX1,2022-01-06 18:00:00,LU,0,2.3255813953,0,4.6511627907,16.279069767,,,2.3255813953,25.581395349,4.6511627907,67.441860465,13.953488372,37.209302326,41.860465116,,0,0,37.209302326,62.790697674,0,18.604651163,0,16.279069767,100,0,0,65.11627907,37.209302326,D,2021,11
Indiana University Health (INIM),INIM,TX1,2022-01-06 18:00:00,LU,0,0,0,4.347826087,6.5217391304,,,2.1739130435,45.652173913,8.6956521739,43.47826087,10.869565217,23.913043478,56.52173913,,0,0,34.782608696,65.217391304,0,15.217391304,0,2.1739130435,100,0,0,82.608695652,43.47826087,D,2021,11
Henry Ford Hospital (MIHF),MIHF,TX1,2022-01-06 18:00:00,LU,0,0,0,4,12,,,0,40,8,52,16,16,36,,0,0,24,76,0,56,0,4,100,0,0,40,56,D,2021,11
Spectrum Health (MISH),MISH,TX1,2022-01-06 18:00:00,LU,0,0,0,0,7.1428571429,,,2.380952381,45.238095238,14.285714286,38.095238095,7.1428571429,33.333333333,38.095238095,,0,0,33.333333333,66.666666667,0,9.5238095238,0,7.1428571429,100,0,0,83.333333333,38.095238095,D,2021,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2022-01-06 18:00:00,LU,0,0,0,4,20,,,6,58,14,22,14,24,48,,0,0,44,56,0,2,0,6,96,0,4,92,68,D,2021,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2022-01-06 18:00:00,LU,0,0,0,2.5210084034,8.4033613445,,,4.2016806723,41.176470588,14.285714286,40.336134454,13.445378151,38.655462185,36.974789916,,0,0,36.134453782,63.865546218,0,12.605042017,0,17.647058824,94.957983193,0,5.0420168067,69.74789916,41.176470588,D,2021,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2022-01-06 18:00:00,LU,0,50,25,25,0,,,0,25,0,75,75,0,25,,0,0,75,25,0,50,0,0,100,0,0,50,0,D,2021,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2022-01-06 18:00:00,LU,0,0,0,2.7397260274,10.95890411,,,5.4794520548,45.205479452,5.4794520548,43.835616438,23.287671233,26.02739726,24.657534247,,0,0,32.876712329,67.123287671,0,13.698630137,0,2.7397260274,94.520547945,0,5.4794520548,83.561643836,53.424657534,D,2021,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2022-01-06 18:00:00,LU,0,0,0,9.0909090909,9.0909090909,,,9.0909090909,45.454545455,0,45.454545455,18.181818182,36.363636364,36.363636364,,0,0,81.818181818,18.181818182,0,9.0909090909,0,18.181818182,100,0,0,72.727272727,63.636363636,D,2021,11
Jewish Hospital (KYJH),KYJH,TX1,2022-01-06 18:00:00,LU,0,0,0,0,23.529411765,,,5.8823529412,29.411764706,11.764705882,52.941176471,5.8823529412,35.294117647,41.176470588,,0,0,41.176470588,58.823529412,0,17.647058824,0,0,100,0,0,82.352941176,23.529411765,D,2021,11
University of Kentucky Medical Center (KYUK),KYUK,TX1,2022-01-06 18:00:00,LU,0,0,0,9.0909090909,18.181818182,,,0,45.454545455,0,54.545454545,9.0909090909,45.454545455,27.272727273,,0,0,27.272727273,72.727272727,0,27.272727273,0,0,90.909090909,0,9.0909090909,72.727272727,18.181818182,D,2021,11
Duke University Hospital (NCDU),NCDU,TX1,2022-01-06 18:00:00,LU,0,0,0,8.6956521739,8.6956521739,,,7.8260869565,38.260869565,13.043478261,40.869565217,17.391304348,37.391304348,42.608695652,,0,0,39.130434783,60.869565217,0,6.0869565217,0,6.9565217391,91.304347826,0,8.6956521739,86.956521739,34.782608696,D,2021,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2022-01-06 18:00:00,LU,0,12.5,0,0,12.5,,,0,43.75,0,56.25,18.75,25,31.25,,0,0,18.75,81.25,0,6.25,0,6.25,100,0,0,87.5,43.75,D,2021,11
Medical University of South Carolina (SCMU),SCMU,TX1,2022-01-06 18:00:00,LU,0,0,0,0,22.222222222,,,5.5555555556,38.888888889,11.111111111,44.444444444,11.111111111,27.777777778,44.444444444,,0,0,38.888888889,61.111111111,0,11.111111111,0,0,100,0,0,88.888888889,27.777777778,D,2021,11
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2022-01-06 18:00:00,LU,0,0,0,0,2.4390243902,,,7.3170731707,43.902439024,7.3170731707,41.463414634,9.756097561,24.390243902,39.024390244,,4.8780487805,0,41.463414634,58.536585366,0,12.195121951,4.8780487805,4.8780487805,100,0,0,78.048780488,63.414634146,D,2021,11
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2022-01-06 18:00:00,LU,0,0,0,11.111111111,18.518518519,,,0,40.740740741,7.4074074074,51.851851852,3.7037037037,55.555555556,25.925925926,,0,0,29.62962963,70.37037037,0,29.62962963,0,14.814814815,96.296296296,0,3.7037037037,55.555555556,37.037037037,D,2021,11
Boston Children's Hospital (MACH),MACH,TX1,2022-07-06 19:00:00,LU,0,0,0,100,0,,,0,100,0,0,0,100,0,,0,0,100,0,0,0,0,0,0,0,100,100,0,D,2022,5
Massachusetts General Hospital (MAMG),MAMG,TX1,2022-07-06 19:00:00,LU,0,0,0,7.1428571429,14.285714286,,,7.1428571429,28.571428571,14.285714286,50,42.857142857,21.428571429,28.571428571,,0,0,21.428571429,78.571428571,0,57.142857143,0,0,92.857142857,0,7.1428571429,42.857142857,64.285714286,D,2022,5
Brigham and Women's Hospital (MAPB),MAPB,TX1,2022-07-06 19:00:00,LU,0,0,0,5,5,,,5,47.5,15,32.5,10,37.5,22.5,,0,0,37.5,62.5,0,12.5,0,22.5,100,0,0,65,45,D,2022,5
Johns Hopkins Hospital (MDJH),MDJH,TX1,2022-07-06 19:00:00,LU,0,0,0,4.347826087,0,,,8.6956521739,17.391304348,17.391304348,56.52173913,21.739130435,17.391304348,26.086956522,,0,0,56.52173913,43.47826087,0,4.347826087,0,34.782608696,100,0,0,60.869565217,60.869565217,D,2022,5
University of Maryland Medical System (MDUM),MDUM,TX1,2022-07-06 19:00:00,LU,0,0,0,3.3333333333,6.6666666667,,,6.6666666667,13.333333333,20,60,10,30,36.666666667,,0,0,33.333333333,66.666666667,0,16.666666667,0,16.666666667,100,0,0,66.666666667,46.666666667,D,2022,5
Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2022-07-06 19:00:00,LU,0,0,0,10,30,,,0,20,30,50,10,30,50,,0,0,50,50,0,40,0,0,100,0,0,60,50,D,2022,5
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2022-07-06 19:00:00,LU,100,0,0,0,0,,,0,50,0,50,50,50,0,,0,0,0,100,0,0,0,50,100,0,0,50,0,D,2022,5
Children's Hospital of Philadelphia (PACP),PACP,TX1,2022-07-06 19:00:00,LU,0,50,50,0,0,,,0,0,0,100,100,0,0,,0,0,100,0,0,100,0,0,100,0,0,0,0,D,2022,5
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2022-07-06 19:00:00,LU,0,0,0,8.3333333333,4.1666666667,,,4.1666666667,39.583333333,10.416666667,45.833333333,20.833333333,29.166666667,33.333333333,,0,0,33.333333333,66.666666667,0,6.25,0,10.416666667,95.833333333,0,4.1666666667,83.333333333,45.833333333,D,2022,5
Temple University Hospital (PATU),PATU,TX1,2022-07-06 19:00:00,LU,0,0,0,0.8064516129,4.8387096774,,,4.8387096774,39.516129032,8.064516129,47.580645161,12.096774194,33.870967742,30.64516129,,0,0,31.451612903,68.548387097,0,4.0322580645,0,12.903225806,91.935483871,0,8.064516129,83.064516129,39.516129032,D,2022,5
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2022-07-06 19:00:00,LU,0,0,0,6.7796610169,18.644067797,,,6.7796610169,38.983050847,11.86440678,42.372881356,13.559322034,32.203389831,28.813559322,,0,0,37.288135593,62.711864407,0,30.508474576,0,27.118644068,94.915254237,0,5.0847457627,42.372881356,40.677966102,D,2022,5
Inova Fairfax Hospital (VAFH),VAFH,TX1,2022-07-06 19:00:00,LU,0,0,0,3.4482758621,20.689655172,,,0,37.931034483,13.793103448,48.275862069,10.344827586,37.931034483,41.379310345,,0,0,37.931034483,62.068965517,0,24.137931034,0,17.24137931,96.551724138,0,3.4482758621,58.620689655,48.275862069,D,2022,5
University of Alabama Hospital (ALUA),ALUA,TX1,2022-07-06 19:00:00,LU,0,0,0,11.111111111,11.111111111,,,0,40.740740741,11.111111111,48.148148148,11.111111111,25.925925926,48.148148148,,0,0,37.037037037,62.962962963,0,14.814814815,0,0,96.296296296,0,3.7037037037,85.185185185,55.555555556,D,2022,5
Florida Hospital Medical Center (FLFH),FLFH,TX1,2022-07-06 19:00:00,LU,0,0,0,16,12,,,4,40,8,48,4,40,36,,0,0,36,64,0,16,0,24,100,0,0,60,40,D,2022,5
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2022-07-06 19:00:00,LU,0,0,0,0,19.047619048,,,14.285714286,38.095238095,14.285714286,33.333333333,19.047619048,33.333333333,33.333333333,,0,0,14.285714286,85.714285714,0,28.571428571,0,9.5238095238,95.238095238,0,4.7619047619,61.904761905,42.857142857,D,2022,5
Mayo Clinic Florida (FLSL),FLSL,TX1,2022-07-06 19:00:00,LU,0,0,0,2.5641025641,15.384615385,,,7.6923076923,38.461538462,12.820512821,41.025641026,10.256410256,25.641025641,46.153846154,,0,0,28.205128205,71.794871795,0,35.897435897,0,5.1282051282,92.307692308,0,7.6923076923,58.974358974,41.025641026,D,2022,5
