ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Providence Portland Medical Center (ORPM),ORPM,TX1,2017-01-04 18:00:00,HR,0,0,1,0,0,0,0,0,55.562400884385,0,0,0.321940110626608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Oregon Health & Science University (ORUO),ORUO,TX1,2017-01-04 18:00:00,HR,2,4,3,96.2264150943396,92.4528301886792,92.1052631578947,96.093225202774,90.6114520211499,87.419289380829,2.11177520382228,4.89734350211817,4.72290851562313,53,53,38,0,0,0,100,100,98.329536368559,95.2139122344953,0,0.0336914648173585,0.0866481152802691,0,2,2,2017,1
Allegheny General Hospital (PAAG),PAAG,TX1,2017-01-04 18:00:00,HR,2,3,8,95.6521739130435,93.4782608695652,82.6086956521739,97.1264314436933,92.9984467579739,84.8827855724826,1.31964484520745,3.03376125311392,6.62688655358149,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Children's Hospital of Pittsburgh of UPMC (PACH),PACH,TX1,2017-01-04 18:00:00,HR,0,0,0,100,100,100,94.0493723535338,85.8200656283148,68.9700621360078,0.122847671901147,0.283132186868621,0.760147646021354,2,2,2,0,3,0,100,89.2857142857143,97.5038662734497,92.9279627734986,86.8405229847107,0.709049102597343,1.94276846895049,3.10413000924299,28,28,2017,1
Children's Hospital of Philadelphia (PACP),PACP,TX1,2017-01-04 18:00:00,HR,1,1,0,66.6666666666667,66.6666666666667,100,89.9832140200168,77.621565234335,73.6918311018267,0.144683241904873,0.294843172922146,0.305278232802658,3,3,1,2,5,4,92,79.5789473684211,97.3111272863366,92.4081304667271,86.8405229847107,0.638392240270226,1.64298952073771,3.40207085887854,25,25,2017,1
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2017-01-04 18:00:00,HR,1,6,9,96.6666666666667,79.3650793650794,70.9677419354839,95.3281986083749,88.8807414024854,84.2050134496413,1.44008429791311,3.19272947261892,4.35163308964681,30,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Hahnemann University Hospital (PAHM),PAHM,TX1,2017-01-04 18:00:00,HR,0,0,4,100,100,77.7777777777778,94.2362080138016,86.2263589781853,85.2190619375375,0.118754054402354,0.239631546769336,2.01258339911476,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2017-01-04 18:00:00,HR,3,5,17,95.5882352941177,92.6470588235294,76.056338028169,96.4250308883178,91.3576363096624,80.2985854020548,2.42938685605773,5.6432593422165,13.529895447828,68,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2017-01-04 18:00:00,HR,2,4,4,92.5925925925926,85.1851851851852,82.6086956521739,95.2435604515546,88.7787381551527,84.5467715467824,1.24072322359651,2.57606221838823,3.43890108594889,27,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Temple University Hospital (PATU),PATU,TX1,2017-01-04 18:00:00,HR,1,3,2,97.1428571428571,90.6593406593407,83.3333333333333,95.3066431536668,88.7845828357692,85.0930838167889,1.68985333959288,3.94736996119243,1.69450831549758,35,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2017-01-04 18:00:00,HR,7,15,18,94.7368421052632,88.7218045112782,84.3478260869565,95.3835739233379,88.9726576292333,82.77736518863,6.18206840630299,14.1857652146625,18.567187810938,133,133,115,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Cardiovascular Center of Puerto Rico and the Caribbean (PRCC),PRCC,TX1,2017-01-04 18:00:00,HR,0,1,3,100,91.6666666666667,75,96.651555883896,91.8643077418029,84.6392440973719,0.409293671620874,0.985567687902254,1.66734501766467,12,12,12,0,0,0,0,0,0,0,86.8405229847107,0,0,0.141096818601954,0,0,2017,1
Medical University of South Carolina (SCMU),SCMU,TX1,2017-01-04 18:00:00,HR,1,4,2,91.6666666666667,62.5,93.1034482758621,95.8163556198416,89.918868316642,85.3960115141322,0.487661740529972,1.02455629552683,4.34309698848733,12,12,29,1,1,2,90.9090909090909,90.9090909090909,97.641614351118,93.3167328786764,86.8405229847107,0.217185227030591,0.605684273067968,2.09095285987358,11,11,2017,1
Baptist Memorial Hospital (TNBM),TNBM,TX1,2017-01-04 18:00:00,HR,1,2,9,96.4285714285714,91.3533834586466,75,97.086374374456,92.9186811094259,83.8860345699972,0.826433536254216,1.89913751919422,5.08956183534751,28,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Saint Thomas Hospital (TNST),TNST,TX1,2017-01-04 18:00:00,HR,0,0,2,0,0,80,0,0,85.6683665757273,0,0,1.36752425308225,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2017-01-04 18:00:00,HR,2,12,11,98,87.2307692307692,86.7469879518072,94.8562589426951,87.8419411020925,85.2699233656474,5.09729655589749,11.6549310755202,12.2272518159336,100,100,83,1,2,1,96.4285714285714,92.8571428571428,97.1943861237874,92.0736163777881,86.8405229847107,0.778811261779227,2.05028329781289,2.72904319033817,28,28,2017,1
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2017-01-04 18:00:00,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,95.1219512195122,95.1219512195122,97.4597490172179,92.8055460656617,86.8405229847107,1.03775183759419,2.87013937027751,4.18708880610229,41,41,2017,1
Seton Medical Center Austin (TXCT),TXCT,TX1,2017-01-04 18:00:00,HR,3,7,5,93.0232558139535,82.4806201550387,80.7692307692308,95.9501389847537,90.2872922080232,86.3540421360258,1.73295348786712,3.93252367339923,3.51817250713815,43,43,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Medical City Dallas Hospital (TXHD),TXHD,TX1,2017-01-04 18:00:00,HR,1,4,5,97.4358974358974,89.7435897435898,86.8421052631579,96.3239543943342,91.1483398913221,85.3305192698032,1.4330574905471,3.36663885118135,6.38885174351342,39,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2017-01-04 18:00:00,HR,3,9,1,96.875,90.2985074626866,95.4545454545455,95.6928587370915,89.7069787802477,85.6880256825297,4.15842274851945,9.28693511528742,3.20566321979666,96,96,22,0,0,0,100,100,98.1787118579095,94.789371857905,0,0.0367616652588726,0.107026720398998,0,2,2,2017,1
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2017-01-04 18:00:00,HR,5,10,22,92.8571428571429,85.5867346938776,78.4313725490196,96.3813125980724,91.2699682686346,83.0446135800284,2.42736483935732,5.41559198266928,15.6057016743074,70,70,102,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2017-01-04 18:00:00,HR,11,13,9,79.2452830188679,74.2924528301887,82.3529411764706,95.1064019938032,88.4850769990251,87.2871242811811,2.10736157605982,4.53330508223532,6.3628404417733,53,53,51,0,0,1,0,0,0,0,86.8405229847107,0,0,0.260256384703337,0,0,2017,1
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2017-01-04 18:00:00,HR,0,2,5,100,85.7142857142857,70.5882352941177,96.100477550846,90.5699497549884,84.4598447429166,0.557892420707614,1.32585037341514,2.21145125691418,14,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Houston Methodist Hospital (TXMH),TXMH,TX1,2017-01-04 18:00:00,HR,4,4,15,93.5483870967742,93.5483870967742,76.9230769230769,96.3314812044635,91.1346020214065,80.5764617334953,2.29671763383743,5.24830225183644,12.5101480430563,62,62,65,0,0,0,0,0,0,0,86.8405229847107,0,0,0.141096818601954,0,0,2017,1
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2017-01-04 18:00:00,HR,6,8,8,92.6829268292683,90.2439024390244,88.0597014925373,96.4093053911147,91.3131296560141,84.4601491887655,2.92706838110592,6.69407276782,10.2447964552142,82,82,67,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2017-01-04 18:00:00,HR,0,0,7,100,100,65,96.3595925846996,91.2060874178039,85.8478987533174,0.484011959716626,1.18766131376662,2.51887055875976,13,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Texas Children's Hospital (TXTC),TXTC,TX1,2017-01-04 18:00:00,HR,0,0,2,100,100,60,91.4243747475648,79.9518650207435,83.9322569421623,0.269079511656281,0.634068304596427,0.781316630252137,3,3,5,0,4,4,100,91.6666666666667,97.5709128897166,93.1064890555251,86.8405229847107,1.42800578867124,3.93037891498792,3.9959233237774,58,58,2017,1
Baylor University Medical Center (TXTX),TXTX,TX1,2017-01-04 18:00:00,HR,6,19,18,96.7567567567568,89.2475209021972,82.3529411764706,95.6432435001397,89.5887697211178,83.8463038387638,8.05123184928802,18.2751162600765,16.235981845032,185,185,102,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Intermountain Medical Center (UTLD),UTLD,TX1,2017-01-04 18:00:00,HR,2,2,2,93.75,93.75,94.2857142857143,95.7378333820224,89.7768682667097,86.4697970069624,1.24288139602929,2.91993963029857,4.99837719789731,32,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
University of Utah Medical Center (UTMC),UTMC,TX1,2017-01-04 18:00:00,HR,0,4,6,100,90.5050505050505,84.2105263157895,95.5630410606381,89.39334016163,84.4427384709987,2.05746641634874,4.71035566120388,5.69344070954182,45,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Primary Children's Hospital (UTPC),UTPC,TX1,2017-01-04 18:00:00,HR,0,0,0,100,100,100,97.1417243013611,93.0184705545203,71.6973066740191,0.0580193190846715,0.133166922296354,0.332717002909267,2,2,1,0,0,1,100,100,97.5945290487519,93.168474681483,86.8405229847107,0.536176789589235,1.49278722705605,2.47648002787094,22,22,2017,1
Inova Fairfax Hospital (VAFH),VAFH,TX1,2017-01-04 18:00:00,HR,3,5,9,94.6428571428571,91.0714285714286,80.8510638297872,95.0978127283835,88.3007504268792,81.6010411281827,2.70766021163478,6.37864542226597,8.00635187365843,56,56,47,0,0,0,100,100,98.2658049582045,95.0343569729692,86.8405229847107,0.0174940834615115,0.0509317074209535,0.141096818601954,1,1,2017,1
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2017-01-04 18:00:00,HR,5,7,6,88.8888888888889,84.1176470588235,86.3636363636364,95.3083296167155,88.8353360904964,81.3699872154411,1.9766610830142,4.33789310088101,8.50949044242691,45,45,44,0,0,0,100,100,98.2481888532028,94.9847650729065,86.8405229847107,0.0176733694727234,0.0514536749014338,0.282193637203908,1,1,2017,1
Hunter Holmes McGuire Veterans Administration Medical Center (VAMV),VAMV,TX1,2017-01-04 18:00:00,HR,0,1,3,100,92.8571428571429,80,95.339552768447,88.8364623165526,83.0919746668737,1.00678859158621,2.31799009488746,2.56821030002644,21,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Sentara Norfolk General Hospital (VANG),VANG,TX1,2017-01-04 18:00:00,HR,5,7,2,87.1794871794872,81.0897435897436,92.5925925925926,95.5473355973794,89.3843439189754,85.2716806513071,1.54766128989533,3.29891187918906,4.02597257515104,39,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2017-01-04 18:00:00,HR,3,3,6,86.9565217391304,86.9565217391304,80,94.9874550299469,88.0222399563858,83.7119851765467,1.09683815728558,2.58416247679406,4.67975767065468,23,23,30,1,3,0,94.7368421052632,84.2105263157895,96.9402996334795,91.3936668594321,86.8405229847107,0.5764911063241,1.53846335825161,0.987677730213678,19,19,2017,1
Seattle Children's Hospital (WACH),WACH,TX1,2017-01-04 18:00:00,HR,0,0,0,100,100,100,94.8703277838019,87.6787697491053,85.60929776708,0.0526591975054553,0.131490394032976,0.310816714866785,1,1,2,1,2,1,97.9166666666667,95.8333333333333,97.06007289886,91.7181760400296,86.8405229847107,1.41566867694827,3.87710965613106,4.00454520266753,48,48,2017,1
Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2017-01-04 18:00:00,HR,1,1,2,95.6521739130435,95.6521739130435,91.6666666666667,95.0326944356509,88.3496458271702,84.1749766417918,0.983707236993835,2.32751796921803,3.96436212989017,23,23,24,0,0,0,0,0,0,0,86.8405229847107,0,0,0.141096818601954,0,0,2017,1
University of Washington Medical Center (WAUW),WAUW,TX1,2017-01-04 18:00:00,HR,5,5,7,94.7916666666667,94.7916666666667,85.7142857142857,96.0804404211299,90.5534891902198,84.2406560785554,3.71809514048006,8.76006500112001,7.19195453241603,96,96,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Children's Hospital of Wisconsin (WICH),WICH,TX1,2017-01-04 18:00:00,HR,0,0,4,100,100,50,92.3492748258468,81.9760853200706,83.9161623716002,0.079592331827958,0.198742623697928,1.16907353719329,1,1,8,3,4,7,86.9565217391304,82.6086956521739,97.032511457522,91.6218899184595,86.8405229847107,0.663235232447461,1.56451458363558,4.55409872437734,23,23,2017,1
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2017-01-04 18:00:00,HR,0,3,0,100,83.3333333333333,100,95.6885699525258,89.6601181011954,87.9123630643279,0.79772222432445,1.84210255008617,0.516657521522973,18,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2017-01-04 18:00:00,HR,1,5,9,98.2142857142857,90.7467532467532,90.2173913043478,96.081742203217,90.5660073556825,85.1227611526775,2.23887999890903,5.30496744065314,14.3022046063801,56,56,92,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2017-01-04 18:00:00,HR,3,5,7,93.4782608695652,89.1304347826087,82.5,96.3627541374433,91.2034114932223,84.974716806379,1.62267563967932,3.83235365456452,6.23841971893506,46,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
Children's of Alabama (ALCH) , ALCH , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 0 , 1 , NA , 100 , 90 , 97.511383287 , 93.330241474 , NA , 0.2548981428 , 0.5238422383 , NA , 10 , 10 ,2015,6
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2015/06/16 , Heart , 2 , 4 , 3 ,95.918367347,91.836734694, 93.333333333 , 95.127997557 , 89.08920931 , 84.517094246 , 2.541687408 , 5.4523263146 , 7.5589550152 , 49 , 49 , 45 , 0 , 0 , 1 , 100 , 100 , 97.5444701 , 93.302681652 , 87.984320876 , 0.1493635645 , 0.4174351157 , 2.0152602327 , 6 , 6 ,2015,6
Baptist Medical Center (ARBH) , ARBH , TX1 , 2015/06/16 , Heart , 2 , 3 , 1 ,93.103448276,89.655172414, 95.238095238 , 96.130759741 , 90.870841769 , 85.032255301 , 1.0830942724 , 2.5042557445 , 3.2292511144 , 29 , 29 , 21 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Arkansas Children's Hospital (ARCH) , ARCH , TX1 , 2015/06/16 , Heart , 0 , 2 , 0 ,100,57.142857143, 100 , 93.424229015 , 84.944895552 , 72.22443806 , 0.4840907143 , 0.9961953021 , 0.3253917201 , 7 , 7 , 1 , 3 , 8 , 18 , 93.617021277 , 82.116158712 , 95.128422662 , 89.29263249 , 77.0041354 , 3.0069154324 , 6.1501079569 , 14.19034023 , 47 , 47 ,2015,6
Phoenix Children's Hospital (AZCH) , AZCH , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 0 , 0 , 1 , 100 , 100 , 96.967860693 , 91.977017653 , 86.806910003 , 0.6260120628 , 1.5875616932 , 0.2400591859 , 20 , 20 ,2015,6
Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2015/06/16 , Heart , 1 , 1 , 3 ,98.181818182,98.181818182, 92.307692308 , 96.708981238 , 92.171870146 , 85.433820327 , 1.7913467683 , 4.1003695943 , 5.6653902661 , 55 , 55 , 39 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
St. Joseph's Hospital and Medical Center (AZSJ) , AZSJ , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 0 , NA , NA , NA , NA , 84.114711107 , NA , NA , 1.5614369919 , NA , NA ,2015,6
Banner University Medical Center-Tucson (AZUA) , AZUA , TX1 , 2015/06/16 , Heart , 0 , 4 , 6 ,100,71.428571429, 78.571428571 , 94.584785666 , 87.310811665 , 81.021801675 , 0.7832369425 , 1.8088666602 , 5.562749293 , 14 , 14 , 28 , 0 , 0 , 1 , 100 , 100 , 97.601852947 , 93.441075712 , 89.173917694 , 0.0242737076 , 0.0678391546 , 0.2226121671 , 1 , 1 ,2015,6
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2015/06/16 , Heart , 0 , 1 , NA ,100,50, NA , 93.239910147 , 84.444790282 , NA , 0.1415215066 , 0.211068942 , NA , 2 , 2 , NA , 0 , 0 , 0 , 100 , 100 , 97.857212748 , 94.258217282 , 86.165442069 , 0.3292701349 , 0.9026206028 , 1.0462512871 , 15 , 15 ,2015,6
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2015/06/16 , Heart , 9 , 20 , 24 ,96.218487395,90.853331624, 85.365853659 , 95.128160788 , 88.63479552 , 84.131383735 , 11.486551827 , 26.385732649 , 26.189287593 , 238 , 238 , 164 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Loma Linda University Medical Center (CALL) , CALL , TX1 , 2015/06/16 , Heart , 0 , 3 , 3 ,100,88, 87.5 , 94.089422037 , 86.371010769 , 80.819301015 , 1.5452699621 , 3.5696252761 , 5.6095144714 , 25 , 25 , 24 , 2 , 2 , 2 , 88.235294118 , 88.235294118 , 96.317528433 , 90.547103001 , 84.426377832 , 0.5943952854 , 1.2236183441 , 3.9542866778 , 17 , 17 ,2015,6
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2015/06/16 , Heart , 0 , 1 , 0 ,100,75, 100 , 95.079197101 , 88.453648539 , 93.625885448 , 0.2539386834 , 0.6016764979 , 0.0658632868 , 5 , 5 , 1 , 1 , 3 , 7 , 97.435897436 , 91.600353669 , 97.559662118 , 93.606756416 , 84.97865964 , 0.9415276367 , 2.1053524591 , 5.0198832057 , 39 , 39 ,2015,6
California Pacific Medical Center (CAPM) , CAPM , TX1 , 2015/06/16 , Heart , 1 , 3 , 6 ,92.857142857,75.974025974, 78.571428571 , 96.686761361 , 92.092696951 , 81.699514677 , 0.460354744 , 1.0936568363 , 6.0499637098 , 14 , 14 , 28 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2015/06/16 , Heart , 3 , 4 , 4 ,88.888888889,85.185185185, 66.666666667 , 95.994621059 , 90.528357533 , 83.617252982 , 1.0052741414 , 2.1824205573 , 1.562034903 , 27 , 27 , 12 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2015/06/16 , Heart , 0 , 2 , 1 ,100,92.929292929, 94.444444444 , 96.021676305 , 90.559869591 , 86.252557491 , 1.3442125765 , 2.9848513306 , 2.3931863799 , 33 , 33 , 18 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Sutter Memorial Hospital (CASG) , CASG , TX1 , 2015/06/16 , Heart , 1 , 2 , 2 ,96.296296296,92.592592593, 90 , 95.913419509 , 90.328831896 , 85.932375249 , 1.1052745066 , 2.5854461846 , 2.9685901958 , 27 , 27 , 20 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Sharp Memorial Hospital (CASH) , CASH , TX1 , 2015/06/16 , Heart , 0 , 0 , 2 ,100,100, 93.548387097 , 96.897147406 , 92.58215706 , 88.894340223 , 0.9164941205 , 2.1678556231 , 3.644364471 , 29 , 29 , 31 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Stanford University Medical Center (CASU) , CASU , TX1 , 2015/06/16 , Heart , 2 , 6 , 10 ,97.777777778,93.114241002, 85.714285714 , 96.011126139 , 90.578247224 , 85.094858181 , 3.6592175478 , 8.3348143409 , 10.603423332 , 90 , 90 , 70 , NA , NA , 1 , NA , NA , NA , NA , 83.941384049 , NA , NA , 0.1736915798 , NA , NA ,2015,6
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2015/06/16 , Heart , 2 , 10 , 17 ,97.959183676,88.215004314, 83.80952381 , 94.18356684 , 86.765497907 , 85.414738936 , 5.9775792908 , 13.41077936 , 15.207047973 , 98 , 98 , 105 , 2 , 2 , 6 , 93.103448276 , 93.103448276 , 97.590666142 , 93.472642847 , 84.087638921 , 0.6717312942 , 1.6788144612 , 5.0333776544 , 29 , 29 ,2015,6
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2015/06/16 , Heart , 0 , 1 , 5 ,100,97.777777778, 87.5 , 96.091745852 , 90.746030184 , 86.465897386 , 1.8036768616 , 4.278199647 , 5.1817622986 , 45 , 45 , 40 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Children's Hospital Colorado (COCH) , COCH , TX1 , 2015/06/16 , Heart , 1 , 1 , 1 ,66.666666667,66.666666667, 83.333333333 , 94.405002588 , 86.992103538 , 77.008222711 , 0.1331814272 , 0.2337198508 , 1.4968998007 , 3 , 3 , 6 , 2 , 2 , 4 , 88.888888889 , 88.888888889 , 97.704217842 , 93.766722907 , 82.654517351 , 0.3811323896 , 0.9518541512 , 6.1838954696 , 18 , 18 ,2015,6
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2015/06/16 , Heart , 2 , 7 , 3 ,95.454545455,83.279220779, 92.857142857 , 96.075576239 , 90.705210459 , 86.101699711 , 1.6810701816 , 3.6713556111 , 6.1783871487 , 44 , 44 , 42 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Hartford Hospital (CTHH) , CTHH , TX1 , 2015/06/16 , Heart , 0 , 1 , 6 ,100,95.652173913, 85 , 95.946959009 , 90.419449914 , 85.39521571 , 1.1652588165 , 2.7367683497 , 5.8739825373 , 28 , 28 , 40 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2015/06/16 , Heart , 2 , 3 , 1 ,91.304347826,85.933503836, 96.666666667 , 96.222294693 , 91.018790429 , 84.745429751 , 0.828708696 , 1.9093968918 , 4.9685463729 , 23 , 23 , 30 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Children's National Medical Center (DCCH) , DCCH , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 0 , 1 , NA , 100 , 80 , 91.836626275 , 81.468123188 , NA , 0.4660225045 , 0.8834330717 , NA , 5 , 5 ,2015,6
Washington Hospital Center (DCWH) , DCWH , TX1 , 2015/06/16 , Heart , 5 , 7 , 7 ,80,72, 72 , 95.905372777 , 90.307437031 , 83.977910444 , 0.9310054226 , 1.885957246 , 3.7586213077 , 25 , 25 , 25 , 0 , 0 , 0 , 100 , 100 , 98.249885135 , 95.185311166 , 82.559832334 , 0.0176561044 , 0.0493445506 , 0.1916469151 , 1 , 1 ,2015,6
Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 0 , 3 , 2 , 100 , 41.666666667 , 96.209048673 , 89.969010236 , 85.56272186 , 0.2347143698 , 0.4845569798 , 1.0813234104 , 6 , 6 ,2015,6
All Children's Hospital (FLAC) , FLAC , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 1 , 3 , 0 , 95 , 85 , 97.520115154 , 93.266839996 , 86.701522365 , 0.4989616294 , 1.1476537431 , 2.0123251343 , 20 , 20 ,2015,6
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2015/06/16 , Heart , 0 , 2 , NA ,100,84.375, NA , 94.672970606 , 89.595466536 , NA , 1.0505702823 , 1.8610199963 , NA , 16 , 16 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD) , FLJD , TX1 , 2015/06/16 , Heart , 0 , 0 , NA ,100,100, NA , 97.006167569 , 92.810844369 , NA , 0.0303956263 , 0.0746066956 , NA , 1 , 1 , NA , 0 , 0 , 0 , 100 , 100 , 97.668819144 , 93.648320574 , 87.092218788 , 0.2128302469 , 0.5717052551 , 0.5544644385 , 9 , 9 ,2015,6
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2015/06/16 , Heart , 2 , 3 , 10 ,95,92.5, 84.615384615 , 95.704189656 , 90.075238121 , 86.88211815 , 1.7678837707 , 3.9919773219 , 8.2123449087 , 40 , 40 , 65 , 0 , 0 , NA , 100 , 100 , 98.541250695 , 95.979072637 , NA , 0.0588026366 , 0.1509704856 , NA , 4 , 4 ,2015,6
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2015/06/16 , Heart , 2 , 6 , 11 ,96.721311475,89.716840537, 83.076923095 , 95.846654375 , 90.18170417 , 82.656791841 , 2.5888613477 , 5.7466877035 , 11.270160651 , 61 , 61 , 65 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Tampa General Hospital (FLTG) , FLTG , TX1 , 2015/06/16 , Heart , 4 , 11 , 21 ,96.296296296,89.285714286, 84.892086331 , 96.088992636 , 90.720046155 , 82.930631813 , 4.2532540269 , 9.7462774055 , 23.36424561 , 108 , 108 , 139 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
