,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A64_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,RCC_N_C,D_OR_L,YEAR,MONTH,RCC_A65P_C,RCC_AU_C,RCC_BMI31P_C, RCC_TST1B_R
33,Mayo Clinic Florida (FLSL),FLSL,TX1,2022-07-06 19:00:00,LI,0,0,0,4.6979865772,17.44966443,48.993288591,4.0268456376,33.55704698,14.093959732,48.322147651,8.0536912752,30.201342282,26.845637584,0.6711409396,0,30.201342282,69.798657718,0,7.3825503356,0,18.791946309,93.288590604,0,6.711409396,73.825503356,0,0,2.0134228188,2.1939136589,0,,,0,0,0,0,0,0,8.0536912752,6.2278839349,25.503355705,19.391365888,36.241610738,32.767162067,16.10738255,22.505307856,10.738255034,8.6341118188,0,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,0,0.2830856334,0,0,149,D,2022,May,,,,
34,Tampa General Hospital (FLTG),FLTG,TX1,2022-07-06 19:00:00,LI,0,0,0,5.3691275168,20.134228188,46.979865772,6.0402684564,35.570469799,14.093959732,44.295302013,12.080536913,40.268456376,27.516778523,0.6711409396,0,35.570469799,64.429530201,0,26.845637584,0,25.503355705,97.986577181,0,2.0134228188,47.651006711,0,0,0.6711409396,2.1939136589,0,,,0,0,0,0,0,0,10.067114094,6.2278839349,12.080536913,19.391365888,36.912751678,32.767162067,24.161073826,22.505307856,8.0536912752,8.6341118188,0,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,0,0.2830856334,0,0,149,D,2022,May,,,,
35,UF Health Shands Hospital (FLUF),FLUF,TX1,2022-07-06 19:00:00,LI,0,0,0,9.4936708861,23.417721519,51.898734177,3.164556962,36.708860759,8.2278481013,51.898734177,16.455696203,28.481012658,27.215189873,0,0,44.303797468,55.696202532,0,30.379746835,0,23.417721519,95.569620253,0,4.4303797468,46.202531646,0,0,1.8987341772,2.1939136589,0,,,0,0,0,0,0,0,6.9620253165,6.2278839349,18.987341772,19.391365888,34.17721519,32.767162067,26.582278481,22.505307856,3.164556962,8.6341118188,0,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,0,0.2830856334,0,0,158,D,2022,May,,,,
36,Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2022-07-06 19:00:00,LI,45.454545455,18.181818182,31.818181818,4.5454545455,0,0,0,54.545454545,9.0909090909,36.363636364,90.909090909,9.0909090909,0,0,0,45.454545455,54.545454545,0,27.272727273,0,18.181818182,90.909090909,0,9.0909090909,54.545454545,0,0,18.181818182,2.1939136589,22.727272727,,,0,0,0,0,0,0,0,6.2278839349,4.5454545455,19.391365888,9.0909090909,32.767162067,0,22.505307856,4.5454545455,8.6341118188,18.181818182,0.8492569002,4.5454545455,0.1415428167,9.0909090909,0.2123142251,0,0.1415428167,9.0909090909,0.2830856334,0,0,22,D,2022,May,,,,
37,Emory University Hospital (GAEM),GAEM,TX1,2022-07-06 19:00:00,LI,0,0,0,11.450381679,21.374045802,50.381679389,3.0534351145,33.58778626,18.320610687,45.038167939,8.3969465649,27.480916031,29.770992366,0,0,38.93129771,61.06870229,0,19.847328244,0,29.007633588,92.366412214,0,7.6335877863,51.145038168,0,0,0,2.1939136589,0,,,0,0,0,0,0,0,6.106870229,6.2278839349,12.977099237,19.391365888,30.534351145,32.767162067,29.770992366,22.505307856,9.9236641221,8.6341118188,0,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,0,0.2830856334,0,0,131,D,2022,May,,,,
38,Piedmont Hospital (GAPH),GAPH,TX1,2022-07-06 19:00:00,LI,0,0,0,6.2937062937,26.573426573,44.055944056,4.1958041958,37.762237762,10.48951049,47.552447552,6.2937062937,19.58041958,37.062937063,0,0,40.559440559,59.440559441,0,6.993006993,0,24.475524476,97.202797203,0,2.7972027972,68.531468531,0,0,0.6993006993,2.1939136589,0,,,0,0,0,0,0,0,6.2937062937,6.2278839349,30.769230769,19.391365888,33.566433566,32.767162067,16.083916084,22.505307856,8.3916083916,8.6341118188,0,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,0,0.2830856334,0,0,143,D,2022,May,,,,
39,Children's Hospital (LACH),LACH,TX1,2022-07-06 19:00:00,LI,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,2.1939136589,0,,,0,0,0,0,0,0,0,6.2278839349,0,19.391365888,0,32.767162067,0,22.505307856,0,8.6341118188,0,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,100,0.2830856334,0,0,1,D,2022,May,,,,
40,Ochsner Foundation Hospital (LAOF),LAOF,TX1,2022-07-06 19:00:00,LI,0.6896551724,0.6896551724,0,3.4482758621,28.275862069,44.137931034,3.4482758621,41.379310345,8.9655172414,46.206896552,6.2068965517,27.586206897,27.586206897,3.4482758621,0,39.310344828,60.689655172,0,12.413793103,0,26.896551724,96.551724138,0,3.4482758621,60.689655172,0,0,2.7586206897,2.1939136589,0,,,0,0,0,0,0,0,5.5172413793,6.2278839349,20.689655172,19.391365888,28.965517241,32.767162067,26.206896552,22.505307856,12.413793103,8.6341118188,0.6896551724,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,0,0.2830856334,0,0,145,D,2022,May,,,,
41,Tulane Medical Center (LATU),LATU,TX1,2022-07-06 19:00:00,LI,0,0,0,11.764705882,29.411764706,47.058823529,0,41.176470588,23.529411765,35.294117647,5.8823529412,29.411764706,23.529411765,0,0,47.058823529,52.941176471,0,17.647058824,0,23.529411765,82.352941176,0,17.647058824,58.823529412,0,0,11.764705882,2.1939136589,0,,,0,0,0,0,0,0,5.8823529412,6.2278839349,11.764705882,19.391365888,35.294117647,32.767162067,17.647058824,22.505307856,5.8823529412,8.6341118188,0,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,0,0.2830856334,0,0,17,D,2022,May,,,,
42,Willis-Knighton Medical Center (LAWK),LAWK,TX1,2022-07-06 19:00:00,LI,0,0,0,21.428571429,7.1428571429,42.857142857,0,28.571428571,7.1428571429,64.285714286,0,7.1428571429,35.714285714,0,0,28.571428571,71.428571429,0,14.285714286,0,35.714285714,85.714285714,0,14.285714286,50,0,0,7.1428571429,2.1939136589,0,,,0,0,0,0,0,0,0,6.2278839349,7.1428571429,19.391365888,28.571428571,32.767162067,42.857142857,22.505307856,7.1428571429,8.6341118188,0,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,0,0.2830856334,0,0,14,D,2022,May,,,,
43,University of Mississippi Medical Center (MSUM),MSUM,TX1,2022-07-06 19:00:00,LI,0,0,0,2.0833333333,18.75,68.75,6.25,33.333333333,4.1666666667,56.25,8.3333333333,35.416666667,25,0,0,43.75,56.25,0,18.75,0,14.583333333,100,0,0,66.666666667,0,0,2.0833333333,2.1939136589,0,,,0,0,0,0,0,0,4.1666666667,6.2278839349,16.666666667,19.391365888,37.5,32.767162067,22.916666667,22.505307856,14.583333333,8.6341118188,0,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,0,0.2830856334,0,0,48,D,2022,May,,,,
44,Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2022-07-06 19:00:00,LI,2.8571428571,0,2.8571428571,11.428571429,14.285714286,54.285714286,5.7142857143,31.428571429,2.8571428571,60,5.7142857143,31.428571429,17.142857143,0,0,31.428571429,68.571428571,0,14.285714286,0,8.5714285714,97.142857143,0,2.8571428571,77.142857143,0,0,2.8571428571,2.1939136589,2.8571428571,,,0,0,0,0,0,0,8.5714285714,6.2278839349,40,19.391365888,25.714285714,32.767162067,8.5714285714,22.505307856,8.5714285714,8.6341118188,0,0.8492569002,0,0.1415428167,0,0.2123142251,0,0.1415428167,2.8571428571,0.2830856334,0,0,35,D,2022,May,,,,
45,Integris Baptist Medical Center (OKBC),OKBC,TX1,2022-07-06 19:00:00,LI,0,0,0,2.3255813953,18.604651163,51.162790698,1.1627906977,33.720930233,12.790697674,52.325581395,4.6511627907,33.720930233,32.558139535,0,0,43.023255814,56.976744186,0,9.3023255814,0,23.255813953,98.837209302,0,1.1627906977,67.441860465,0,0,0,2.1087680355,0,,,0,0,0,0,0,0,11.627906977,6.2153163152,12.790697674,10.987791343,40.697674419,30.521642619,25.581395349,27.746947836,8.1395348837,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,86,D,2022,May,,,,
46,OU Medical Center (OKMD),OKMD,TX1,2022-07-06 19:00:00,LI,0,0,0,17.948717949,38.461538462,41.025641026,2.5641025641,20.512820513,2.5641025641,74.358974359,5.1282051282,41.025641026,25.641025641,0,0,33.333333333,66.666666667,0,43.58974359,0,23.076923077,92.307692308,0,7.6923076923,33.333333333,0,0,5.1282051282,2.1087680355,0,,,0,0,0,0,0,0,2.5641025641,6.2153163152,10.256410256,10.987791343,25.641025641,30.521642619,38.461538462,27.746947836,0,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,39,D,2022,May,,,,
47,Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2022-07-06 19:00:00,LI,0,0,0,4.4444444444,17.777777778,62.222222222,0,33.333333333,13.333333333,53.333333333,4.4444444444,35.555555556,20,4.4444444444,0,40,60,0,2.2222222222,0,22.222222222,97.777777778,0,2.2222222222,75.555555556,0,0,0,2.1087680355,0,,,0,0,0,0,0,0,6.6666666667,6.2153163152,17.777777778,10.987791343,37.777777778,30.521642619,33.333333333,27.746947836,2.2222222222,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,45,D,2022,May,,,,
48,"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2022-07-06 19:00:00,LI,0,0,0,2.8985507246,21.739130435,50.724637681,0,26.086956522,11.594202899,62.31884058,2.8985507246,18.84057971,34.782608696,0,0,27.536231884,72.463768116,0,17.391304348,0,49.275362319,100,0,0,33.333333333,0,0,1.4492753623,2.1087680355,0,,,0,0,0,0,0,0,7.2463768116,6.2153163152,15.942028986,10.987791343,30.434782609,30.521642619,15.942028986,27.746947836,24.637681159,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,69,D,2022,May,,,,
49,Children's Medical Center of Dallas (TXCM),TXCM,TX1,2022-07-06 19:00:00,LI,46.666666667,20,33.333333333,0,0,0,0,6.6666666667,26.666666667,66.666666667,73.333333333,20,6.6666666667,0,0,66.666666667,33.333333333,0,20,0,6.6666666667,80,0,20,73.333333333,0,0,20,2.1087680355,13.333333333,,,0,0,0,0,0,0,0,6.2153163152,6.6666666667,10.987791343,0,30.521642619,0,27.746947836,0,10.76581576,20,2.2197558269,0,0.1109877913,6.6666666667,0.5549389567,13.333333333,0.5549389567,20,0.332963374,0,0,15,D,2022,May,,,,
50,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2022-07-06 19:00:00,LI,10,0,3.3333333333,10,10,40,10,16.666666667,16.666666667,56.666666667,13.333333333,26.666666667,20,0,0,36.666666667,63.333333333,0,50,0,16.666666667,96.666666667,0,3.3333333333,33.333333333,0,0,3.3333333333,2.1087680355,0,,,0,0,0,0,0,0,0,6.2153163152,10,10.987791343,30,30.521642619,36.666666667,27.746947836,3.3333333333,10.76581576,6.6666666667,2.2197558269,0,0.1109877913,3.3333333333,0.5549389567,0,0.5549389567,0,0.332963374,0,0,30,D,2022,May,,,,
51,CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2022-07-06 19:00:00,LI,0,0,0,5.7142857143,35.714285714,34.285714286,4.2857142857,32.857142857,22.857142857,40,8.5714285714,41.428571429,32.857142857,0,0,45.714285714,54.285714286,0,17.142857143,0,20,100,0,0,62.857142857,0,0,0,2.1087680355,0,,,0,0,0,0,0,0,2.8571428571,6.2153163152,15.714285714,10.987791343,27.142857143,30.521642619,31.428571429,27.746947836,14.285714286,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,70,D,2022,May,,,,
52,Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2022-07-06 19:00:00,LI,0,0,0,6.9444444444,25,54.166666667,2.7777777778,22.222222222,19.444444444,55.555555556,1.3888888889,25,36.111111111,0,0,36.111111111,63.888888889,0,27.777777778,0,40.277777778,100,0,0,31.944444444,0,0,2.7777777778,2.1087680355,0,,,0,0,0,0,0,0,11.111111111,6.2153163152,8.3333333333,10.987791343,25,30.521642619,37.5,27.746947836,4.1666666667,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,72,D,2022,May,,,,
53,University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2022-07-06 19:00:00,LI,0,0,0,33.333333333,25,41.666666667,0,16.666666667,8.3333333333,75,0,33.333333333,25,0,0,41.666666667,58.333333333,0,16.666666667,0,25,91.666666667,0,8.3333333333,58.333333333,0,0,0,2.1087680355,0,,,0,0,0,0,0,0,8.3333333333,6.2153163152,8.3333333333,10.987791343,33.333333333,30.521642619,50,27.746947836,0,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,12,D,2022,May,,,,
54,Methodist Dallas Medical Center (TXMC),TXMC,TX1,2022-07-06 19:00:00,LI,0,0,0,8.1967213115,24.590163934,47.540983607,4.9180327869,37.704918033,6.5573770492,50.819672131,14.754098361,24.590163934,27.868852459,4.9180327869,0,39.344262295,60.655737705,0,6.5573770492,0,16.393442623,93.442622951,0,6.5573770492,77.049180328,0,0,0,2.1087680355,0,,,0,0,0,0,0,0,4.9180327869,6.2153163152,21.31147541,10.987791343,37.704918033,30.521642619,19.672131148,27.746947836,11.475409836,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,61,D,2022,May,,,,
55,Houston Methodist Hospital (TXMH),TXMH,TX1,2022-07-06 19:00:00,LI,0,0,0,6.6298342541,24.861878453,39.226519337,3.8674033149,38.121546961,12.70718232,45.303867403,6.0773480663,15.46961326,20.44198895,37.569060773,0,39.779005525,60.220994475,0,45.303867403,0,10.497237569,96.685082873,0,3.3149171271,44.198895028,0,0,1.6574585635,2.1087680355,0,,,0,0,0,0,0,0,3.8674033149,6.2153163152,4.4198895028,10.987791343,28.729281768,30.521642619,36.464088398,27.746947836,9.9447513812,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,181,D,2022,May,,,,
56,UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2022-07-06 19:00:00,LI,0,0,0,11.607142857,20.535714286,36.607142857,3.5714285714,34.821428571,10.714285714,50.892857143,8.0357142857,30.357142857,34.821428571,0,0,29.464285714,70.535714286,0,15.178571429,0,33.928571429,98.214285714,0,1.7857142857,50.892857143,0,0,2.6785714286,2.1087680355,0,,,0,0,0,0,0,0,10.714285714,6.2153163152,5.3571428571,10.987791343,38.392857143,30.521642619,24.107142857,27.746947836,15.178571429,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,112,D,2022,May,,,,
57,Texas Children's Hospital (TXTC),TXTC,TX1,2022-07-06 19:00:00,LI,45,20,32.5,2.5,0,0,2.5,35,12.5,50,87.5,5,0,0,0,60,40,0,10,0,17.5,97.5,0,2.5,72.5,0,0,10,2.1087680355,15,,,0,0,0,0,0,0,2.5,6.2153163152,5,10.987791343,0,30.521642619,0,27.746947836,15,10.76581576,37.5,2.2197558269,2.5,0.1109877913,5,0.5549389567,7.5,0.5549389567,0,0.332963374,0,0,40,D,2022,May,,,,
58,Baylor University Medical Center (TXTX),TXTX,TX1,2022-07-06 19:00:00,LI,0,0,0,3.125,12.5,65.625,1.5625,35.9375,14.0625,48.4375,3.125,25,32.8125,4.6875,0,29.6875,70.3125,0,4.6875,0,25,93.75,0,6.25,70.3125,0,0,0,2.1087680355,0,,,0,0,0,0,0,0,4.6875,6.2153163152,21.875,10.987791343,37.5,30.521642619,18.75,27.746947836,15.625,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,64,D,2022,May,,,,
59,University Children?s Health (TXUC),TXUC,TX1,2022-07-06 19:00:00,LI,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,100,0,0,100,0,0,0,0,2.1087680355,0,,,0,0,0,0,0,0,0,6.2153163152,0,10.987791343,0,30.521642619,0,27.746947836,0,10.76581576,0,2.2197558269,0,0.1109877913,100,0.5549389567,0,0.5549389567,0,0.332963374,0,0,1,D,2022,May,,,,
60,Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2022-07-06 19:00:00,LI,0,0,0,0,50,50,0,25,0,75,0,0,25,0,0,25,75,0,0,0,75,100,0,0,25,0,0,0,2.1087680355,0,,,0,0,0,0,0,0,0,6.2153163152,0,10.987791343,0,30.521642619,100,27.746947836,0,10.76581576,0,2.2197558269,0,0.1109877913,0,0.5549389567,0,0.5549389567,0,0.332963374,0,0,4,D,2022,May,,,,
61,Phoenix Children's Hospital (AZCH),AZCH,TX1,2022-07-06 19:00:00,LI,50,33.333333333,16.666666667,0,0,0,0,0,50,50,83.333333333,16.666666667,0,0,0,50,50,0,66.666666667,0,33.333333333,100,0,0,0,0,0,66.666666667,4.0368271955,0,,,0,0,0,0,0,0,0,7.0821529745,0,14.730878187,0,22.09631728,0,28.257790368,16.666666667,10.764872521,16.666666667,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,6,D,2022,May,,,,
62,Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2022-07-06 19:00:00,LI,0,0,0,4.9180327869,13.114754098,55.737704918,3.2786885246,36.06557377,8.1967213115,52.459016393,3.2786885246,36.06557377,29.508196721,0,0,42.62295082,57.37704918,0,6.5573770492,0,27.868852459,96.721311475,0,3.2786885246,65.573770492,0,0,8.1967213115,4.0368271955,0,,,0,0,0,0,0,0,13.114754098,7.0821529745,21.31147541,14.730878187,21.31147541,22.09631728,18.032786885,28.257790368,8.1967213115,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,61,D,2022,May,,,,
63,Mayo Clinic Hospital (AZMC),AZMC,TX1,2022-07-06 19:00:00,LI,0,0,0,2.8708133971,15.311004785,50.23923445,0.956937799,39.71291866,12.918660287,46.411483254,6.2200956938,36.363636364,29.186602871,0,0,30.14354067,69.85645933,0,6.2200956938,0,15.789473684,91.387559809,0,8.6124401914,77.990430622,0,0,0.4784688995,4.0368271955,0,,,0,0,0,0,0,0,11.483253589,7.0821529745,26.315789474,14.730878187,34.928229665,22.09631728,13.397129187,28.257790368,12.918660287,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,209,D,2022,May,,,,
64,St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2022-07-06 19:00:00,LI,0,0,0,10.344827586,17.24137931,51.724137931,0,34.482758621,27.586206897,37.931034483,6.8965517241,20.689655172,44.827586207,0,0,41.379310345,58.620689655,0,6.8965517241,0,17.24137931,96.551724138,0,3.4482758621,75.862068966,0,0,3.4482758621,4.0368271955,0,,,0,0,0,0,0,0,17.24137931,7.0821529745,31.034482759,14.730878187,17.24137931,22.09631728,17.24137931,28.257790368,6.8965517241,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,29,D,2022,May,,,,
65,Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2022-07-06 19:00:00,LI,0,0,0,8.3333333333,33.333333333,16.666666667,0,41.666666667,25,33.333333333,0,33.333333333,50,0,0,41.666666667,58.333333333,0,33.333333333,0,16.666666667,100,0,0,50,0,0,0,4.0368271955,0,,,0,0,0,0,0,0,0,7.0821529745,16.666666667,14.730878187,25,22.09631728,16.666666667,28.257790368,8.3333333333,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,12,D,2022,May,,,,
66,Childrens Hospital Los Angeles (CACL),CACL,TX1,2022-07-06 19:00:00,LI,33.333333333,14.285714286,52.380952381,0,0,0,0,19.047619048,0,80.952380952,95.238095238,4.7619047619,0,0,0,52.380952381,47.619047619,0,19.047619048,0,23.80952381,100,0,0,57.142857143,0,0,14.285714286,4.0368271955,23.80952381,,,0,0,0,0,0,0,0,7.0821529745,4.7619047619,14.730878187,0,22.09631728,0,28.257790368,0,10.764872521,28.571428571,0.9915014164,4.7619047619,0.3541076487,9.5238095238,0.4249291785,0,0.2124645892,14.285714286,0.4957507082,0,0,21,D,2022,May,,,,
67,Cedars-Sinai Medical Center (CACS),CACS,TX1,2022-07-06 19:00:00,LI,0,0,0,3.5398230088,23.008849558,49.557522124,6.1946902655,38.053097345,15.92920354,39.82300885,18.584070796,38.053097345,28.318584071,0,0,37.168141593,62.831858407,0,55.752212389,0,16.814159292,96.460176991,0,3.5398230088,27.433628319,0,0,4.4247787611,4.0368271955,0,,,0,0,0,0,0,0,5.3097345133,7.0821529745,8.8495575221,14.730878187,12.389380531,22.09631728,44.247787611,28.257790368,7.0796460177,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,113,D,2022,May,,,,
68,Scripps Green Hospital (CAGH),CAGH,TX1,2022-07-06 19:00:00,LI,0,0,0,9.0909090909,27.272727273,40.909090909,22.727272727,27.272727273,13.636363636,36.363636364,4.5454545455,22.727272727,22.727272727,18.181818182,0,36.363636364,63.636363636,0,40.909090909,0,9.0909090909,86.363636364,0,13.636363636,50,0,0,13.636363636,4.0368271955,0,,,0,0,0,0,0,0,4.5454545455,7.0821529745,4.5454545455,14.730878187,18.181818182,22.09631728,22.727272727,28.257790368,27.272727273,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,22,D,2022,May,,,,
69,Loma Linda University Medical Center (CALL),CALL,TX1,2022-07-06 19:00:00,LI,0,0,0,14.953271028,16.822429907,46.728971963,3.738317757,25.23364486,8.4112149533,62.61682243,8.4112149533,27.102803738,30.841121495,0,0,33.644859813,66.355140187,0,14.018691589,0,36.448598131,97.196261682,0,2.8037383178,49.53271028,0,0,0.9345794393,4.0368271955,0,,,0,0,0,0,0,0,2.8037383178,7.0821529745,17.757009346,14.730878187,20.560747664,22.09631728,36.448598131,28.257790368,9.3457943925,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,107,D,2022,May,,,,
70,UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2022-07-06 19:00:00,LI,20,60,20,0,0,0,0,60,20,20,40,40,20,0,0,40,60,0,20,0,20,100,0,0,60,0,0,20,4.0368271955,20,,,0,0,0,0,0,0,20,7.0821529745,0,14.730878187,0,22.09631728,0,28.257790368,20,10.764872521,0,0.9915014164,20,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,5,D,2022,May,,,,
71,Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2022-07-06 19:00:00,LI,32,28,36,4,0,0,4,16,0,80,64,28,8,0,0,52,48,0,20,0,24,88,0,12,56,0,0,20,4.0368271955,4,,,0,0,0,0,0,0,4,7.0821529745,16,14.730878187,4,22.09631728,0,28.257790368,0,10.764872521,20,0.9915014164,8,0.3541076487,16,0.4249291785,4,0.2124645892,4,0.4957507082,0,0,25,D,2022,May,,,,
72,California Pacific Medical Center (CAPM),CAPM,TX1,2022-07-06 19:00:00,LI,0,0,0,3.1746031746,17.46031746,49.206349206,9.5238095238,26.984126984,22.222222222,41.26984127,15.873015873,30.158730159,34.920634921,0,0,38.095238095,61.904761905,0,19.047619048,0,12.698412698,98.412698413,0,1.5873015873,68.253968254,0,0,4.7619047619,4.0368271955,0,,,0,0,0,0,0,0,6.3492063492,7.0821529745,19.047619048,14.730878187,34.920634921,22.09631728,19.047619048,28.257790368,15.873015873,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,63,D,2022,May,,,,
73,University of California San Diego Medical Center (CASD),CASD,TX1,2022-07-06 19:00:00,LI,0,1.2345679012,0,7.4074074074,13.580246914,51.851851852,3.7037037037,28.395061728,13.580246914,54.320987654,8.6419753086,25.925925926,34.567901235,0,0,39.50617284,60.49382716,0,16.049382716,0,32.098765432,97.530864198,0,2.4691358025,51.851851852,0,0,3.7037037037,4.0368271955,0,,,0,0,0,0,0,0,9.8765432099,7.0821529745,16.049382716,14.730878187,25.925925926,22.09631728,19.75308642,28.257790368,17.283950617,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,81,D,2022,May,,,,
74,University of California San Francisco Medical Center (CASF),CASF,TX1,2022-07-06 19:00:00,LI,0,0,0,2.9197080292,13.138686131,51.824817518,5.1094890511,29.197080292,13.868613139,51.824817518,6.5693430657,25.547445255,29.197080292,0,0,35.03649635,64.96350365,0,13.868613139,0,35.766423358,96.350364964,0,3.6496350365,50.364963504,0,0,2.1897810219,4.0368271955,0,,,0,0,0,0,0,0,10.948905109,7.0821529745,11.678832117,14.730878187,14.598540146,22.09631728,34.306569343,28.257790368,18.248175182,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,137,D,2022,May,,,,
75,Stanford Health Care (CASU),CASU,TX1,2022-07-06 19:00:00,LI,0,0,0,9,27,51,5,25,19,51,9,36,28,0,0,32,68,0,35,0,30,95,0,5,35,0,0,5,4.0368271955,0,,,0,0,0,0,0,0,3,7.0821529745,6,14.730878187,7,22.09631728,49,28.257790368,14,10.764872521,0,0.9915014164,0,0.3541076487,0,0.4249291785,0,0.2124645892,0,0.4957507082,0,0,100,D,2022,May,,,,
