ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH,GSR_P0_ACT_C3Y
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2022-01-06 18:00:00,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,96.2264150943396,78.4596927627949,97.3785012224804,90.9638789217094,88.1447853052054,1.38321722199654,3.66702339353778,4.78588817368662,54,54,2021,11,
Seton Medical Center Austin (TXCT),TXCT,TX1,2022-01-06 18:00:00,HR,4,5,7,86.2068965517241,80.4597701149425,82.1353065539112,95.5607005071412,89.1539056242338,86.3985808617475,1.04403308487535,2.19899720198797,5.18739487514598,29,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
0,TXDL,TX1,2022-01-06 18:00:00,HR,0,0,0,100,100,0,88.4521169986997,72.5787644707331,0,0.122708831257192,0.263224758672386,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Medical City Dallas Hospital (TXHD),TXHD,TX1,2022-01-06 18:00:00,HR,0,2,9,100,91.4772727272727,68.1481481481481,96.2266351761804,90.5219299123507,85.2350872409707,1.07044406665072,2.34667025898411,3.54686607569419,29,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2022-01-06 18:00:00,HR,3,5,12,95.3598014888338,92.0715324719774,83.5048517180252,96.3449182976521,90.8043728215716,85.91808752674,2.39508599312186,5.38323962046417,11.1146219981382,65,65,86,0,0,0,0,0,0,0,88.1447853052054,0,0,0.0927362058028597,0,0,2021,11,
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2022-01-06 18:00:00,HR,0,1,11,100,97.5,86.5853658536585,96.8876676052512,92.1154766633276,84.8480324688546,1.30095298312139,2.90250145676815,11.3935868674302,41,41,82,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2022-01-06 18:00:00,HR,2,3,6,96.7213114754098,94.9301760777171,86.183110367893,96.5855478164371,91.3858469416636,86.6450487428247,2.08372101124092,4.6629700966566,5.89232003470707,61,61,46,0,0,0,0,0,0,0,88.1447853052054,0,0,0.107486631247242,0,0,2021,11,
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2022-01-06 18:00:00,HR,0,1,6,100,80,56.25,96.7055236390498,91.6749475416364,81.3260468903993,0.234832770310421,0.604566719735553,2.23120094375202,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Houston Methodist Hospital (TXMH),TXMH,TX1,2022-01-06 18:00:00,HR,0,5,8,100,91.8812058922652,90.0381286691279,96.5239264521761,91.2077928492937,85.5768668868042,2.48095938749369,5.32497127599633,13.1392997466199,72,72,93,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2022-01-06 18:00:00,HR,0,2,12,100,94.6029776674938,84.6987140963687,96.1636338507458,90.5341062806947,84.5813546286232,2.58752010104809,5.58286675365188,12.5178136304982,65,65,84,0,0,0,0,0,0,0,88.1447853052054,0,0,0.126189435953556,0,0,2021,11,
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2022-01-06 18:00:00,HR,0,1,5,100,83.3333333333333,82.7586206896552,96.23819450311,90.533169278503,83.2874490733079,0.321135979163691,0.541346739415022,4.1004238688194,9,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Texas Children's Hospital (TXTC),TXTC,TX1,2022-01-06 18:00:00,HR,0,0,0,100,100,100,98.1720861265567,95.2973250435316,47.9520365753882,0.0369040256698538,0.0909488251619207,2.67845205067842,2,2,2,1,1,6,98.4615384615385,98.4615384615385,97.8416579813099,92.4957554450672,88.1447853052054,1.39924281170705,3.93739014403472,6.20725852257477,65,65,2021,11,
Baylor University Medical Center (TXTX),TXTX,TX1,2022-01-06 18:00:00,HR,2,6,29,98.1979030144168,94.2779201143231,77.6611092891526,96.0561262453229,90.2141975842382,83.524639784792,4.39413551233226,8.83007512234712,19.9263706700411,113,113,142,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Intermountain Medical Center (UTLD),UTLD,TX1,2022-01-06 18:00:00,HR,2,3,6,92.8381962864722,88.4173297966401,82.9268292682927,96.3387758314382,90.8030115708991,85.9154435338391,0.955995845772156,2.08030889798927,5.40796482080457,29,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
University of Utah Medical Center (UTMC),UTMC,TX1,2022-01-06 18:00:00,HR,2,3,5,96.3955026455026,92.2043938348286,89.9165461221765,96.4585830686014,91.0868317508149,85.0377014278372,1.9870336525576,4.23351466213386,8.19698409806439,57,57,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Primary Children's Hospital (UTPC),UTPC,TX1,2022-01-06 18:00:00,HR,0,0,0,0,0,100,0,0,85.2232053702655,0,0,0.159896425736257,0,0,1,1,2,2,96.551724137931,92.9757343550447,97.4445272861673,91.1698571730104,88.1447853052054,0.722380188302497,1.95667178168068,2.2476088616348,29,29,2021,11,
Inova Fairfax Hospital (VAFH),VAFH,TX1,2022-01-06 18:00:00,HR,2,4,7,97.4675324675325,94.6622694532359,84.6024258760108,96.5821647960096,91.3821751182031,83.5296595484863,2.71663354535264,6.00386074980169,7.81849747583266,80,80,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2022-01-06 18:00:00,HR,1,2,5,98.3333333333333,94.0579710144928,91.6666666666667,96.6088660309115,91.4262876670821,82.5974472377548,1.98463934929959,4.23815990476414,10.7038835079178,60,60,60,0,0,0,100,100,98.3397997445023,94.1727344868338,0,0.0167413603648996,0.0416728788748458,0,1,1,2021,11,
Hunter Holmes McGuire Veterans Administration Medical Center (VAMV),VAMV,TX1,2022-01-06 18:00:00,HR,0,0,2,100,100,91.304347826087,95.6912154815517,89.1792025081757,84.6571305136959,0.530000515123608,1.29802722016729,3.33134906306085,12,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Sentara Norfolk General Hospital (VANG),VANG,TX1,2022-01-06 18:00:00,HR,3,6,11,94.4444444444444,87.2343999328126,76.5277777777778,96.8828776597462,92.0979508657987,84.6334813717173,1.64688642472698,3.74923246607601,5.62546665277601,54,54,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2022-01-06 18:00:00,HR,2,5,8,93.1034482758621,79.3403298350825,71.6145833333333,96.6447905303021,91.5312404062702,82.8442690450591,0.942660313245022,1.92372158627285,4.54313227160344,29,29,30,0,1,2,100,91.6666666666667,97.1242208474136,90.1539130201588,88.1447853052054,0.78523397172522,2.25800080459526,2.08117825976599,27,27,2021,11,
Seattle Children's Hospital (WACH),WACH,TX1,2022-01-06 18:00:00,HR,0,0,2,100,100,50,98.379223986024,95.8218789535134,76.0965184443676,0.0163405425761379,0.0364011156577871,0.579545713456304,1,1,4,0,1,3,100,96.2962962962963,97.2720466892902,90.6401573114693,88.1447853052054,1.01370746382842,2.88227387469762,3.92422588871564,37,37,2021,11,
Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2022-01-06 18:00:00,HR,0,0,3,100,100,88,96.3446860627384,90.7429780407678,83.5016400735753,0.968931040147333,2.09793750952693,3.22916908695713,26,26,25,0,0,0,0,0,0,0,88.1447853052054,0,0,0.126189435953556,0,0,2021,11,
University of Washington Medical Center (WAUW),WAUW,TX1,2022-01-06 18:00:00,HR,8,11,18,94.705043649533,92.0607202695548,87.3895913940101,96.4335941433205,91.0531929231592,84.5548594624384,5.20917027430782,11.6539423465513,21.4690845742194,152,152,153,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Children's Hospital of Wisconsin (WICH),WICH,TX1,2022-01-06 18:00:00,HR,0,0,0,100,100,0,94.9740415316991,87.3991627919064,0,0.05156657876107,0.134684482412454,0,1,1,0,1,2,3,94.4444444444444,87.6984126984127,96.9555202855325,89.5624768017981,88.1447853052054,0.481256639103915,1.42405304846047,2.77830629452394,18,18,2021,11,
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2022-01-06 18:00:00,HR,0,2,6,100,93.841642228739,72.2408026755853,96.510642309789,91.1878859813087,84.1454398934716,1.2635045005556,2.82737357313023,3.17335339119555,36,36,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2022-01-06 18:00:00,HR,4,5,7,93.8431445603577,92.0030829023114,86.5874363327674,96.8612938610242,92.03850414494,86.3534048082338,2.04759628808613,4.25763125468563,7.15396549417618,66,66,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2022-01-06 18:00:00,HR,5,8,6,93.0555555555556,87.5226699226699,86.046511627907,95.7346096329563,89.376980933557,85.6943847120949,2.96072790483911,6.10195648351532,5.39828844390384,73,73,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
West Virginia University Hospital (WVWU),WVWU,TX1,2022-01-06 18:00:00,HR,0,0,0,100,100,0,97.5150243952535,93.6480128091171,0,0.211614449320453,0.387493774524918,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
Children's of Alabama (ALCH),ALCH,TX1,2021-01-04 18:00:00,HR,0,0,0,0,0,100,0,0,78.7556502386508,0,0,0.238820161793957,0,0,1,0,0,4,100,100,97.7862533955353,92.6957393074508,88.90951796942,0.493179468820953,1.58462921628323,2.15992639149551,22,22,2020,11,
University of Alabama Hospital (ALUA),ALUA,TX1,2021-01-04 18:00:00,HR,0,1,2,100,98.3870967741936,94.5945945945946,97.2560293531944,92.783702570181,85.7891544114824,1.73205226103581,4.46550056650982,5.58991410396983,62,62,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Baptist Medical Center (ARBH),ARBH,TX1,2021-01-04 18:00:00,HR,1,4,6,96.6666666666667,85.7912457912458,84.2105263157895,96.3156024622274,90.4843380619016,86.7439461435259,1.12184554481468,2.54294628412053,5.21401762826406,30,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Arkansas Children's Hospital (ARCH),ARCH,TX1,2021-01-04 18:00:00,HR,0,0,0,100,100,0,95.4489267021601,88.1424460440294,0,0.0465788804876218,0.0972469762024659,0,1,1,0,1,1,3,90.9090909090909,90.9090909090909,97.7585976695605,92.6000070905973,88.90951796942,0.231346744339842,0.698814004810684,1.95356717977757,11,11,2020,11,
Phoenix Children's Hospital (AZCH),AZCH,TX1,2021-01-04 18:00:00,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,96.6666666666667,86.25,97.2829371851037,91.0977459294155,88.90951796942,0.810689612094455,2.44995842774122,5.20828789926435,30,30,2020,11,
Mayo Clinic Hospital (AZMC),AZMC,TX1,2021-01-04 18:00:00,HR,3,5,4,97.1428571428572,95.0415400202634,96.2347094801223,97.0644480748071,92.3065210410135,86.9746611054673,2.99609528378444,7.50663117940342,14.9510151645292,105,105,109,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2021-01-04 18:00:00,HR,2,5,7,93.3333333333333,83.0555555555556,58.8235294117647,96.6271475410244,91.2703854634296,82.8326768952561,1.01960319981551,2.35536066422366,2.26126650575438,30,30,17,0,0,0,100,100,98.5290724943833,95.0873407215595,0,0.0148185291316566,0.0503743407384086,0,1,1,2020,11,
Rady Children's Hospital and Health Center (CACH),CACH,TX1,2021-01-04 18:00:00,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,95,85,97.0928633365019,90.4945009103882,88.90951796942,0.553904931287707,1.63302586014648,1.05141388925533,20,20,2020,11,
Childrens Hospital Los Angeles (CACL),CACL,TX1,2021-01-04 18:00:00,HR,1,1,0,50,50,100,96.1713676672794,90.0841209550761,87.5323365633466,0.0177909340834794,0.0436282642312235,0.133161900171306,2,2,1,0,0,0,100,100,98.0539969222803,93.562689405933,88.90951796942,0.275592176597887,0.870548391420465,1.87214173978324,14,14,2020,11,
Cedars-Sinai Medical Center (CACS),CACS,TX1,2021-01-04 18:00:00,HR,7,21,36,97.0588235294118,90.2024426244443,86.2068965517242,96.9288658835592,91.993751938279,85.3262231204054,7.30865019866081,18.050246436949,38.3679434626404,238,238,261,0,0,0,0,0,0,0,88.90951796942,0,0,0.117550985426146,0,0,2020,11,
Loma Linda University Medical Center (CALL),CALL,TX1,2021-01-04 18:00:00,HR,1,3,7,96.551724137931,88.9699381078692,76.6666666666667,94.6393442903413,86.708431578181,83.7332691121723,1.58819969515083,3.97239109534309,4.84444680299885,29,29,30,0,1,2,100,96.1538461538462,97.7499700902932,92.5716628592473,88.90951796942,0.592249480217654,1.81586770034489,1.71764237673227,26,26,2020,11,
UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2021-01-04 18:00:00,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,98.2393737937561,94.1484333434373,0,0.0710950883944822,0.204700564341677,0,4,4,2020,11,
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2021-01-04 18:00:00,HR,1,1,1,80,80,66.6666666666667,95.8328993103261,89.1335261954639,63.0138419473838,0.206218061021951,0.458669909327537,0.764648194210517,5,5,3,1,3,6,98.0392156862745,93.1372549019608,97.7956742962887,92.7158644522972,88.90951796942,1.13587215578308,3.45237757184825,4.76812185789143,51,51,2020,11,
California Pacific Medical Center (CAPM),CAPM,TX1,2021-01-04 18:00:00,HR,1,2,2,97.2222222222222,93.75,80,96.6344887718393,91.4168456208292,82.5967439722331,1.25212250768889,3.1739442636628,1.76078707572404,36,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
University of California San Diego Medical Center (CASD),CASD,TX1,2021-01-04 18:00:00,HR,3,6,5,97.5806451612903,94.8152814828669,90.4857486953031,96.3304806077824,90.4534222025644,86.0417397768258,4.62248916069962,11.7538268557869,7.73500344122324,124,124,53,0,0,0,100,100,97.8008580021979,92.719922881954,0,0.0444750035551063,0.151189025815034,0,2,2,2020,11,
University of California San Francisco Medical Center (CASF),CASF,TX1,2021-01-04 18:00:00,HR,1,2,7,97.5609756097561,95.1219512195122,80.5555555555556,96.8899584404892,91.8301118801178,84.0456219425883,1.28328792577549,3.15689868744341,5.36840883958029,41,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Sutter Meidcal Center Sacramento (CASG),CASG,TX1,2021-01-04 18:00:00,HR,3,3,2,88.4615384615385,88.4615384615385,92.3076923076923,97.2998409930763,92.8694882733706,85.0669484965576,0.660797960285768,1.56449522856193,4.10847072034008,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Sharp Memorial Hospital (CASH),CASH,TX1,2021-01-04 18:00:00,HR,3,4,1,90.9090909090909,87.8787878787879,96.1538461538462,97.0039500868148,92.1422853875489,87.7755395440429,0.969237097090575,2.33777967500669,3.31525815885121,33,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Stanford Health Care (CASU),CASU,TX1,2021-01-04 18:00:00,HR,2,7,29,98.6394557823129,95.2283071501982,78.3582089552239,96.6327298560942,91.1914453205901,84.2715261400646,5.0463620641689,12.583177756659,19.8403684211512,147,147,134,0,0,0,0,0,0,0,88.90951796942,0,0,0.117550985426146,0,0,2020,11,
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2021-01-04 18:00:00,HR,3,6,20,96.8421052631579,93.2151238104534,81.7424242424243,96.4087248242098,90.7077917578802,83.8976187814129,3.43342324945616,8.48323922486329,16.8274013397908,95,95,110,0,0,1,100,100,97.6363802368837,92.2248056766632,88.90951796942,0.575195612373985,1.72850552122222,2.78026947971468,24,24,2020,11,
Keck Hospital of USC (CAUH),CAUH,TX1,2021-01-04 18:00:00,HR,0,0,4,100,100,90.4761904761905,96.9186860058824,91.9865627706366,85.7673979947219,1.2954482559246,3.30419908099928,6.21516527603862,41,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Children's Hospital Colorado (COCH),COCH,TX1,2021-01-04 18:00:00,HR,0,0,0,100,100,100,89.7242029117717,74.5414731568808,87.4180144934818,0.108429632674329,0.293814528825578,0.134468809079418,1,1,1,1,2,2,97.0588235294118,93.3257918552036,97.7319160359627,92.5447389683711,88.90951796942,0.762955040266753,2.48277739078137,3.45592053734603,34,34,2020,11,
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2021-01-04 18:00:00,HR,1,6,13,99,93.6739019045176,83.671875,97.1003596489653,92.3912664873951,84.9445284635066,2.92960014163483,7.30168892426344,11.7922626950356,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Hartford Hospital (CTHH),CTHH,TX1,2021-01-04 18:00:00,HR,0,2,4,100,94.8717948717949,87.5,95.733332849273,89.1815223753848,85.1843856997878,1.73764758053517,4.11652751997039,4.59219306088318,39,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Yale New Haven Hospital (CTYN),CTYN,TX1,2021-01-04 18:00:00,HR,2,10,6,97.3333333333333,85.8827620141053,77.7777777777778,95.9304044364749,89.8347503571207,86.1905302057255,3.19676032313059,7.81010136596709,3.08385526003185,75,75,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Children's National Medical Center (DCCH),DCCH,TX1,2021-01-04 18:00:00,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,93.75,68.75,97.6634457803655,92.3323450276095,88.90951796942,0.375470926076409,0.95416954861092,2.12755829395409,16,16,2020,11,
Washington Hospital Center (DCWH),DCWH,TX1,2021-01-04 18:00:00,HR,0,1,5,100,97.2222222222222,88.6363636363636,97.4005762083824,93.1396479430923,85.0161592259627,1.05614239512239,2.62617345603017,6.99480849881021,40,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2021-01-04 18:00:00,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,100,97.822339913924,92.8058208078703,88.90951796942,0.110199993702539,0.261702519334487,0.616330689006852,5,5,2020,11,
Johns Hopkins All Children's Hospital (FLAC),FLAC,TX1,2021-01-04 18:00:00,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,88.8888888888889,96.1139636214456,87.8846106532049,88.90951796942,0.363572233475147,0.885395093990605,2.5817100385899,9,9,2020,11,
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2021-01-04 18:00:00,HR,4,7,6,93.4426229508197,88.4627281163006,85.3658536585366,94.8343006873194,87.5799386908332,80.7032796951862,3.4772758001514,7.38891368537716,7.36710774121493,61,61,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Florida Hospital Medical Center (FLFH),FLFH,TX1,2021-01-04 18:00:00,HR,7,15,12,94.8529411764706,88.4617065608815,87.9886363636364,96.3181723180185,90.6525472845712,85.9710423577441,4.46639177588693,10.3185327428915,14.1249276327918,136,136,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD),FLJD,TX1,2021-01-04 18:00:00,HR,1,1,0,50,50,0,95.2112495844503,87.6089230879178,0,0.0852712165539492,0.117518389508757,0,2,2,0,0,0,0,100,100,97.803532729462,92.7408693612161,88.90951796942,0.466755122758555,1.53516017777586,1.74823639509919,21,21,2020,11,
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2021-01-04 18:00:00,HR,3,5,11,95,91.3475177304964,80.3571428571428,97.2402667550275,92.7374930201602,86.4730258657689,1.62420093662703,4.13182562781616,7.22552008391767,60,60,56,0,0,0,100,100,97.9846586552469,93.3578149129369,88.90951796942,0.102095382293497,0.347064646550097,0.470203941704584,5,5,2020,11,
Memorial Regional Hospital (FLMR),FLMR,TX1,2021-01-04 18:00:00,HR,0,2,1,100,94.2928039702233,92.8571428571429,96.1413995386225,89.9883798527136,86.2565752030612,1.54457163471305,3.79124501168039,1.91647172337535,39,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Mayo Clinic Florida (FLSL),FLSL,TX1,2021-01-04 18:00:00,HR,2,7,9,96.8253968253968,87.4862256664977,79.8730158730159,96.6923824376933,91.3709688578436,82.4793826595501,2.0869017338226,4.96743109367521,8.13185609122574,63,63,45,0,0,0,100,100,97.9112930898974,93.0758110877242,0,0.0211082897856434,0.0717558519216002,0,1,1,2020,11,
Tampa General Hospital (FLTG),FLTG,TX1,2021-01-04 18:00:00,HR,8,13,5,92.7272727272727,87.9361081654295,95.5752212389381,96.9789165472671,92.0612425181373,87.0162508138442,3.19176948264673,7.98619923548244,15.2890888393685,110,110,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
UF Health Shands Hospital (FLUF),FLUF,TX1,2021-01-04 18:00:00,HR,2,5,10,93.75,83.125,80,96.7571658030529,91.5429973314035,84.6440882273247,1.01639606378353,2.19102298026672,7.42356656164441,32,32,50,2,3,4,95.1219512195122,92.2394678492239,97.6665097475245,92.3003808763449,88.90951796942,0.949453930191782,2.84006943132839,4.81725275689418,41,41,2020,11,
Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2021-01-04 18:00:00,HR,0,0,0,0,0,100,0,0,81.2338450863763,0,0,0.419938496405291,0,0,2,1,1,4,96.4285714285714,96.4285714285714,98.1808707996396,93.9555566077423,88.90951796942,0.510262918225171,1.55770533831386,5.50681724896887,28,28,2020,11,
Emory University Hospital (GAEM),GAEM,TX1,2021-01-04 18:00:00,HR,3,9,14,96.5116279069768,88.1483908287219,82.2784810126582,96.7052681604922,91.3791836481823,85.705354285627,2.76695695376805,6.67900676846793,10.4559736020466,86,86,79,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Piedmont Hospital (GAPH),GAPH,TX1,2021-01-04 18:00:00,HR,2,5,8,93.5483870967742,81.1491935483871,70.3703703703704,96.7430870887712,91.520240550867,86.0890880193185,0.950084234751111,2.23967960471247,3.49865062663182,31,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2021-01-04 18:00:00,HR,1,2,2,95.4545454545455,90.9090909090909,91.304347826087,96.3522527850333,90.507375568328,84.8361037854562,0.810638528551059,1.8939444119167,3.66668584211808,22,22,23,0,3,3,100,80.2083333333333,97.7793257233333,92.7165664358223,88.90951796942,0.360781961164111,1.01635504976775,1.15081403399298,16,16,2020,11,
Advocate Christ Medical Center (ILCH),ILCH,TX1,2021-01-04 18:00:00,HR,0,0,7,100,100,85.3658536585366,97.2721580455235,92.8108106092438,87.4336954628511,1.77483031966948,4.51577045504641,6.1008407625695,64,64,48,0,0,0,100,100,98.6203808319602,95.3872264536149,0,0.0138922435897494,0.040782594538576,0,1,1,2020,11,
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2021-01-04 18:00:00,HR,0,0,0,100,100,0,91.1347471064837,79.9877200642628,0,0.500859617866729,1.04573880351967,0,5,5,0,0,2,2,100,96.3389830508475,97.5039708746418,91.8206202367246,88.90951796942,1.62255035747199,4.85012620920308,4.30160196566385,64,64,2020,11,
Loyola University Medical Center (ILLU),ILLU,TX1,2021-01-04 18:00:00,HR,2,6,8,96.875,90.0436597187977,86.4406779661017,95.7989674425408,89.1861573425132,83.6995639599818,2.66994832616671,6.59409705550719,10.1450217517015,64,64,59,0,0,0,100,100,97.744976960525,92.5394497660164,0,0.0228083750360467,0.0775351484312116,0,1,1,2020,11,
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2021-01-04 18:00:00,HR,9,15,12,91.3461538461539,84.9468990168878,82.5655976676385,96.2300886948032,90.7398091430506,86.3694944825169,3.25337492906543,7.58254528384314,9.0580799376992,104,104,70,0,0,0,100,100,98.1028860106788,93.6964043520151,0,0.0191534007804057,0.0423444939493943,0,1,1,2020,11,
University of Chicago Medical Center (ILUC),ILUC,TX1,2021-01-04 18:00:00,HR,1,1,10,98.6666666666667,98.6666666666667,86.4864864864865,96.4293147153419,90.7021574070851,86.3090079717386,2.71486526537022,6.83564233297474,10.1549897138406,75,75,74,0,0,0,100,100,97.3757623988724,91.4367415348382,0,0.133511641869703,0.383800774761702,0,5,5,2020,11,
Indiana University Health (INIM),INIM,TX1,2021-01-04 18:00:00,HR,4,4,5,87.8787878787879,87.8787878787879,88.0952380952381,94.728392210101,86.8726435354509,86.9527942725266,1.5252827236541,3.38001689072623,5.47145874801943,33,33,42,0,1,0,100,83.3333333333333,97.7211504477698,92.4739946103572,88.90951796942,0.207603347017439,0.533773850608992,1.5281628105399,9,9,2020,11,
Lutheran Hospital of Fort Wayne (INLH),INLH,TX1,2021-01-04 18:00:00,HR,1,3,2,87.5,62.5,86.6666666666667,96.6503011399304,91.2057896294907,86.632890895002,0.268023198952269,0.611392484228445,1.81944203584153,8,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
St Vincent Hospital and Health Care Center (INSV),INSV,TX1,2021-01-04 18:00:00,HR,3,7,9,97.0588235294118,92.907114189895,87.3239436619719,97.163621643557,92.517218224352,86.0224315707518,2.90274770471181,7.21205246736149,10.1671335307808,102,102,71,0,0,0,100,100,98.5452509342942,95.1405676933489,0,0.0293090477227855,0.092558224559653,0,2,2,2020,11,
University of Kansas Hospital (KSUK),KSUK,TX1,2021-01-04 18:00:00,HR,1,2,0,98.0769230769231,96.1538461538461,100,97.1492030984846,92.6268179806717,89.4674490458342,1.47148845374363,3.46693192595352,1.10670048384888,52,52,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Jewish Hospital (KYJH),KYJH,TX1,2021-01-04 18:00:00,HR,0,1,4,100,92.8571428571429,80.9523809523809,97.3122158511924,92.8941077639107,86.5234473793042,0.463611694551153,1.18548848439974,2.69192440855086,17,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Norton Children's Hospital (KYKC),KYKC,TX1,2021-01-04 18:00:00,HR,0,0,0,100,100,0,97.8318834080174,94.2333297437637,0,0.0219196558588532,0.0411563892249383,0,1,1,0,2,3,1,90,84.7058823529412,96.6290658867195,89.2315727491847,88.90951796942,0.639321971099153,1.74192676133775,0.837488074744833,20,20,2020,11,
University of Kentucky Medical Center (KYUK),KYUK,TX1,2021-01-04 18:00:00,HR,3,8,17,96,88.314465408805,82.8947368421053,96.2638573912559,90.2626631802959,85.1794430148811,2.79052565204944,6.73194414614823,14.8021470237189,75,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
