,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C,RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,RCC_N_C,D_OR_L,YEAR,MONTH
39,Erie County Medical Center (NYEC) , NYEC , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 33.3 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2014,December
40,Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2014/12/16 , Pancreas , 20.0 , 0.0 , 0.0 , 20.0 , 0.0 , 0.0 , 0.0 , 0.0 , 40.0 , 20.0 , 40.0 , 20.0 , 20.0 , 40.0 , 20.0 , 0.0 , 0.0 , 40.0 , 60.0 , 0.0 , 0.0 , 0.0 , 20.0 , 20.0 , 0.0 , 80.0 , 80.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 5 ,D,2014,December
41,The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2014/12/16 , Pancreas , 28.6 , 0.0 , 0.0 , 14.3 , 42.9 , 0.0 , 0.0 , 0.0 , 42.9 , 42.9 , 14.3 , 57.1 , 28.6 , 14.3 , 0.0 , 0.0 , 0.0 , 42.9 , 57.1 , 0.0 , 0.0 , 0.0 , 0.0 , 71.4 , 0.0 , 28.6 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 7 ,D,2014,December
42,Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 25.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 25.0 , 25.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2014,December
43,University of Cincinnati  Medical Center (OHUC) , OHUC , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2014,December
44,Allegheny General Hospital (PAAG) , PAAG , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2014,December
45,Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2014/12/16 , Pancreas , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2014,December
46,Geisinger Medical Center (PAGM) , PAGM , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,December
47,Pinnacle Health System at Harrisburg Hospital (PAHH) , PAHH , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,December
48,University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 40.0 , 0.0 , 20.0 , 0.0 , 0.0 , 60.0 , 20.0 , 20.0 , 0.0 , 60.0 , 40.0 , 0.0 , 0.0 , 0.0 , 60.0 , 40.0 , 0.0 , 0.0 , 0.0 , 0.0 , 40.0 , 0.0 , 60.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 5 ,D,2014,December
49,Medical University of South Carolina (SCMU) , SCMU , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2014,December
50,Avera McKennan Hospital (SDMK) , SDMK , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2014,December
51,Methodist University Hospital (TNMH) , TNMH , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,December
52,Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,December
53,Medical City Dallas Hospital (TXHD) , TXHD , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,December
54,Methodist Specialty and Transplant Hospital (TXHS) , TXHS , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2014,December
55,The Methodist Hospital (TXMH) , TXMH , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 75.0 , 0.0 , 0.0 , 0.0 , 25.0 , 25.0 , 50.0 , 25.0 , 50.0 , 0.0 , 25.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2014,December
56,Scott and White Memorial Hospital (TXSW) , TXSW , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 33.3 , 33.3 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2014,December
57,University of Utah Medical Center (UTMC) , UTMC , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2014,December
58,Swedish Medical Center (WASM) , WASM , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,December
59,Virginia Mason Medical Center (WAVM) , WAVM , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2014,December
60,Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2014,December
61,University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2014/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 22.2 , 38.9 , 11.1 , 0.0 , 5.6 , 38.9 , 22.2 , 33.3 , 5.6 , 50.0 , 22.2 , 22.2 , 0.0 , 0.0 , 44.4 , 55.6 , 0.0 , 0.0 , 0.0 , 0.0 , 83.3 , 0.0 , 16.7 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 18 ,D,2014,December
1,Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 75.0 , 25.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2015,December
2,Banner University Medical Center-Tucson (AZUA) , AZUA , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,December
3,Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
4,Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,December
5,Loma Linda University Medical Center (CALL) , CALL , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,December
6,University of California San Diego Medical Center (CASD) , CASD , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
7,University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,December
8,St. Vincent Medical Center (CASV) , CASV , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
9,University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2015/12/16 , Pancreas , 60.0 , 0.0 , 0.0 , 0.0 , 20.0 , 0.0 , 0.0 , 0.0 , 20.0 , 0.0 , 80.0 , 80.0 , 20.0 , 0.0 , 0.0 , 0.0 , 0.0 , 80.0 , 20.0 , 0.0 , 0.0 , 40.0 , 20.0 , 100.0 , 0.0 , 0.0 , 40.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 5 ,D,2015,December
10,University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
11,Georgetown University Medical Center (DCGU) , DCGU , TX1 , 2015/12/16 , Pancreas , 50.0 , 0.0 , 30.0 , 0.0 , 20.0 , 0.0 , 0.0 , 20.0 , 10.0 , 30.0 , 40.0 , 80.0 , 10.0 , 10.0 , 0.0 , 0.0 , 0.0 , 30.0 , 70.0 , 0.0 , 0.0 , 60.0 , 0.0 , 80.0 , 0.0 , 20.0 , 40.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 10 ,D,2015,December
12,Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
13,Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2015/12/16 , Pancreas , 35.3 , 11.8 , 17.6 , 11.8 , 5.9 , 0.0 , 0.0 , 0.0 , 29.4 , 11.8 , 58.8 , 64.7 , 23.5 , 0.0 , 11.8 , 0.0 , 0.0 , 70.6 , 29.4 , 0.0 , 0.0 , 41.2 , 11.8 , 82.4 , 0.0 , 17.6 , 47.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 17 ,D,2015,December
14,Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 33.3 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 33.3 , 33.3 , 33.3 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 0.0 , 33.3 , 66.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2015,December
15,Tampa General Hospital (FLTG) , FLTG , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 100.0 , 33.3 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2015,December
16,University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
17,Mercy Medical Center-Des Moines (IAMH) , IAMH , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,December
