ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2017-01-04 18:00:00,HR,2,4,4,27,27,23,,,,,,2017,1
Temple University Hospital (PATU),PATU,TX1,2017-01-04 18:00:00,HR,1,3,2,35,35,12,,,,,,2017,1
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2017-01-04 18:00:00,HR,7,15,18,133,133,115,,,,,,2017,1
Cardiovascular Center of Puerto Rico and the Caribbean (PRCC),PRCC,TX1,2017-01-04 18:00:00,HR,0,1,3,12,12,12,,,0,,,2017,1
Medical University of South Carolina (SCMU),SCMU,TX1,2017-01-04 18:00:00,HR,1,4,2,12,12,29,1,1,2,11,11,2017,1
Baptist Memorial Hospital (TNBM),TNBM,TX1,2017-01-04 18:00:00,HR,1,2,9,28,28,36,,,,,,2017,1
Saint Thomas Hospital (TNST),TNST,TX1,2017-01-04 18:00:00,HR,,,2,,,10,,,,,,2017,1
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2017-01-04 18:00:00,HR,2,12,11,100,100,83,1,2,1,28,28,2017,1
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2017-01-04 18:00:00,HR,,,,,,,2,2,2,41,41,2017,1
Seton Medical Center Austin (TXCT),TXCT,TX1,2017-01-04 18:00:00,HR,3,7,5,43,43,26,,,,,,2017,1
Medical City Dallas Hospital (TXHD),TXHD,TX1,2017-01-04 18:00:00,HR,1,4,5,39,39,38,,,,,,2017,1
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2017-01-04 18:00:00,HR,3,9,1,96,96,22,0,0,,2,2,2017,1
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2017-01-04 18:00:00,HR,5,10,22,70,70,102,,,,,,2017,1
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2017-01-04 18:00:00,HR,11,13,9,53,53,51,,,1,,,2017,1
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2017-01-04 18:00:00,HR,0,2,5,14,14,17,,,,,,2017,1
Houston Methodist Hospital (TXMH),TXMH,TX1,2017-01-04 18:00:00,HR,4,4,15,62,62,65,,,0,,,2017,1
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2017-01-04 18:00:00,HR,6,8,8,82,82,67,,,,,,2017,1
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2017-01-04 18:00:00,HR,0,0,7,13,13,20,,,,,,2017,1
Texas Children's Hospital (TXTC),TXTC,TX1,2017-01-04 18:00:00,HR,0,0,2,3,3,5,0,4,4,58,58,2017,1
Baylor University Medical Center (TXTX),TXTX,TX1,2017-01-04 18:00:00,HR,6,19,18,185,185,102,,,,,,2017,1
Intermountain Medical Center (UTLD),UTLD,TX1,2017-01-04 18:00:00,HR,2,2,2,32,32,35,,,,,,2017,1
University of Utah Medical Center (UTMC),UTMC,TX1,2017-01-04 18:00:00,HR,0,4,6,45,45,38,,,,,,2017,1
Primary Children's Hospital (UTPC),UTPC,TX1,2017-01-04 18:00:00,HR,0,0,0,2,2,1,0,0,1,22,22,2017,1
Inova Fairfax Hospital (VAFH),VAFH,TX1,2017-01-04 18:00:00,HR,3,5,9,56,56,47,0,0,0,1,1,2017,1
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2017-01-04 18:00:00,HR,5,7,6,45,45,44,0,0,0,1,1,2017,1
Hunter Holmes McGuire Veterans Administration Medical Center (VAMV),VAMV,TX1,2017-01-04 18:00:00,HR,0,1,3,21,21,15,,,,,,2017,1
Sentara Norfolk General Hospital (VANG),VANG,TX1,2017-01-04 18:00:00,HR,5,7,2,39,39,27,,,,,,2017,1
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2017-01-04 18:00:00,HR,3,3,6,23,23,30,1,3,0,19,19,2017,1
Seattle Children's Hospital (WACH),WACH,TX1,2017-01-04 18:00:00,HR,0,0,0,1,1,2,1,2,1,48,48,2017,1
Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2017-01-04 18:00:00,HR,1,1,2,23,23,24,,,0,,,2017,1
University of Washington Medical Center (WAUW),WAUW,TX1,2017-01-04 18:00:00,HR,5,5,7,96,96,49,,,,,,2017,1
Children's Hospital of Wisconsin (WICH),WICH,TX1,2017-01-04 18:00:00,HR,0,0,4,1,1,8,3,4,7,23,23,2017,1
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2017-01-04 18:00:00,HR,0,3,0,18,18,4,,,,,,2017,1
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2017-01-04 18:00:00,HR,1,5,9,56,56,92,,,,,,2017,1
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2017-01-04 18:00:00,HR,3,5,7,46,46,40,,,,,,2017,1
Children's of Alabama (ALCH) , ALCH , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , 0 , 1 , NA , 10 , 10 ,2015,6
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2015/06/16 , Heart , 2 , 4 , 3 , 49 , 49 , 45 , 0 , 0 , 1 , 6 , 6 ,2015,6
Baptist Medical Center (ARBH) , ARBH , TX1 , 2015/06/16 , Heart , 2 , 3 , 1 , 29 , 29 , 21 , NA , NA , NA , NA , NA ,2015,6
Arkansas Children's Hospital (ARCH) , ARCH , TX1 , 2015/06/16 , Heart , 0 , 2 , 0 , 7 , 7 , 1 , 3 , 8 , 18 , 47 , 47 ,2015,6
Phoenix Children's Hospital (AZCH) , AZCH , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , 0 , 0 , 1 , 20 , 20 ,2015,6
Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2015/06/16 , Heart , 1 , 1 , 3 , 55 , 55 , 39 , NA , NA , NA , NA , NA ,2015,6
St. Joseph's Hospital and Medical Center (AZSJ) , AZSJ , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , 0 , NA , NA ,2015,6
Banner University Medical Center-Tucson (AZUA) , AZUA , TX1 , 2015/06/16 , Heart , 0 , 4 , 6 , 14 , 14 , 28 , 0 , 0 , 1 , 1 , 1 ,2015,6
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2015/06/16 , Heart , 0 , 1 , NA , 2 , 2 , NA , 0 , 0 , 0 , 15 , 15 ,2015,6
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2015/06/16 , Heart , 9 , 20 , 24 , 238 , 238 , 164 , NA , NA , NA , NA , NA ,2015,6
Loma Linda University Medical Center (CALL) , CALL , TX1 , 2015/06/16 , Heart , 0 , 3 , 3 , 25 , 25 , 24 , 2 , 2 , 2 , 17 , 17 ,2015,6
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2015/06/16 , Heart , 0 , 1 , 0 , 5 , 5 , 1 , 1 , 3 , 7 , 39 , 39 ,2015,6
California Pacific Medical Center (CAPM) , CAPM , TX1 , 2015/06/16 , Heart , 1 , 3 , 6 , 14 , 14 , 28 , NA , NA , NA , NA , NA ,2015,6
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2015/06/16 , Heart , 3 , 4 , 4 , 27 , 27 , 12 , NA , NA , NA , NA , NA ,2015,6
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2015/06/16 , Heart , 0 , 2 , 1 , 33 , 33 , 18 , NA , NA , NA , NA , NA ,2015,6
Sutter Memorial Hospital (CASG) , CASG , TX1 , 2015/06/16 , Heart , 1 , 2 , 2 , 27 , 27 , 20 , NA , NA , NA , NA , NA ,2015,6
Sharp Memorial Hospital (CASH) , CASH , TX1 , 2015/06/16 , Heart , 0 , 0 , 2 , 29 , 29 , 31 , NA , NA , NA , NA , NA ,2015,6
Stanford University Medical Center (CASU) , CASU , TX1 , 2015/06/16 , Heart , 2 , 6 , 10 , 90 , 90 , 70 , NA , NA , 1 , NA , NA ,2015,6
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2015/06/16 , Heart , 2 , 10 , 17 , 98 , 98 , 105 , 2 , 2 , 6 , 29 , 29 ,2015,6
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2015/06/16 , Heart , 0 , 1 , 5 , 45 , 45 , 40 , NA , NA , NA , NA , NA ,2015,6
Children's Hospital Colorado (COCH) , COCH , TX1 , 2015/06/16 , Heart , 1 , 1 , 1 , 3 , 3 , 6 , 2 , 2 , 4 , 18 , 18 ,2015,6
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2015/06/16 , Heart , 2 , 7 , 3 , 44 , 44 , 42 , NA , NA , NA , NA , NA ,2015,6
Hartford Hospital (CTHH) , CTHH , TX1 , 2015/06/16 , Heart , 0 , 1 , 6 , 28 , 28 , 40 , NA , NA , NA , NA , NA ,2015,6
Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2015/06/16 , Heart , 2 , 3 , 1 , 23 , 23 , 30 , NA , NA , NA , NA , NA ,2015,6
Children's National Medical Center (DCCH) , DCCH , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , 0 , 1 , NA , 5 , 5 ,2015,6
Washington Hospital Center (DCWH) , DCWH , TX1 , 2015/06/16 , Heart , 5 , 7 , 7 , 25 , 25 , 25 , 0 , 0 , 0 , 1 , 1 ,2015,6
Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , 0 , 3 , 2 , 6 , 6 ,2015,6
All Children's Hospital (FLAC) , FLAC , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , 1 , 3 , 0 , 20 , 20 ,2015,6
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2015/06/16 , Heart , 0 , 2 , NA , 16 , 16 , NA , NA , NA , NA , NA , NA ,2015,6
Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD) , FLJD , TX1 , 2015/06/16 , Heart , 0 , 0 , NA , 1 , 1 , NA , 0 , 0 , 0 , 9 , 9 ,2015,6
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2015/06/16 , Heart , 2 , 3 , 10 , 40 , 40 , 65 , 0 , 0 , NA , 4 , 4 ,2015,6
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2015/06/16 , Heart , 2 , 6 , 11 , 61 , 61 , 65 , NA , NA , NA , NA , NA ,2015,6
Tampa General Hospital (FLTG) , FLTG , TX1 , 2015/06/16 , Heart , 4 , 11 , 21 , 108 , 108 , 139 , NA , NA , NA , NA , NA ,2015,6
UF Health Shands Hospital (FLUF) , FLUF , TX1 , 2015/06/16 , Heart , 2 , 5 , 11 , 36 , 36 , 64 , 2 , 4 , 5 , 26 , 26 ,2015,6
Children's Healthcare of Atlanta at Egleston (GAEH) , GAEH , TX1 , 2015/06/16 , Heart , 0 , 0 , 0 , 2 , 2 , 1 , 1 , 2 , 5 , 37 , 37 ,2015,6
Emory University Hospital (GAEM) , GAEM , TX1 , 2015/06/16 , Heart , 6 , 7 , 12 , 73 , 73 , 63 , NA , NA , NA , NA , NA ,2015,6
Piedmont Hospital (GAPH) , GAPH , TX1 , 2015/06/16 , Heart , 1 , 3 , NA , 15 , 15 , NA , NA , NA , NA , NA , NA ,2015,6
Saint Joseph's Hospital of Atlanta (GASJ) , GASJ , TX1 , 2015/06/16 , Heart , 0 , 0 , 12 , 5 , 5 , 36 , NA , NA , NA , NA , NA ,2015,6
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2015/06/16 , Heart , 0 , 0 , 4 , 31 , 31 , 31 , 0 , 0 , 0 , 5 , 5 ,2015,6
Advocate Christ Medical Center (ILCH) , ILCH , TX1 , 2015/06/16 , Heart , 1 , 2 , 5 , 32 , 32 , 23 , NA , NA , NA , NA , NA ,2015,6
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM) , ILCM , TX1 , 2015/06/16 , Heart , 0 , 1 , 0 , 3 , 3 , 1 , 1 , 2 , 7 , 42 , 42 ,2015,6
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2015/06/16 , Heart , 1 , 1 , 5 , 30 , 30 , 31 , NA , NA , NA , NA , NA ,2015,6
Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2015/06/16 , Heart , 2 , 8 , 7 , 55 , 55 , 38 , NA , NA , NA , NA , NA ,2015,6
Rush University Medical Center (ILPL) , ILPL , TX1 , 2015/06/16 , Heart , 1 , 1 , 4 , 13 , 13 , 9 , NA , NA , NA , NA , NA ,2015,6
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2015/06/16 , Heart , 1 , 10 , 12 , 62 , 62 , 51 , NA , NA , 1 , NA , NA ,2015,6
Indiana University Health (INIM) , INIM , TX1 , 2015/06/16 , Heart , 2 , 4 , 5 , 46 , 46 , 40 , 0 , 1 , 0 , 16 , 16 ,2015,6
Lutheran Hospital of Fort Wayne (INLH) , INLH , TX1 , 2015/06/16 , Heart , 2 , 2 , 3 , 21 , 21 , 14 , NA , NA , NA , NA , NA ,2015,6
St Vincent Hospital and Health Care Center (INSV) , INSV , TX1 , 2015/06/16 , Heart , 2 , 6 , 8 , 53 , 53 , 52 , NA , NA , NA , NA , NA ,2015,6
Jewish Hospital (KYJH) , KYJH , TX1 , 2015/06/16 , Heart , 2 , 4 , 8 , 33 , 33 , 35 , NA , NA , NA , NA , NA ,2015,6
Kosair Children's Hospital (KYKC) , KYKC , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , 1 , NA , NA ,2015,6
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2015/06/16 , Heart , 0 , 0 , 5 , 32 , 32 , 20 , NA , NA , NA , NA , NA ,2015,6
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2015/06/16 , Heart , 2 , 5 , 7 , 50 , 50 , 54 , 0 , 0 , 0 , 6 , 6 ,2015,6
Tulane Medical Center (LATU) , LATU , TX1 , 2015/06/16 , Heart , NA , NA , 2 , NA , NA , 14 , NA , NA , 1 , NA , NA ,2015,6
Boston Children's Hospital (MACH) , MACH , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , 0 , 1 , 3 , 35 , 35 ,2015,6
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2015/06/16 , Heart , 1 , 2 , 5 , 35 , 35 , 29 , NA , NA , NA , NA , NA ,2015,6
Tufts Medical Center (MANM) , MANM , TX1 , 2015/06/16 , Heart , 1 , 1 , 10 , 43 , 43 , 47 , NA , NA , NA , NA , NA ,2015,6
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2015/06/16 , Heart , 2 , 6 , 7 , 38 , 38 , 45 , NA , NA , NA , NA , NA ,2015,6
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2015/06/16 , Heart , 0 , 1 , 7 , 31 , 31 , 31 , 0 , 2 , 4 , 9 , 9 ,2015,6
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2015/06/16 , Heart , 0 , 3 , 3 , 40 , 40 , 26 , 0 , 0 , NA , 2 , 2 ,2015,6
Children's Hospital of Michigan (MICH) , MICH , TX1 , 2015/06/16 , Heart , NA , NA , 1 , NA , NA , 2 , 0 , 0 , 6 , 1 , 1 ,2015,6
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2015/06/16 , Heart , 1 , 1 , 5 , 23 , 23 , 23 , NA , NA , NA , NA , NA ,2015,6
Spectrum Health (MISH) , MISH , TX1 , 2015/06/16 , Heart , 3 , 3 , 2 , 24 , 24 , 15 , NA , NA , NA , NA , NA ,2015,6
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2015/06/16 , Heart , 1 , 4 , 9 , 71 , 71 , 79 , 1 , 1 , 0 , 21 , 21 ,2015,6
Univ of MN Amplatz Children's Hosp (MNAC) , MNAC , TX1 , 2015/06/16 , Heart , 1 , 1 , NA , 2 , 2 , NA , 0 , 0 , NA , 4 , 4 ,2015,6
Abbott Northwestern Hospital (MNAN) , MNAN , TX1 , 2015/06/16 , Heart , 1 , 1 , 3 , 36 , 36 , 28 , 0 , 0 , NA , 1 , 1 ,2015,6
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2015/06/16 , Heart , 1 , 3 , 4 , 50 , 50 , 49 , 0 , 1 , 0 , 10 , 10 ,2015,6
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2015/06/16 , Heart , 4 , 6 , 7 , 44 , 44 , 46 , 2 , 2 , 3 , 15 , 15 ,2015,6
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2015/06/16 , Heart , 5 , 8 , 14 , 95 , 95 , 72 , NA , NA , NA , NA , NA ,2015,6
Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , 0 , 1 , 1 , 7 , 7 ,2015,6
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2015/06/16 , Heart , 0 , 0 , 0 , 1 , 1 , 4 , 2 , 4 , 9 , 39 , 39 ,2015,6
St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2015/06/16 , Heart , 4 , 8 , 8 , 110 , 110 , 100 , 0 , 0 , NA , 1 , 1 ,2015,6
University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2015/06/16 , Heart , 1 , 2 , 7 , 21 , 21 , 23 , 0 , 0 , 1 , 1 , 1 ,2015,6
Wake Forest Baptist Medical Center (NCBG) , NCBG , TX1 , 2015/06/16 , Heart , 1 , 2 , 1 , 24 , 24 , 25 , NA , NA , NA , NA , NA ,2015,6
Carolinas Medical Center (NCCM) , NCCM , TX1 , 2015/06/16 , Heart , 1 , 2 , 2 , 44 , 44 , 47 , 1 , 2 , 1 , 12 , 12 ,2015,6
Duke University Hospital (NCDU) , NCDU , TX1 , 2015/06/16 , Heart , 4 , 9 , 36 , 139 , 139 , 131 , 0 , 2 , 2 , 16 , 16 ,2015,6
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2015/06/16 , Heart , 1 , 3 , 9 , 28 , 28 , 42 , 0 , 0 , 0 , 4 , 4 ,2015,6
Children's Hospital & Medical Center (NECH) , NECH , TX1 , 2015/06/16 , Heart , NA , NA , NA , NA , NA , NA , 0 , 0 , NA , 4 , 4 ,2015,6
The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2015/06/16 , Heart , 5 , 6 , 4 , 57 , 57 , 41 , 0 , 0 , 0 , 2 , 2 ,2015,6
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2015/06/16 , Heart , 7 , 12 , 19 , 149 , 149 , 133 , NA , NA , NA , NA , NA ,2015,6
Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2015/06/16 , Heart , 1 , 5 , 3 , 33 , 33 , 32 , NA , NA , NA , NA , NA ,2015,6
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2015/06/16 , Heart , 7 , 15 , 28 , 148 , 148 , 149 , 1 , 2 , 7 , 51 , 51 ,2015,6
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2015/06/16 , Heart , 0 , 3 , 1 , 26 , 26 , 25 , NA , NA , NA , NA , NA ,2015,6
Montefiore Medical Center (NYMA) , NYMA , TX1 , 2015/06/16 , Heart , 2 , 4 , 4 , 47 , 47 , 40 , 0 , 0 , 4 , 12 , 12 ,2015,6
Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2015/06/16 , Heart , 3 , 5 , 11 , 50 , 50 , 59 , 0 , 0 , 4 , 9 , 9 ,2015,6
Westchester Medical Center (NYWC) , NYWC , TX1 , 2015/06/16 , Heart , 2 , 3 , 7 , 47 , 47 , 32 , NA , NA , NA , NA , NA ,2015,6
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2015/06/16 , Heart , 4 , 8 , 14 , 98 , 98 , 119 , 1 , 1 , 1 , 11 , 11 ,2015,6
Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2015/06/16 , Heart , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 9 , 9 ,2015,6
Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2015/06/16 , Heart , 0 , 0 , NA , 4 , 4 , NA , 0 , 1 , 3 , 20 , 20 ,2015,6
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2015/06/16 , Heart , 0 , 2 , 8 , 30 , 30 , 34 , NA , NA , NA , NA , NA ,2015,6
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2015/06/16 , Heart , 0 , 0 , 2 , 1 , 1 , 7 , NA , NA , NA , NA , NA ,2015,6
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2015/06/16 , Heart , 1 , 2 , 9 , 48 , 48 , 31 , 0 , 0 , 1 , 1 , 1 ,2015,6
Providence Portland Medical Center (ORPM) , ORPM , TX1 , 2015/06/16 , Heart , NA , NA , 1 , NA , NA , 4 , NA , NA , NA , NA , NA ,2015,6
Oregon Health & Science University (ORUO) , ORUO , TX1 , 2015/06/16 , Heart , 1 , 2 , 3 , 40 , 40 , 44 , 0 , 0 , 0 , 1 , 1 ,2015,6
Allegheny General Hospital (PAAG) , PAAG , TX1 , 2015/06/16 , Heart , 1 , 4 , 8 , 47 , 47 , 53 , NA , NA , NA , NA , NA ,2015,6
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2015/06/16 , Heart , 0 , 0 , 0 , 1 , 1 , 2 , 0 , 0 , 0 , 27 , 27 ,2015,6
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2015/06/16 , Heart , 1 , 1 , 0 , 2 , 2 , 1 , 3 , 5 , 4 , 30 , 30 ,2015,6
Penn State Milton S Hershey Medical Center (PAHE) , PAHE , TX1 , 2015/06/16 , Heart , 1 , 8 , 9 , 41 , 41 , 32 , NA , NA , NA , NA , NA ,2015,6
Hahnemann University Hospital (PAHM) , PAHM , TX1 , 2015/06/16 , Heart , 2 , 3 , 1 , 11 , 11 , 22 , NA , NA , NA , NA , NA ,2015,6
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2015/06/16 , Heart , 6 , 9 , 21 , 77 , 77 , 103 , NA , NA , NA , NA , NA ,2015,6
Thomas Jefferson University Hospital (PATJ) , PATJ , TX1 , 2015/06/16 , Heart , 1 , 2 , 10 , 21 , 21 , 34 , NA , NA , NA , NA , NA ,2015,6
Temple University Hospital (PATU) , PATU , TX1 , 2015/06/16 , Heart , 1 , 4 , 3 , 23 , 23 , 8 , NA , NA , NA , NA , NA ,2015,6
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2015/06/16 , Heart , 9 , 14 , 23 , 115 , 115 , 125 , NA , NA , 0 , NA , NA ,2015,6
Cardiovascular Center of Puerto Rico and the Caribbean (PRCC) , PRCC , TX1 , 2015/06/16 , Heart , 1 , 1 , 3 , 11 , 11 , 14 , NA , NA , 0 , NA , NA ,2015,6
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2015/06/16 , Heart , 2 , 6 , 3 , 18 , 18 , 40 , 0 , 0 , 4 , 17 , 17 ,2015,6
Baptist Memorial Hospital (TNBM) , TNBM , TX1 , 2015/06/16 , Heart , 4 , 6 , 7 , 38 , 38 , 22 , NA , NA , NA , NA , NA ,2015,6
Saint Thomas Hospital (TNST) , TNST , TX1 , 2015/06/16 , Heart , NA , NA , 6 , NA , NA , 23 , NA , NA , NA , NA , NA ,2015,6
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2015/06/16 , Heart , 2 , 9 , 2 , 89 , 89 , 50 , 1 , 2 , 0 , 24 , 24 ,2015,6
Children's Medical Center of Dallas (TXCM) , TXCM , TX1 , 2015/06/16 , Heart , NA , NA , 0 , NA , NA , 2 , 0 , 0 , 7 , 42 , 42 ,2015,6
Seton Medical Center (TXCT) , TXCT , TX1 , 2015/06/16 , Heart , 1 , 4 , 8 , 31 , 31 , 28 , NA , NA , NA , NA , NA ,2015,6
Medical City Dallas Hospital (TXHD) , TXHD , TX1 , 2015/06/16 , Heart , 1 , 4 , 4 , 35 , 35 , 42 , NA , NA , NA , NA , NA ,2015,6
"Memorial Hermann Hospital, University of Texas at Houston (TXHH) ", TXHH , TX1 , 2015/06/16 , Heart , 3 , 5 , NA , 56 , 56 , NA , NA , NA , NA , NA , NA ,2015,6
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI) , TXHI , TX1 , 2015/06/16 , Heart , 4 , 9 , 24 , 96 , 96 , 99 , NA , NA , NA , NA , NA ,2015,6
Methodist Specialty and Transplant Hospital (TXHS) , TXHS , TX1 , 2015/06/16 , Heart , 5 , 6 , 9 , 45 , 45 , 52 , 0 , 0 , 0 , 2 , 2 ,2015,6
University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2015/06/16 , Heart , 0 , 4 , 4 , 20 , 20 , 12 , NA , NA , NA , NA , NA ,2015,6
The Methodist Hospital (TXMH) , TXMH , TX1 , 2015/06/16 , Heart , 8 , 9 , 12 , 63 , 63 , 51 , 0 , 0 , NA , 1 , 1 ,2015,6
Christus Santa Rosa Hospital Medical Center (TXRM) , TXRM , TX1 , 2015/06/16 , Heart , NA , NA , 1 , NA , NA , 9 , NA , NA , NA , NA , NA ,2015,6
William P. Clements Jr. University Hospital (TXSP) , TXSP , TX1 , 2015/06/16 , Heart , 3 , 8 , 10 , 67 , 67 , 56 , NA , NA , NA , NA , NA ,2015,6
Scott and White Memorial Hospital (TXSW) , TXSW , TX1 , 2015/06/16 , Heart , 1 , 2 , 5 , 15 , 15 , 18 , NA , NA , NA , NA , NA ,2015,6
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2015/06/16 , Heart , NA , NA , 2 , NA , NA , 5 , 0 , 1 , 2 , 42 , 42 ,2015,6
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2015/06/16 , Heart , 6 , 18 , 8 , 152 , 152 , 63 , NA , NA , NA , NA , NA ,2015,6
Intermountain Medical Center (UTLD) , UTLD , TX1 , 2015/06/16 , Heart , 0 , 1 , 2 , 34 , 34 , 35 , NA , NA , NA , NA , NA ,2015,6
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2015/06/16 , Heart , 0 , 2 , 7 , 40 , 40 , 37 , NA , NA , NA , NA , NA ,2015,6
Primary Children's Medical Center (UTPC) , UTPC , TX1 , 2015/06/16 , Heart , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 0 , 3 , 19 , 19 ,2015,6
Inova Fairfax Hospital (VAFH) , VAFH , TX1 , 2015/06/16 , Heart , 3 , 6 , 7 , 54 , 54 , 37 , 0 , 0 , NA , 2 , 2 ,2015,6
Medical College of Virginia Hospitals (VAMC) , VAMC , TX1 , 2015/06/16 , Heart , 3 , 5 , 8 , 44 , 44 , 46 , 0 , 0 , 0 , 2 , 2 ,2015,6
Hunter Holmes McGuire Veterans Administration Medical Center (VAMV) , VAMV , TX1 , 2015/06/16 , Heart , 0 , 3 , 2 , 16 , 16 , 13 , NA , NA , NA , NA , NA ,2015,6
Sentara Norfolk General Hospital (VANG) , VANG , TX1 , 2015/06/16 , Heart , 2 , 3 , 3 , 29 , 29 , 28 , NA , NA , NA , NA , NA ,2015,6
