ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Loma Linda University Medical Center (CALL),CALL,TX1,2023-01-05 18:00:00,KI,9,27,26,97.8277032826244,90.7778502454107,89.6547756281714,98.3855061878977,93.390218470493,89.9418917629796,6.6946237552464,19.824270789542,29.3783274229279,421,421,410,0,1,3,100,92.3076923076923,99.0996877540498,97.7284134052517,94.2945962916531,0.245801474756636,0.516187316968886,1.0521802864838,28,28,2022,11
UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2023-01-05 18:00:00,KI,0,0,0,0,0,100,0,0,92.3226118663201,0,0,0.0300449591723395,0,0,1,0,0,2,100,100,98.9930646055,97.818420054397,94.9081245780056,0.242223741261175,0.401432094468188,1.09328795891792,24,24,2022,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2023-01-05 18:00:00,KI,0,0,0,0,0,100,0,0,95.0297973062781,0,0,0.0509796877117056,0,0,1,0,0,0,100,100,99.0782870328868,97.7464789681935,94.5812434695962,0.539687097858089,1.08276033762321,3.73719204482957,59,59,2022,11
California Pacific Medical Center (CAPM),CAPM,TX1,2023-01-05 18:00:00,KI,6,15,31,98.6666266244131,95.7658078371548,89.3490941021271,98.6124162958981,94.2930412451682,90.6283796527181,6.12514980543737,19.3046000204589,28.75453725652,451,451,448,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Riverside Community Hospital (CARC),CARC,TX1,2023-01-05 18:00:00,KI,2,3,5,75,60,76.5811965811966,98.0432333869689,91.884437087481,88.2685734071026,0.108720806490726,0.366687615797215,2.43628785693442,8,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of California San Diego Medical Center (CASD),CASD,TX1,2023-01-05 18:00:00,KI,2,8,10,99.2592592592593,96.3468747811965,94.6923023224855,98.6060898426723,94.4328029889703,91.8116106199276,3.88348987831311,11.8396138839882,11.8002495774053,279,279,221,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2023-01-05 18:00:00,KI,12,30,36,98.5495570458517,95.475300877886,94.3434089294759,98.7323393983375,94.916364802129,92.0537873788871,10.4370571476003,32.8373134767409,45.9974098803307,833,833,833,1,1,0,50,50,99.1501934559944,97.6857786767092,90.9396930734345,0.0113592386365786,0.0262390574305751,0.2378884467963,2,2,2022,11
Sharp Memorial Hospital (CASH),CASH,TX1,2023-01-05 18:00:00,KI,0,12,7,100,92.4822123176013,89.3927086992155,98.4866443418579,93.8689655085331,92.5479237040925,2.95364508514245,8.69866891635871,8.65038933943269,195,195,170,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Saint Joseph Hospital (CASJ),CASJ,TX1,2023-01-05 18:00:00,KI,0,1,1,100,96.7741935483871,97.2972972972973,98.3662647869928,93.1295733513109,90.6661215711822,1.07341365987108,3.76538216204502,2.38701571653608,66,66,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of California Davis Medical Center (CASM),CASM,TX1,2023-01-05 18:00:00,KI,19,30,45,97.0756163101888,94.6714632464636,91.8705544487985,98.2809351973021,92.894062141584,90.0968200483685,10.8765840776731,37.2560150598732,44.3096722982189,651,651,633,0,0,0,100,100,98.9247477139808,97.8760902186091,94.6522520506345,0.248712393006126,0.401240250987192,0.718251635705199,23,23,2022,11
Stanford Health Care (CASU),CASU,TX1,2023-01-05 18:00:00,KI,0,7,11,100,97.3284022928567,94.3510312572716,98.7046778578937,94.6696920525165,92.2701146355138,4.28410264256125,13.8465417112032,16.5017257770365,333,333,305,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2023-01-05 18:00:00,KI,13,27,50,98.3985695064217,96.0111510891471,91.4485726049301,98.4652979144673,93.7663182839109,91.1877819136581,12.4827110239638,39.1226494928727,53.610221951881,824,824,874,0,0,0,100,100,99.0716290307472,97.7520993655531,94.9020566435063,0.391076974021811,0.74698501947894,1.42504485130877,42,42,2022,11
Keck Hospital of USC (CAUH),CAUH,TX1,2023-01-05 18:00:00,KI,4,14,23,98.9217852408308,94.5768521366102,90.0534312938496,98.467149395195,93.7321857621985,88.9072955147181,5.67637661528013,17.6691036900603,29.954664514226,376,376,375,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Children's Hospital Colorado (COCH),COCH,TX1,2023-01-05 18:00:00,KI,0,0,0,100,100,100,99.4725028804029,98.2997456270619,94.6700366915411,0.00528893297683499,0.0171487465589507,0.13915156351771,1,1,4,1,1,3,97.2222222222222,97.2222222222222,98.9336104458535,97.8686086837924,95.1598055685489,0.382389851748543,0.634409372644954,1.83764078974349,37,37,2022,11
Centura Porter Adventist Hospital (COPM),COPM,TX1,2023-01-05 18:00:00,KI,0,0,4,100,100,92.156862745098,98.996720677036,96.1839372723853,92.1605873251141,0.514711102824718,1.69166766649933,3.40585282415993,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Presbyterian/St Luke's Medical Center (COSL),COSL,TX1,2023-01-05 18:00:00,KI,2,8,10,98.4666390385412,93.5211301742342,89.5031969958388,98.9913361478397,95.967019695398,91.617551807751,1.33083859169614,4.00088379588094,10.1461794140117,133,133,177,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2023-01-05 18:00:00,KI,9,28,28,98.4344786608743,94.2173316014557,93.6147091652836,98.6926733073289,94.7300527145846,92.3815975478217,7.46521519733357,23.1868583473175,30.6369729119643,581,581,599,0,0,0,0,0,0,0,96.7378559163588,0,0,0.0104256631537591,0,0,2022,11
Hartford Hospital (CTHH),CTHH,TX1,2023-01-05 18:00:00,KI,4,5,21,98.4187202950849,97.5477581685797,86.3264476705675,98.4363497078106,93.737082175975,89.6251520264345,3.9795104201372,12.5082291103885,17.0887593131014,255,255,239,0,0,0,100,100,98.9145001802528,97.884740743241,96.7378559163588,0.0436687296593836,0.085526320463751,0.0867672102871785,4,4,2022,11
Yale New Haven Hospital (CTYN),CTYN,TX1,2023-01-05 18:00:00,KI,5,13,20,98.1130429037266,94.196662569004,90.9586514020441,98.4889037669342,93.8588738698806,91.3721011668559,3.96592816497445,12.3993076706173,18.392177165939,266,266,321,0,0,1,100,100,99.091270137059,97.7355191933421,91.1711874746276,0.0730406441067903,0.166820143611788,0.560995533518653,8,8,2022,11
Children's National Medical Center (DCCH),DCCH,TX1,2023-01-05 18:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,98.9586926694544,97.8474353557663,94.9370296775259,0.329985154904597,0.566496097579333,1.75717991616265,32,32,2022,11
Georgetown University Medical Center (DCGU),DCGU,TX1,2023-01-05 18:00:00,KI,11,29,37,98.0498975789383,93.0576699965536,86.3239789839114,98.5220360619045,94.11056925807,89.561856615935,8.27422347835179,25.1970335361796,35.8400774722143,571,571,498,0,0,0,100,100,98.6788069045113,98.0837028097727,96.7378559163588,0.0132999849501754,0.0132999849501754,0.0159292915326424,1,1,2022,11
George Washington University Hospital (DCGW),DCGW,TX1,2023-01-05 18:00:00,KI,4,11,16,97.4227567325958,91.0795739948052,84.8692401801825,98.4441903942925,93.6617309968442,90.2730092180485,2.45138323122152,7.61742728153658,8.11776864699715,159,159,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Walter Reed National Military Medical Center at Bethesda (DCWR),DCWR,TX1,2023-01-05 18:00:00,KI,0,2,4,100,96.9896907216495,91.4539400665927,99.0328680648218,96.1169121112096,93.0803311280336,1.02526139200288,3.13162970831537,5.30516264026491,106,106,106,0,0,0,100,100,99.1501934559944,97.6857786767092,0,0.00853437987951641,0.023414198673513,0,1,1,2022,11
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2023-01-05 18:00:00,KI,0,0,0,100,100,100,99.6197596446295,98.772362910384,96.0051595342529,0.00380965106791368,0.0123523479930319,0.0341269058543623,1,1,1,0,0,1,100,100,99.0414119441137,97.7776073228008,94.082509199604,0.12524375364569,0.213233717407282,0.636713119751641,13,13,2022,11
Christiana Care Health Services (DECC),DECC,TX1,2023-01-05 18:00:00,KI,2,2,6,95.8333333333333,95.8333333333333,90.625,98.5308764516743,93.9639697371439,89.7550930408489,0.685299518371727,2.32204519420709,4.78066056099993,48,48,64,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Broward Health Medical Center (FLBC),FLBC,TX1,2023-01-05 18:00:00,KI,0,3,0,100,67.6691729323308,0,98.5471500310399,93.8018068675807,0,0.278156147013372,0.890589214219185,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2023-01-05 18:00:00,KI,3,10,38,99.0604478553179,96.1654009752336,88.2485338895283,98.605743874333,94.2545537124828,87.7065094724754,4.52211578334925,14.605209375015,35.3538151726893,324,324,410,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2023-01-05 18:00:00,KI,9,18,25,96.9038712773469,92.7791035747042,91.1953191660418,98.7245813887404,94.7149011947016,91.2697868834526,3.70835233141551,11.8347116454602,23.4476427448972,297,297,380,0,0,0,100,100,99.0716290307472,97.7520993655531,93.5230807011799,0.111943768695515,0.235511118251435,0.809610026595652,12,12,2022,11
Halifax Medical Center (FLHM),FLHM,TX1,2023-01-05 18:00:00,KI,0,4,2,100,89.7287087912088,87.3015873015873,98.6121502510791,94.1093535199824,90.3276235262299,0.755673866046714,2.60292133540534,1.96820214792907,54,54,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2023-01-05 18:00:00,KI,12,67,96,98.6078956417478,89.4135605953093,85.2545369537133,97.9479042465833,91.5181819662354,86.7361333399635,17.909050107054,55.0063567974333,81.117747211922,876,876,917,0,0,1,100,100,99.0482720394575,97.7718163271013,94.7964266490569,0.350504070824931,0.722420567529621,1.5140847256643,37,37,2022,11
Largo Medical Center (FLLM),FLLM,TX1,2023-01-05 18:00:00,KI,0,2,5,100,97.7660642570281,90.8549783549784,98.6634909969771,94.5005284872752,90.8093914460044,1.38370815919989,4.52364750823513,4.7642599200964,105,105,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Memorial Regional Hospital (FLMR),FLMR,TX1,2023-01-05 18:00:00,KI,0,3,5,100,95.9297467296677,89.2941176470588,98.2881030142665,92.8581421714297,86.9115724690918,1.65634274285179,5.70646905909275,3.64148997258675,96,96,50,0,1,0,100,75,98.9616388354012,97.8449483299346,93.5394588431134,0.0522031095389,0.100007618895874,0.116284739467419,5,5,2022,11
Sacred Heart Hospital Pensacola (FLSH),FLSH,TX1,2023-01-05 18:00:00,KI,1,4,2,97.8260869565217,90.501157166632,90.9473684210526,98.5548923887357,93.8572398700441,90.5489078689857,0.680442431258809,2.34008774980317,1.44350717898715,47,47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2023-01-05 18:00:00,KI,2,28,21,99.5454545454545,91.4874784999274,90.3472723669159,98.5597161938583,94.1402275000249,90.4563108780374,6.32513760690525,19.7536426342453,24.1608268888431,440,440,364,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Tampa General Hospital (FLTG),FLTG,TX1,2023-01-05 18:00:00,KI,13,41,41,98.1850748653355,92.1455024002309,90.6677271541582,98.6756433127019,94.5689463843442,90.8017191233665,9.44805970612575,30.5592420233509,37.4307400904314,720,720,610,0,0,0,100,100,99.0285453136762,97.7884687755643,94.3699431119367,0.292361520265896,0.537516288232345,1.1718460552147,31,31,2022,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2023-01-05 18:00:00,KI,2,8,6,99.1471098529815,94.2354918671176,94.1367654449952,98.3814294402609,93.2514843506308,92.0846438793992,3.81072438151261,12.0957833756447,7.04262436356766,235,235,127,1,1,2,95.6521739130435,95.6521739130435,99.0682131861712,97.7549828737637,93.7166379275618,0.211960332229066,0.444647309120951,0.957706878601874,23,23,2022,11
Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2023-01-05 18:00:00,KI,0,0,0,100,100,100,99.4668955616434,98.2817800379233,94.3927585961722,0.00534530510628713,0.0118032658203291,0.131494796230514,1,1,4,0,0,2,100,100,98.9273561771115,97.8738882668847,95.4282675138962,0.591590140568898,0.976966086846833,1.34618820697251,55,55,2022,11
Emory University Hospital (GAEM),GAEM,TX1,2023-01-05 18:00:00,KI,7,27,33,99.0789106213984,95.6834938459934,91.1350830757444,98.5949571219069,94.2841348841087,90.7804436948966,10.7695795704393,34.9296165982652,39.6718291372062,765,765,617,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
"AU Medical Center, Inc. (GAMC)",GAMC,TX1,2023-01-05 18:00:00,KI,4,11,7,97.2216843682888,91.2715771041536,91.5655221652496,98.2963276041413,92.8914271875135,89.367723451898,2.4761404583435,8.06438628534471,12.4578081455475,147,147,168,0,0,0,100,100,99.1501934559944,97.6857786767092,93.0049635976944,0.0675488226236404,0.125473735110219,0.462512237410708,8,8,2022,11
Piedmont Hospital (GAPH),GAPH,TX1,2023-01-05 18:00:00,KI,10,35,32,98.5574757808289,92.9185791755142,89.7503612249042,98.6046522688075,94.3146140648372,91.0239045468119,9.68070786212344,31.4582704916963,26.9435829674504,697,697,459,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
The Queen's Medical Center (HIQM),HIQM,TX1,2023-01-05 18:00:00,KI,0,3,5,100,96.7375366568915,90.1691729323308,98.7710417641133,94.8325743263154,93.059170027605,1.18789024100135,4.10273560730245,5.83206923571742,96,96,120,0,0,0,0,0,0,0,93.0737413053738,0,0,0.100239631798444,0,0,2022,11
Iowa Methodist Medical Center (IAIM),IAIM,TX1,2023-01-05 18:00:00,KI,8,21,14,96.6935964641793,88.5722985784938,90.177552561199,98.1463105420967,92.2763809689325,86.4518032825841,4.43086391976887,14.5634754165092,15.5134721999921,243,243,166,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2023-01-05 18:00:00,KI,3,10,11,98.5622706368746,93.5025990321222,92.7151792621627,98.6468221607921,94.5713532969517,90.9867061491133,2.79091998012366,8.88447694232116,12.5272054185145,209,209,188,0,0,0,100,100,98.9573535031149,97.8485658220534,95.120336135538,0.230646802985292,0.397353534172813,0.404907812451374,22,22,2022,11
The Iowa City VA Health Care System (IAVA),IAVA,TX1,2023-01-05 18:00:00,KI,0,2,6,100,95.4004329004329,89.3968314563848,98.1665714020913,92.3152814947984,87.1382899638756,0.869156668070813,3.19843244413758,5.87079024689357,47,47,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Advocate Christ Medical Center (ILCH),ILCH,TX1,2023-01-05 18:00:00,KI,2,3,3,96.6666666666667,93.0864197530864,90.5494142101285,98.9214837831555,95.792906876156,90.6888453819945,0.64001255715573,1.97791434159812,3.4381862391214,60,60,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2023-01-05 18:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,98.9879128399101,97.8227689520262,95.4936340037792,0.614123136385272,1.09963006115392,1.40602508460055,61,61,2022,11
Loyola University Medical Center (ILLU),ILLU,TX1,2023-01-05 18:00:00,KI,9,16,12,97.2897658180677,93.5922688892849,93.0007834575617,98.3709015787059,93.3305744828535,89.9921972669369,5.31451264772012,17.11750015275,16.1785007285049,333,333,243,0,0,1,0,0,0,0,91.0633147558295,0,0,0.26891603760171,0,0,2022,11
Memorial Medical Center (ILMM),ILMM,TX1,2023-01-05 18:00:00,KI,1,6,3,98.2456140350877,84.4513971160958,95.5882352941177,98.493454597682,93.8053893057637,90.495795815092,0.862977043097165,2.61977160439636,4.15144096213553,57,57,68,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2023-01-05 18:00:00,KI,4,19,32,99.2339533427021,95.5933271618562,92.0516684109014,98.6019234555431,94.4143212312795,91.5637869431154,7.37822705783162,23.2180553892055,32.7385285172639,529,529,551,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Rush University Medical Center (ILPL),ILPL,TX1,2023-01-05 18:00:00,KI,0,9,9,100,93.7847398992211,95.4040716206994,98.4522176720335,93.7376038555883,89.9491042717684,3.45738718597559,10.7374704494421,17.7872345196884,223,223,247,0,0,0,0,0,0,0,95.2950120148236,0,0,0.0301350965578919,0,0,2022,11
OSF Saint Francis Medical Center (ILSF),ILSF,TX1,2023-01-05 18:00:00,KI,1,3,3,99.0291262135922,96.6137816717973,96.2937542896362,98.6018335759545,94.4210207473436,89.7484299098127,1.42809524205183,4.37780264387047,7.00450691576452,103,103,94,0,0,1,100,100,99.0559161456978,97.7653635033219,93.8006123438411,0.0452801608600323,0.0785260266691706,0.092962637382093,5,5,2022,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2023-01-05 18:00:00,KI,4,15,20,98.3915899557983,92.6901353912839,84.4239300880679,98.3271372072593,93.1563585858398,89.4732807571688,4.14841926686511,13.0870254206909,11.6176570730719,251,251,158,2,2,0,84.6153846153846,84.6153846153846,99.1139329520342,97.7163882254064,95.02418222817,0.10829653774028,0.23324817599524,0.294811872737456,13,13,2022,11
University of Illinois Medical Center (ILUI),ILUI,TX1,2023-01-05 18:00:00,KI,11,36,32,97.82673481266,90.9135831004432,84.5546518907872,98.1904095007297,92.751029416831,88.7772749473681,9.26090856174872,28.8987745794344,28.1544817839149,519,519,382,0,0,1,100,100,99.1501934559944,97.6857786767092,93.2018311567648,0.00853437987951641,0.0100164267405313,0.164252596110856,1,1,2022,11
0,ILVA,TX1,2023-01-05 18:00:00,KI,0,1,0,100,97.3684210526316,0,97.7635173673537,90.6169216696852,0,0.860729894215121,3.07513977759019,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Indiana University Health (INIM),INIM,TX1,2023-01-05 18:00:00,KI,10,29,32,98.1726586692326,93.3367548353644,87.1629864745822,98.4523003287993,93.6446731389226,90.2134578796164,8.4696300756188,26.658363024365,29.7039306079076,556,556,429,0,0,0,100,100,99.0364104952916,97.7818293295176,95.0718210206046,0.279149767358951,0.573816269942057,0.900254678917012,29,29,2022,11
Lutheran Hospital of Fort Wayne (INLH),INLH,TX1,2023-01-05 18:00:00,KI,0,0,6,100,100,86.0410646300628,98.0597156722564,91.8006074778389,91.1469367843605,0.156860899811214,0.392804789145954,2.8967706733014,8,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
St Vincent Hospital and Health Care Center (INSV),INSV,TX1,2023-01-05 18:00:00,KI,3,7,7,98.3362986546805,95.8897900266065,86.5409929195937,98.6830913826378,94.5090204560739,90.2109909482436,2.34215100988103,7.47348993185468,7.59472528323453,181,181,108,0,0,0,100,100,99.1501934559944,97.6857786767092,95.2626121882192,0.0512062792770985,0.121902748586494,0.161731530460293,6,6,2022,11
University of Kansas Hospital (KSUK),KSUK,TX1,2023-01-05 18:00:00,KI,6,19,13,98.4844842067652,93.9861757850975,94.6151907393044,98.3599601286045,93.2346110124098,92.6192776394977,6.61026296370617,21.6511638850326,14.2083891012854,408,408,278,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Jewish Hospital (KYJH),KYJH,TX1,2023-01-05 18:00:00,KI,2,8,25,98.6253805175038,93.0679572945653,84.587387178021,98.6657565203285,94.552418409568,90.0346284948496,1.91532999428738,6.27561177113408,13.6323027914648,146,146,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Norton Children's Hospital (KYKC),KYKC,TX1,2023-01-05 18:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,99.1501934559944,97.6857786767092,95.4530119114855,0.0512062792770985,0.126358521784958,0.315850737301663,6,6,2022,11
University of Kentucky Medical Center (KYUK),KYUK,TX1,2023-01-05 18:00:00,KI,3,16,13,98.7105803321515,91.0574454534428,90.1990476947715,98.5664709212112,94.200222431215,91.0376707618956,3.31181939046301,10.3396813708874,13.1350379377976,233,233,221,0,0,1,100,100,98.9145001802528,97.884740743241,92.607779423608,0.0218343648296918,0.0427631602318755,0.335088022773153,2,2,2022,11
Children's Hospital (LACH),LACH,TX1,2023-01-05 18:00:00,KI,0,0,1,0,0,0,0,0,94.8416076039226,0,0,0.0321219052385473,0,0,1,0,0,1,100,100,99.0454408889982,97.7742062618344,93.6470662642125,0.259021887170897,0.552299618989342,0.568717341077252,27,27,2022,11
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2023-01-05 18:00:00,KI,3,15,19,99.2166384144836,95.1080206623943,90.7912688227605,98.6622853772779,94.4975418572715,90.3514253685696,5.15354712181281,16.5967561131225,22.9647337926383,389,389,355,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Tulane Medical Center (LATU),LATU,TX1,2023-01-05 18:00:00,KI,4,8,18,98.363973688649,95.249684706505,76.9331230085127,98.6608995984338,94.6950661965809,90.5244038829291,3.23230770470624,10.1386303388008,11.1086785397807,245,245,182,0,0,1,0,0,0,0,92.900768869997,0,0,0.346195496980203,0,0,2022,11
Willis-Knighton Medical Center (LAWK),LAWK,TX1,2023-01-05 18:00:00,KI,2,4,16,98.0765639589169,95.0742201642562,80.4196009670096,98.8163958058054,95.0713450760183,90.2107931992463,1.23624898723943,4.13159349872019,7.77966711207611,105,105,107,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Beth Israel Deaconess Medical Center (MABI),MABI,TX1,2023-01-05 18:00:00,KI,1,5,5,99.1803278688525,95.5371822285579,95.5752212389381,98.6765399189362,94.6567536096683,92.0308063447039,1.60585234038851,5.27686661102461,6.17680820462125,122,122,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Baystate Medical Center (MABS),MABS,TX1,2023-01-05 18:00:00,KI,1,5,8,99.0740740740741,94.3195857839871,90.6781854656054,98.7507729138379,94.9099939488812,91.2259710142775,1.35287499211265,4.37525230994036,5.95429840889997,108,108,101,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Boston Medical Center (MABU),MABU,TX1,2023-01-05 18:00:00,KI,5,11,7,95.4040225829217,87.3761474185689,90.9879147597254,98.4413329628091,93.6225461578717,91.051755722442,1.61080662081588,4.7817673728605,5.70662377095471,109,109,92,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Boston Children's Hospital (MACH),MACH,TX1,2023-01-05 18:00:00,KI,0,0,0,100,100,100,99.4067375046899,98.0891792555083,95.4751860582653,0.00595029288531843,0.0110158114813717,0.0739351406092779,1,1,2,0,0,3,100,100,98.9333556423122,97.8688237779184,95.6238835691166,0.52630124807306,0.897951724228591,1.98210937998098,50,50,2022,11
Lahey Clinic Medical Center (MALC),MALC,TX1,2023-01-05 18:00:00,KI,3,3,4,97.029702970297,97.029702970297,94.6723875927416,98.5524171119458,94.1401315425836,89.6667500445311,1.41545812935847,4.15240120366171,8.09675326210179,101,101,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Massachusetts General Hospital (MAMG),MAMG,TX1,2023-01-05 18:00:00,KI,9,14,8,97.003613415476,94.5783329927555,96.9353956047121,98.7446321170665,95.0609696535297,91.4243664954,3.74266753199617,10.9587255375588,19.2856016810167,303,303,326,0,0,0,100,100,99.0716290307472,97.7520993655531,96.1122860730003,0.0559718843477574,0.122293284669808,0.162962116691759,6,6,2022,11
Tufts Medical Center (MANM),MANM,TX1,2023-01-05 18:00:00,KI,1,2,7,98.3606557377049,96.3934426229508,92.144208300879,98.898765081379,95.6355816998939,91.9101123647132,0.659424127348875,1.97541548954391,5.56667907388014,61,61,95,0,0,0,0,0,0,0,90.4216876514911,0,0,0.0728863279190801,0,0,2022,11
Brigham and Women's Hospital (MAPB),MAPB,TX1,2023-01-05 18:00:00,KI,3,5,12,97.684962406015,96.0424965234403,89.6385122906054,98.7765681984985,95.1693430301081,91.2647384875414,1.59954625071324,5.01158301218627,9.95609254912662,133,133,171,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
UMass Memorial Medical Center (MAUM),MAUM,TX1,2023-01-05 18:00:00,KI,0,4,5,100,96.5068733486707,95.0937423910397,98.5664187577765,94.1762260524637,90.2865760525021,1.76226926603416,5.57987167631814,7.78609973937083,122,122,111,0,1,0,100,66.6666666666667,99.1501934559944,97.6857786767092,0,0.0341375195180656,0.062898992158822,0,4,4,2022,11
Johns Hopkins Hospital (MDJH),MDJH,TX1,2023-01-05 18:00:00,KI,9,20,30,98.2591258069205,95.365267188801,91.1029714649784,98.4715080124303,93.6690047774701,90.3330502396197,7.82774043272948,25.3502285341871,31.8237444713555,518,518,482,0,0,0,100,100,99.0430601488391,97.7762159796782,94.3992897988501,0.211584382702656,0.41243753197253,0.605135166112465,22,22,2022,11
University of Maryland Medical System (MDUM),MDUM,TX1,2023-01-05 18:00:00,KI,2,12,58,99.3670886075949,93.5647416880872,85.3112040166453,98.3240347050442,93.1683527439988,88.4646625390064,5.3154307015034,15.9705269908328,41.4504158901437,317,317,506,0,0,0,100,100,98.9930646055,97.818420054397,94.9858935252255,0.0303687447092082,0.0530650471691416,0.122870204003069,3,3,2022,11
Maine Medical Center (MEMC),MEMC,TX1,2023-01-05 18:00:00,KI,0,0,5,100,100,95.1800903076762,98.7045572170032,95.0449309329764,91.7706114780995,1.34114059889231,4.09617711596072,6.38170978151559,104,104,107,0,0,0,100,100,98.9481706482159,97.8563175908793,95.1293842833634,0.0740374743685918,0.142106308144933,0.224643297879828,7,7,2022,11
William Beaumont Hospital (MIBH),MIBH,TX1,2023-01-05 18:00:00,KI,3,8,17,98.3840967216926,94.5617340248576,87.7990516736298,98.5202080951979,93.9511964465055,89.6916903499795,2.72754858049832,8.3468174553527,17.916622277938,187,187,239,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Children's Hospital of Michigan (MICH),MICH,TX1,2023-01-05 18:00:00,KI,0,0,0,100,100,100,99.5684775768296,98.6075963322308,95.2169854034943,0.00399397046089618,0.00399397046089618,0.0786217458973131,1,1,2,0,1,0,100,91.6666666666667,99.1187676858955,97.7123069522468,93.1935200593616,0.128472223596088,0.257644108727945,0.990455918844926,15,15,2022,11
Helen DeVos Children's Hospital (MIDV),MIDV,TX1,2023-01-05 18:00:00,KI,0,0,0,0,0,100,0,0,96.2855736557482,0,0,0.0193103699656583,0,0,1,0,0,1,100,100,99.0323468181236,97.7852597099751,94.3367786689083,0.115002889124536,0.233193995196881,0.426446063653801,12,12,2022,11
