ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ACT_C3Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Montefiore Medical Center (NYMA),NYMA,TX1,2022-01-06 18:00:00,LU,5,13,10,93.488455988456,78.3596117782019,44.6616541353383,97.7909491642676,88.9148237566061,72.5624234075646,1.65142615645406,6.03470812096955,3.25862267873833,77,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
New York University Medical Center (NYUC),NYUC,TX1,2022-01-06 18:00:00,LU,1,4,2,98.7951807228916,94.7711668906307,71.4285714285714,97.6475742663538,88.3253281391059,73.0293547178222,1.96250627177185,7.52423913336933,1.14300686142878,83,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2022-01-06 18:00:00,LU,4,25,82,98.4248630552502,87.9748182093837,70.6398929651834,97.8178901310197,89.0736182807885,72.4872107163798,5.66177763103914,21.1341876036344,71.3071487257598,260,260,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Nationwide Children's Hospital (OHCH),OHCH,TX1,2022-01-06 18:00:00,LU,0,0,1,100,100,80,98.2261633430255,91.0041807730861,72.0159447341262,0.0178975769585701,0.0563397822506645,1.45442359342453,1,1,5,0,1,1,100,0,0,98.8826932532421,87.5757153170461,62.2007125047253,0.0112359550561798,0.022730207929743,0.184893242924215,1,1,2021,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2022-01-06 18:00:00,LU,1,1,0,0,0,0,96.3180458196826,82.0710326200667,0,0.00723254836499175,0.00723254836499175,0,1,1,0,0,0,2,100,100,60,98.8826932532421,87.5757153170461,62.2007125047253,0.0786516853932586,0.443109693770053,1.49168029746315,7,7,2021,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2022-01-06 18:00:00,LU,5,11,23,96.2136698914114,89.3364951882914,71.6058626425602,97.6031337872944,88.3957282465179,74.5720676633891,3.20763215000881,10.9808046357252,22.2810728829047,135,135,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2022-01-06 18:00:00,LU,0,1,7,100,94.4444444444444,61.1111111111111,97.9140742229399,89.5139132411429,74.0233394936858,0.442915963994523,1.53197840432804,3.7897639230637,21,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2022-01-06 18:00:00,LU,2,6,16,97.1014492753623,89.8562718040461,75.4476176345246,97.444472354906,87.4286238440472,73.3234308357437,1.75569400539052,6.70778080338095,16.5786071437316,69,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2022-01-06 18:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,98.8826932532421,87.5757153170461,62.2007125047253,0.056179775280899,0.349729622243422,1.4006016699365,5,5,2021,11
Children's Hospital of Philadelphia (PACP),PACP,TX1,2022-01-06 18:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,100,58.3333333333333,98.8826932532421,87.5757153170461,62.2007125047253,0.0786516853932586,0.535979001909774,3.58255208431635,7,7,2021,11
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2022-01-06 18:00:00,LU,5,26,35,97.029990240398,77.6162054188736,77.8981631896412,97.3569182498104,87.0646407288142,71.6069274610068,4.509573339742,16.2963617106735,45.2180849170547,172,172,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Temple University Hospital (PATU),PATU,TX1,2022-01-06 18:00:00,LU,1,24,95,99.7076023391813,89.3319859766522,64.433469462711,97.7812870068293,88.8830247618279,70.7216987457955,7.74168511199397,30.256272922395,70.3270763282917,352,352,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2022-01-06 18:00:00,LU,5,17,54,97.3169154813683,89.4517892835366,75.0318878327294,97.6038206423703,88.0941306188087,73.0982673462089,4.47527048629991,17.7830437548306,56.4466302065506,188,188,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Medical University of South Carolina (SCMU),SCMU,TX1,2022-01-06 18:00:00,LU,2,5,7,94.5945945945946,85.9601995504632,79.0588235294118,97.9263205058257,89.5658345070077,75.0072368025659,0.745400814597269,2.68028575308874,7.74542007810122,37,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2022-01-06 18:00:00,LU,2,6,6,97.8607770582794,93.2745402148916,88.0503144654088,97.964316202172,89.7514292672881,76.1453190346582,1.94503238748769,7.69505947262882,12.2130090475042,95,95,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2022-01-06 18:00:00,LU,1,5,10,97.9591836734694,87.7256098247352,85.7893640896704,97.7824242190829,88.9038082735276,76.2992698363162,1.07860808508591,4.24362406724808,17.4468082435837,49,49,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2022-01-06 18:00:00,LU,2,2,7,91.9732441471572,91.9732441471572,54.6821599453178,97.9153889774831,89.5127276407363,71.1389732335613,0.508345627613294,1.54479608957008,4.67116152524202,27,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2022-01-06 18:00:00,LU,2,6,35,97.8723404255319,92.2721583797929,61.5566341252024,97.7676950812776,88.838680295995,74.4708113719975,2.10228363514626,7.56239229713883,23.5099414829608,94,94,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Houston Methodist Hospital (TXMH),TXMH,TX1,2022-01-06 18:00:00,LU,2,5,25,98.4732824427481,94.2838132652701,79.9549456127537,97.8905758477771,89.3905735056107,73.331273858948,2.75623708456781,10.8841540777196,40.4273331483052,131,131,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2022-01-06 18:00:00,LU,2,7,42,98.2377819548872,92.1377152904716,74.808283376624,97.8241312367927,89.1059513045746,74.4354340517669,2.46527079270246,9.98606456552458,44.6800591793245,114,114,189,0,0,0,0,0,100,0,0,62.2007125047253,0,0,0.407938651883594,0,0,2021,11
Texas Children's Hospital (TXTC),TXTC,TX1,2022-01-06 18:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,100,96.1538461538462,79.6481481481482,98.8826932532421,87.5757153170461,62.2007125047253,0.303370786516855,1.72936049154695,9.34564905244728,27,27,2021,11
Baylor University Medical Center (TXTX),TXTX,TX1,2022-01-06 18:00:00,LU,2,8,23,97.5903614457831,86.4578875032658,71.6755886117035,97.777116368907,88.9163601331542,74.6484047400919,1.78843892058631,6.71668050281514,23.7437159692777,84,84,102,0,0,0,0,0,100,0,0,62.2007125047253,0,0,0.286378930494265,0,0,2021,11
University of Utah Medical Center (UTMC),UTMC,TX1,2022-01-06 18:00:00,LU,0,4,12,100,83.0769230769231,70.2255743358323,96.7295852034115,85.4370235738948,73.739130659299,0.954385447345291,2.8756366696057,8.54216111881632,28,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Inova Fairfax Hospital (VAFH),VAFH,TX1,2022-01-06 18:00:00,LU,1,3,15,98.5507246376812,95.2376233535654,71.4529914529914,97.5976304256653,88.0451658411258,73.0761300794208,1.6828226380493,6.06856377501305,12.6982168180194,70,70,54,0,0,0,100,100,0,98.8826932532421,87.5757153170461,0,0.0112359550561798,0.0344949138120959,0,1,1,2021,11
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2022-01-06 18:00:00,LU,1,5,18,98.3333333333333,89.3509615384615,70.1018806825258,97.7156301129599,88.5806677017484,75.4431517308117,1.36565802526968,5.52753168850936,12.3375660874653,60,60,62,0,0,0,0,0,100,0,0,62.2007125047253,0,0,0.474803731248674,0,0,2021,11
University of Washington Medical Center (WAUW),WAUW,TX1,2022-01-06 18:00:00,LU,3,8,20,97.6251968503937,92.4602750669932,83.8702254947078,97.9025034986834,89.4643062004739,76.1763230300313,2.60475215917328,9.40039852649499,27.5908292625773,127,127,126,0,0,0,100,100,0,98.8826932532421,87.5757153170461,0,0.0224719101123596,0.167161362699226,0,2,2,2021,11
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2022-01-06 18:00:00,LU,1,3,6,91.6666666666667,75,74.5098039215686,97.4075633282315,87.2627460072207,73.7281656071368,0.305563623033311,1.14130267465084,5.58760586023684,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2022-01-06 18:00:00,LU,2,7,10,97.3333333333333,87.9827500866765,83.5803689064559,97.8711379708473,89.3029162767287,75.8228230460154,1.64536652416627,6.25176375632501,15.0839282289796,78,78,66,0,0,0,100,100,0,98.8826932532421,87.5757153170461,0,0.0224719101123596,0.26533289777426,0,2,2,2021,11
University of Alabama Hospital (ALUA),ALUA,TX1,2022-07-06 19:00:00,LU,0,1,13,100,96.551724137931,68.5714285714286,97.8472874921673,89.0629449000861,73.1174611308878,0.64898877432724,2.32503965419402,8.82248212538177,31,31,44,0,0,1,0,0,0,0,0,58.0189288498537,0,0,0.254744484336408,0,0,2022,5
Mayo Clinic Hospital (AZMC),AZMC,TX1,2022-07-06 19:00:00,LU,0,0,1,0,0,50,0,0,65.3880438965357,0,0,0.380713700035543,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2022-07-06 19:00:00,LU,2,18,37,99.1935220557025,88.3658819709401,77.0479657259947,97.7344172723466,88.5453586773363,72.6966480912079,5.61565422479096,20.5697134718585,54.9516233755885,252,252,239,0,0,2,100,100,33.3333333333333,96.7796574112497,90.9251325430296,58.0189288498537,0.0654667290010908,0.190267474795751,1.09096096999795,2,2,2022,5
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2022-07-06 19:00:00,LU,0,7,20,100,84.1230978260869,56.571455609356,97.7140828696401,88.4196701651417,72.2403141462612,1.54303652337356,5.64633959439049,13.7366329794251,69,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Cedars-Sinai Medical Center (CACS),CACS,TX1,2022-07-06 19:00:00,LU,1,5,14,98.0769230769231,89.1213175122749,65.4731457800512,97.8122203969354,88.8903624275709,70.7826157779908,1.11264162996718,3.82750745962073,8.70528875210694,52,52,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2022-07-06 19:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,100,47.6190476190476,96.7796574112497,90.9251325430296,58.0189288498537,0.0654667290010908,0.134711919240196,2.47654595902214,2,2,2022,5
University of California San Diego Medical Center (CASD),CASD,TX1,2022-07-06 19:00:00,LU,0,1,5,100,95.6521739130435,90.0562851782364,98.0061538275394,89.8274499405339,75.1596905916422,1.67057742448481,6.14472984693898,10.2955568632767,84,84,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
University of California San Francisco Medical Center (CASF),CASF,TX1,2022-07-06 19:00:00,LU,0,3,17,100,96.4871697853605,83.3323037747051,97.6651257062379,88.2931342767723,71.3857517784834,3.77105308943423,14.6471680980411,30.4938022101563,163,163,126,0,0,0,0,0,100,0,0,58.0189288498537,0,0,0.75368663785923,0,0,2022,5
Stanford Health Care (CASU),CASU,TX1,2022-07-06 19:00:00,LU,1,3,29,99.0566037735849,96.9764150943396,71.6285842598762,97.9231697978972,89.4296514524803,73.8778855752722,2.23397773638552,8.74410763681808,23.4318274596661,109,109,117,0,0,0,0,0,100,0,0,58.0189288498537,0,0,0.544400869205107,0,0,2022,5
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2022-07-06 19:00:00,LU,4,13,43,98.1252108879885,91.4559123843093,73.1575798945043,97.799753418061,88.8365766826436,74.188173212534,4.80841490574961,18.5743127403933,43.9796839492003,222,222,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Keck Hospital of USC (CAUH),CAUH,TX1,2022-07-06 19:00:00,LU,0,3,3,100,90.3722721437741,78.125,97.6470066161861,88.1626049021128,76.4073545781509,1.16942197865858,4.04374872078709,6.19717539485049,51,51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2022-07-06 19:00:00,LU,3,8,20,96.4705882352941,88.9061076834445,74.4881770793987,97.970430751447,89.6561194651282,74.2055639231655,1.64688232164779,6.56809213433133,15.8284494088232,85,85,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Florida Hospital Medical Center (FLFH),FLFH,TX1,2022-07-06 19:00:00,LU,1,2,12,97.5,94.5454545454545,72.1153846153846,97.7762670134511,88.725252872005,72.9672102310704,0.921032667629995,3.77677804973566,9.36674468045618,43,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2022-07-06 19:00:00,LU,1,9,14,98.0392156862745,78.7726750933101,62.4249699879952,97.7234311239514,88.5018991280596,71.7715095594478,1.10041797093741,3.7643348144466,8.28224420598809,51,51,42,0,0,2,0,0,0,0,0,58.0189288498537,0,0,0.216176065722071,0,0,2022,5
Mayo Clinic Florida (FLSL),FLSL,TX1,2022-07-06 19:00:00,LU,3,8,17,96.9065485236648,88.7913117464235,78.2716269228067,97.8311792039847,88.98762085332,72.9806954163371,2.08501695178016,7.74325714217052,23.3662599570406,98,98,104,0,0,0,0,0,100,0,0,58.0189288498537,0,0,0.544400869205107,0,0,2022,5
Tampa General Hospital (FLTG),FLTG,TX1,2022-07-06 19:00:00,LU,5,7,26,94.0013985891614,91.4738321738319,71.1067740665312,97.6068862368935,88.0006672374968,72.9024162413229,1.97068190891212,7.22206674340498,26.7159941642902,85,85,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
UF Health Shands Hospital (FLUF),FLUF,TX1,2022-07-06 19:00:00,LU,1,7,13,99.4652406417112,95.2439414034484,89.8549157429936,97.7831294743876,88.7535880232255,73.1763396360852,4.29446317802088,16.2628316085505,30.222477910058,196,196,137,0,0,3,100,100,50,96.7796574112497,90.9251325430296,58.0189288498537,0.0327333645005454,0.067355959620098,2.88111664031987,1,1,2022,5
Emory University Hospital (GAEM),GAEM,TX1,2022-07-06 19:00:00,LU,1,6,13,97.9166666666667,86.1543393367139,70.2777777777778,98.0885124235285,90.2366726575304,75.0006867906903,0.87979979268115,3.05069139135932,8.80142919256729,48,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2022-07-06 19:00:00,LU,0,4,5,100,89.4967793880837,81.3027940220923,97.8797787552612,89.2200805027404,76.0672287866978,1.09263970891547,4.38298243446208,7.51216656258021,51,51,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Advocate Christ Medical Center (ILCH),ILCH,TX1,2022-07-06 19:00:00,LU,1,2,6,66.6666666666667,33.3333333333333,71.1111111111111,98.0145546328251,89.8564898993983,74.5088065279133,0.0434292433317309,0.137759640785501,3.92912224313397,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Loyola University Medical Center (ILLU),ILLU,TX1,2022-07-06 19:00:00,LU,2,7,35,97.86003470214,87.6706239282417,60.8565996258416,97.564613531779,87.7377019343441,70.2935681617335,2.28168538407506,8.66999668294,24.1023767971758,95,95,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2022-07-06 19:00:00,LU,2,7,8,98.0578827113481,90.4641668924132,80.0932568149211,97.7999141610982,88.8380400205164,74.2058981478253,2.25219453190729,8.62194839419363,7.77372202345015,105,105,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
University of Chicago Medical Center (ILUC),ILUC,TX1,2022-07-06 19:00:00,LU,3,7,20,90.8080808080808,78.2828282828283,60.7529100352067,97.199026912622,86.2711328476882,72.753872469002,0.839792288335064,2.81930475165861,10.5878424652986,33,33,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Indiana University Health (INIM),INIM,TX1,2022-07-06 19:00:00,LU,6,11,24,92.9938180747719,86.262379590596,78.506415672664,97.9511678513736,89.5764531286802,74.0819467045167,1.66274247963101,6.0799591720069,31.6868660593964,86,86,142,0,0,0,100,100,0,96.7796574112497,90.9251325430296,0,0.0327333645005454,0.0951337373978757,0,1,1,2022,5
Jewish Hospital (KYJH),KYJH,TX1,2022-07-06 19:00:00,LU,1,3,9,97.1428571428571,90.834879406308,74.8254474570264,97.8031544736775,88.8596326599145,70.5755834335787,0.771761389342161,2.95076173097444,8.94322560100549,35,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
University of Kentucky Medical Center (KYUK),KYUK,TX1,2022-07-06 19:00:00,LU,0,2,19,100,90.7894736842105,61.1119779476777,97.7251599615381,88.4815459526955,73.2418951477273,0.994537787068316,3.63803125015111,11.6325145752951,44,44,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2022-07-06 19:00:00,LU,1,6,15,98.0769230769231,87.0030202716538,75.7142857142857,98.0119693994054,89.8573108415478,75.231704771635,1.05788771243479,4.13894422833349,12.6799958263255,55,55,66,0,0,0,0,0,100,0,0,58.0189288498537,0,0,0.544400869205107,0,0,2022,5
Boston Children's Hospital (MACH),MACH,TX1,2022-07-06 19:00:00,LU,0,0,0,0,0,100,0,0,71.8315949403051,0,0,0.507253713497434,0,0,2,0,0,7,100,100,0,96.7796574112497,90.9251325430296,58.0189288498537,0.294600280504909,0.689536969914215,1.77715567926003,9,9,2022,5
Massachusetts General Hospital (MAMG),MAMG,TX1,2022-07-06 19:00:00,LU,1,6,30,98.2758620689655,88.5238167099455,60.8588674191182,97.7563117068602,88.6425337190415,73.5818776459538,1.30885459501573,5.31499142168725,19.038025959542,59,59,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Brigham and Women's Hospital (MAPB),MAPB,TX1,2022-07-06 19:00:00,LU,6,13,31,93.6921010375494,83.8403688811134,68.1514040771789,97.8393549078048,89.0204397311769,75.8161294175494,2.02440131923199,7.52064732653788,27.381886087413,96,96,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Johns Hopkins Hospital (MDJH),MDJH,TX1,2022-07-06 19:00:00,LU,3,8,12,95.9073359073359,84.9742285581743,81.1809412908374,97.7799956032616,88.7690237124488,74.926291069394,1.6178053184855,6.01537899387418,14.640455068622,74,74,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
University of Maryland Medical System (MDUM),MDUM,TX1,2022-07-06 19:00:00,LU,3,8,18,95.1587081067492,82.9824644298599,73.4335334131865,97.6988640089742,88.3455976879535,67.8325820879287,1.40976546244249,5.20907355554323,21.6401920136371,63,63,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Henry Ford Hospital (MIHF),MIHF,TX1,2022-07-06 19:00:00,LU,2,7,13,96.5804341361879,86.9638784240958,79.4070573872641,97.3532894454568,86.9366751920348,72.5318384171063,1.45024795229439,4.97854747689312,14.7320746134053,59,59,67,0,0,0,100,100,0,96.7796574112497,90.9251325430296,0,0.0327333645005454,0.067355959620098,0,1,1,2022,5
Spectrum Health (MISH),MISH,TX1,2022-07-06 19:00:00,LU,0,1,8,100,97.9166666666667,81.8520678887709,97.8827164652046,89.237768632959,72.6826237184344,2.06732305196825,7.72059014201861,15.7431932071281,100,100,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
University of Michigan Medical Center (MIUM),MIUM,TX1,2022-07-06 19:00:00,LU,5,13,8,95.3254536318276,83.9964677933044,85.8843709010191,97.914266435425,89.3910493577177,74.5122147820375,2.25241673485769,8.54337050440114,16.0126365193553,109,109,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2022-07-06 19:00:00,LU,0,0,6,100,100,72.6801619433198,98.0957608862824,90.259592191035,76.3898889430756,0.519176623315052,1.94311585106581,4.68795703621245,27,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2022-07-06 19:00:00,LU,4,14,23,95.6398221343874,81.0270693851601,78.4225639701862,97.5980226053888,87.9990670139347,74.3268111826637,2.04526232673508,7.17281349849006,25.524353234441,92,92,120,0,0,0,0,0,100,0,0,58.0189288498537,0,0,0.544400869205107,0,0,2022,5
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2022-07-06 19:00:00,LU,5,8,33,97.4330899305261,94.0543282758717,77.8500704547525,97.8515027014535,89.0914003629419,74.9490708381577,4.20793378803379,16.7100620560007,44.6768786856042,196,196,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
St. Louis Children's Hospital (MOCH),MOCH,TX1,2022-07-06 19:00:00,LU,0,0,0,100,100,100,97.4536310372983,87.1472549212533,72.4491489355078,0.0257935002125328,0.123552615981068,0.258319838695938,1,1,1,2,3,9,87.0535714285714,79.7991071428571,45.8333333333333,96.7796574112497,90.9251325430296,58.0189288498537,0.501511609786504,1.01632915644989,6.61970753692811,16,16,2022,5
Duke University Hospital (NCDU),NCDU,TX1,2022-07-06 19:00:00,LU,6,28,65,97.8205837610938,85.9532648586071,66.5455337654215,97.6905248595843,88.3340014259099,71.5418870860261,6.278670539185,22.8126649482056,55.1780958590609,278,278,242,0,0,0,100,100,0,96.7796574112497,90.9251325430296,0,0.0327333645005454,0.0951337373978757,0,1,1,2022,5
University of North Carolina Hospitals (NCMH),NCMH,TX1,2022-07-06 19:00:00,LU,1,8,9,97.4358974358974,76.9120769120769,77.18820861678,97.5086435907226,87.4927059218756,71.2637402367329,0.996771923037305,3.2918483214193,9.68644050630665,40,40,42,0,1,0,100,66.6666666666667,100,96.7796574112497,90.9251325430296,58.0189288498537,0.0982000935016362,0.285401212193627,1.93155319566578,3,3,2022,5
The Nebraska Medical Center (NEUN),NEUN,TX1,2022-07-06 19:00:00,LU,0,0,8,100,100,53.9772727272727,97.8674928106073,89.1453206594292,73.0632373960142,0.249175363966553,0.854690455671443,5.1184162196728,12,12,24,0,0,0,100,100,0,96.7796574112497,90.9251325430296,0,0.0327333645005454,0.0951337373978757,0,1,1,2022,5
Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2022-07-06 19:00:00,LU,2,3,12,95,91.9354838709677,67.8596832382366,97.7916101887963,88.7963389363143,73.1762006579148,0.872479026782011,3.28888305504496,9.76579281657371,41,41,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2022-07-06 19:00:00,LU,4,19,35,97.8042228885557,86.6493057467276,79.0594508299383,97.6541956185319,88.1428917360635,72.7658188799638,4.2914995776625,15.5037186185216,41.7351165519371,186,186,185,0,0,0,100,100,100,96.7796574112497,90.9251325430296,58.0189288498537,0.0654667290010908,0.162489697017974,0.921244188134722,2,2,2022,5
Montefiore Medical Center (NYMA),NYMA,TX1,2022-07-06 19:00:00,LU,5,13,14,92.936406316688,74.222829130374,45.6747404844291,97.8586623692889,89.111445681959,72.7140104099154,1.46307431173265,5.12873488064634,5.63997506474013,71,71,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
New York University Medical Center (NYUC),NYUC,TX1,2022-07-06 19:00:00,LU,2,5,2,97.7272727272727,93.951825951826,91.6666666666667,97.7549038221633,88.6366889468675,71.2671636173472,1.9705735994256,7.51511347989599,4.20323187546266,88,88,24,0,0,0,100,100,0,96.7796574112497,90.9251325430296,0,0.0327333645005454,0.067355959620098,0,1,1,2022,5
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2022-07-06 19:00:00,LU,6,26,78,97.7062591783239,87.9715906199719,69.1220414783431,97.7795272083698,88.7479309552951,72.3202514816143,5.85987761195308,22.3582514899482,65.3843004958236,266,266,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Nationwide Children's Hospital (OHCH),OHCH,TX1,2022-07-06 19:00:00,LU,0,0,1,100,100,80,98.1948834646962,90.7414129333131,71.1449872813164,0.0182160751959241,0.0566845693426238,1.51366997248081,1,1,5,0,1,1,100,0,0,96.7796574112497,90.9251325430296,58.0189288498537,0.0327333645005454,0.0440970008641818,0.205014156627092,1,1,2022,5
Children's Hospital Medical Center (OHCM),OHCM,TX1,2022-07-06 19:00:00,LU,1,1,0,50,50,0,96.939306537479,84.7315647143405,0,0.0390538542964585,0.118322349778104,0,2,2,0,0,0,2,100,100,50,96.7796574112497,90.9251325430296,58.0189288498537,0.261866916004363,0.649958788071895,1.11649196301195,8,8,2022,5
Ohio State University Medical Center (OHOU),OHOU,TX1,2022-07-06 19:00:00,LU,4,13,21,97.2995512076093,86.8981534039841,74.5311964201711,97.886980024001,89.250934040327,74.0536064055921,3.15580192712087,11.7803929532232,22.7990513472727,152,152,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
University Hospitals of Cleveland (OHUH),OHUH,TX1,2022-07-06 19:00:00,LU,0,2,6,100,81.4285714285714,60.814479638009,97.9111748387155,89.3828868027116,74.5002819002276,0.485870398145061,1.72763158253188,3.20529198286405,23,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Integris Baptist Medical Center (OKBC),OKBC,TX1,2022-07-06 19:00:00,LU,2,6,13,96.6101694915254,86.3007391178736,77.5656807797746,97.5694813172965,87.7734361518709,73.8154737754506,1.41415929547147,5.06935617758479,15.528027769183,59,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2022-07-06 19:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,96.7796574112497,90.9251325430296,58.0189288498537,0.163666822502727,0.420113131433823,1.59748832190103,5,5,2022,5
Children's Hospital of Philadelphia (PACP),PACP,TX1,2022-07-06 19:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,87.5,87.5,54.6875,96.7796574112497,90.9251325430296,58.0189288498537,0.239886239675861,0.565577738846062,3.04105993887767,8,8,2022,5
