ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2018-10-08 19:00:00,LI,15,23,21,200,200,146,,,,,,2018,8
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2018-10-08 19:00:00,LI,5,8,18,147,147,113,,,,,,2018,8
Temple University Hospital (PATU),PATU,TX1,2018-10-08 19:00:00,LI,2,3,6,19,19,33,,,,,,2018,8
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2018-10-08 19:00:00,LI,8,24,54,308,308,293,,,1,,,2018,8
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2018-10-08 19:00:00,LI,1,6,19,76,76,84,,,,,,2018,8
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2018-10-08 19:00:00,LI,8,13,17,108,108,83,0,0,,1,1,2018,8
Medical University of South Carolina (SCMU),SCMU,TX1,2018-10-08 19:00:00,LI,7,22,28,158,158,144,1,1,5,18,18,2018,8
Avera McKennan Hospital (SDMK),SDMK,TX1,2018-10-08 19:00:00,LI,0,0,,4,4,,,,,,,2018,8
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2018-10-08 19:00:00,LI,,,,,,,2,2,1,12,12,2018,8
Methodist University Hospital (TNMH),TNMH,TX1,2018-10-08 19:00:00,LI,23,44,66,283,283,270,,,,,,2018,8
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2018-10-08 19:00:00,LI,12,32,46,338,338,318,1,1,0,10,10,2018,8
Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2018-10-08 19:00:00,LI,3,4,2,29,29,33,,,,,,2018,8
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2018-10-08 19:00:00,LI,6,16,20,160,160,116,0,0,,8,8,2018,8
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2018-10-08 19:00:00,LI,,,,,,,1,1,1,31,31,2018,8
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2018-10-08 19:00:00,LI,2,6,10,108,108,78,0,1,0,10,10,2018,8
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2018-10-08 19:00:00,LI,6,20,26,201,201,135,0,0,,1,1,2018,8
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2018-10-08 19:00:00,LI,4,6,14,120,120,87,,,0,,,2018,8
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2018-10-08 19:00:00,LI,1,2,1,24,24,4,,,,,,2018,8
Methodist Dallas Medical Center (TXMC),TXMC,TX1,2018-10-08 19:00:00,LI,4,9,18,130,130,119,,,,,,2018,8
Houston Methodist Hospital (TXMH),TXMH,TX1,2018-10-08 19:00:00,LI,16,28,35,248,248,153,,,,,,2018,8
Medical City Fort Worth (TXPL),TXPL,TX1,2018-10-08 19:00:00,LI,0,1,,3,3,,,,,,,2018,8
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2018-10-08 19:00:00,LI,4,10,17,108,108,80,,,,,,2018,8
Texas Children's Hospital (TXTC),TXTC,TX1,2018-10-08 19:00:00,LI,,,0,,,2,4,7,8,67,67,2018,8
Baylor University Medical Center (TXTX),TXTX,TX1,2018-10-08 19:00:00,LI,8,19,40,263,263,207,,,0,,,2018,8
Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2018-10-08 19:00:00,LI,1,2,5,26,26,22,,,,,,2018,8
Intermountain Medical Center (UTLD),UTLD,TX1,2018-10-08 19:00:00,LI,1,8,16,97,97,78,,,,,,2018,8
University of Utah Medical Center (UTMC),UTMC,TX1,2018-10-08 19:00:00,LI,1,7,9,71,71,75,,,,,,2018,8
Primary Children's Hospital (UTPC),UTPC,TX1,2018-10-08 19:00:00,LI,,,,,,,2,3,2,32,32,2018,8
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2018-10-08 19:00:00,LI,7,11,19,138,138,130,,,0,,,2018,8
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2018-10-08 19:00:00,LI,10,17,33,132,132,159,0,0,0,5,5,2018,8
Seattle Children's Hospital (WACH),WACH,TX1,2018-10-08 19:00:00,LI,,,,,,,2,4,2,34,34,2018,8
Swedish Medical Center (WASM),WASM,TX1,2018-10-08 19:00:00,LI,1,4,4,54,54,33,,,,,,2018,8
University of Washington Medical Center (WAUW),WAUW,TX1,2018-10-08 19:00:00,LI,7,16,26,206,206,194,,,,,,2018,8
Children's Hospital of Wisconsin (WICH),WICH,TX1,2018-10-08 19:00:00,LI,,,,,,,1,1,1,26,26,2018,8
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2018-10-08 19:00:00,LI,2,5,12,53,53,53,,,,,,2018,8
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2018-10-08 19:00:00,LI,3,8,9,57,57,81,,,,,,2018,8
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2018-10-08 19:00:00,LI,15,27,38,238,238,179,2,2,1,9,9,2018,8
Children's of Alabama (ALCH),ALCH,TX1,2018-01-04 18:00:00,LI,0,1,0,1,1,1,3,3,5,12,12,2017,11
University of Alabama Hospital (ALUA),ALUA,TX1,2018-01-04 18:00:00,LI,12,24,58,285,285,241,,,1,,,2017,11
UAMS Medical Center (ARUA),ARUA,TX1,2018-01-04 18:00:00,LI,4,6,11,79,79,69,,,,,,2017,11
Phoenix Children's Hospital (AZCH),AZCH,TX1,2018-01-04 18:00:00,LI,,,,,,,0,0,3,13,13,2017,11
Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2018-01-04 18:00:00,LI,6,15,29,139,139,127,,,,,,2017,11
Mayo Clinic Hospital (AZMC),AZMC,TX1,2018-01-04 18:00:00,LI,8,21,18,230,230,171,,,,,,2017,11
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2018-01-04 18:00:00,LI,0,0,,15,15,,,,,,,2017,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2018-01-04 18:00:00,LI,0,2,6,21,21,20,,,0,,,2017,11
Rady Children's Hospital and Health Center (CACH),CACH,TX1,2018-01-04 18:00:00,LI,,,,,,,3,3,0,10,10,2017,11
Childrens Hospital Los Angeles (CACL),CACL,TX1,2018-01-04 18:00:00,LI,,,0,,,3,1,1,2,49,49,2017,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2018-01-04 18:00:00,LI,4,9,16,128,128,107,,,,,,2017,11
Scripps Green Hospital (CAGH),CAGH,TX1,2018-01-04 18:00:00,LI,3,4,17,81,81,88,,,,,,2017,11
Loma Linda University Medical Center (CALL),CALL,TX1,2018-01-04 18:00:00,LI,9,16,8,90,90,59,,,,,,2017,11
UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2018-01-04 18:00:00,LI,,,,,,,1,3,,18,18,2017,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2018-01-04 18:00:00,LI,0,0,0,2,2,2,2,7,9,79,79,2017,11
California Pacific Medical Center (CAPM),CAPM,TX1,2018-01-04 18:00:00,LI,1,6,21,149,149,160,,,,,,2017,11
University of California San Diego Medical Center (CASD),CASD,TX1,2018-01-04 18:00:00,LI,9,13,15,77,77,88,,,,,,2017,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2018-01-04 18:00:00,LI,7,21,52,391,391,308,0,0,1,5,5,2017,11
Stanford Health Care (CASU),CASU,TX1,2018-01-04 18:00:00,LI,4,12,21,125,125,135,,,,,,2017,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2018-01-04 18:00:00,LI,19,40,83,308,308,341,1,2,12,28,28,2017,11
Keck Hospital of USC (CAUH),CAUH,TX1,2018-01-04 18:00:00,LI,15,26,24,244,244,178,,,,,,2017,11
Children's Hospital Colorado (COCH),COCH,TX1,2018-01-04 18:00:00,LI,,,,,,,4,7,3,35,35,2017,11
Centura Porter Adventist Hospital (COPM),COPM,TX1,2018-01-04 18:00:00,LI,3,5,2,40,40,18,,,,,,2017,11
Presbyterian/St Luke's Medical Center (COSL),COSL,TX1,2018-01-04 18:00:00,LI,0,0,,11,11,,,,,,,2017,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2018-01-04 18:00:00,LI,8,19,30,187,187,207,,,0,,,2017,11
Hartford Hospital (CTHH),CTHH,TX1,2018-01-04 18:00:00,LI,1,4,9,50,50,40,,,,,,2017,11
Yale New Haven Hospital (CTYN),CTYN,TX1,2018-01-04 18:00:00,LI,0,1,9,57,57,57,1,2,3,19,19,2017,11
Georgetown University Medical Center (DCGU),DCGU,TX1,2018-01-04 18:00:00,LI,6,13,46,149,149,195,2,4,4,62,62,2017,11
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2018-01-04 18:00:00,LI,0,0,,1,1,,1,2,1,13,13,2017,11
Broward General Medical Center (FLBC),FLBC,TX1,2018-01-04 18:00:00,LI,1,4,7,40,40,45,,,,,,2017,11
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2018-01-04 18:00:00,LI,3,10,5,93,93,18,,,,,,2017,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2018-01-04 18:00:00,LI,2,4,30,146,146,148,,,,,,2017,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2018-01-04 18:00:00,LI,4,19,36,210,210,203,2,2,7,43,43,2017,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2018-01-04 18:00:00,LI,9,24,63,356,356,357,,,,,,2017,11
Tampa General Hospital (FLTG),FLTG,TX1,2018-01-04 18:00:00,LI,9,12,44,161,161,208,,,,,,2017,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2018-01-04 18:00:00,LI,4,11,16,92,92,59,1,1,6,3,3,2017,11
Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2018-01-04 18:00:00,LI,0,0,1,2,2,2,7,7,3,67,67,2017,11
Emory University Hospital (GAEM),GAEM,TX1,2018-01-04 18:00:00,LI,10,21,44,325,325,297,,,,,,2017,11
Piedmont Hospital (GAPH),GAPH,TX1,2018-01-04 18:00:00,LI,8,20,44,235,235,197,,,,,,2017,11
The Queen's Medical Center (HIQM),HIQM,TX1,2018-01-04 18:00:00,LI,0,1,3,35,35,33,,,,,,2017,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2018-01-04 18:00:00,LI,3,3,8,56,56,76,,,,,,2017,11
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2018-01-04 18:00:00,LI,0,0,0,1,1,1,0,1,3,39,39,2017,11
Loyola University Medical Center (ILLU),ILLU,TX1,2018-01-04 18:00:00,LI,4,10,13,113,113,54,,,,,,2017,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2018-01-04 18:00:00,LI,5,17,40,202,202,220,0,0,,1,1,2017,11
Rush University Medical Center (ILPL),ILPL,TX1,2018-01-04 18:00:00,LI,2,3,14,61,61,50,,,,,,2017,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2018-01-04 18:00:00,LI,3,4,8,42,42,45,1,2,2,10,10,2017,11
University of Illinois Medical Center (ILUI),ILUI,TX1,2018-01-04 18:00:00,LI,4,4,14,47,47,48,,,,,,2017,11
Indiana University Health (INIM),INIM,TX1,2018-01-04 18:00:00,LI,12,19,43,304,304,244,0,0,2,14,14,2017,11
University of Kansas Hospital (KSUK),KSUK,TX1,2018-01-04 18:00:00,LI,8,20,35,213,213,225,,,,,,2017,11
Jewish Hospital (KYJH),KYJH,TX1,2018-01-04 18:00:00,LI,2,9,25,83,83,100,,,,,,2017,11
University of Kentucky Medical Center (KYUK),KYUK,TX1,2018-01-04 18:00:00,LI,1,4,15,85,85,89,,,,,,2017,11
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2018-01-04 18:00:00,LI,20,46,60,465,465,374,3,3,2,14,14,2017,11
Tulane Medical Center (LATU),LATU,TX1,2018-01-04 18:00:00,LI,0,3,19,36,36,85,,,,,,2017,11
Willis-Knighton Medical Center (LAWK),LAWK,TX1,2018-01-04 18:00:00,LI,1,2,8,16,16,25,,,,,,2017,11
Beth Israel Deaconess Medical Center (MABI),MABI,TX1,2018-01-04 18:00:00,LI,2,5,10,69,69,54,,,,,,2017,11
Boston Children's Hospital (MACH),MACH,TX1,2018-01-04 18:00:00,LI,0,0,,3,3,,1,2,2,36,36,2017,11
Lahey Clinic Medical Center (MALC),MALC,TX1,2018-01-04 18:00:00,LI,10,25,18,179,179,111,,,,,,2017,11
Massachusetts General Hospital (MAMG),MAMG,TX1,2018-01-04 18:00:00,LI,6,9,23,151,151,127,0,0,0,6,6,2017,11
UMass Memorial Medical Center (MAUM),MAUM,TX1,2018-01-04 18:00:00,LI,7,14,32,151,151,136,,,,,,2017,11
Johns Hopkins Hospital (MDJH),MDJH,TX1,2018-01-04 18:00:00,LI,4,22,28,229,229,126,1,2,2,10,10,2017,11
University of Maryland Medical System (MDUM),MDUM,TX1,2018-01-04 18:00:00,LI,13,47,55,348,348,205,0,0,,1,1,2017,11
William Beaumont Hospital (MIBH),MIBH,TX1,2018-01-04 18:00:00,LI,1,2,13,24,24,33,,,,,,2017,11
Children's Hospital of Michigan (MICH),MICH,TX1,2018-01-04 18:00:00,LI,,,,,,,0,0,0,6,6,2017,11
Henry Ford Hospital (MIHF),MIHF,TX1,2018-01-04 18:00:00,LI,9,22,29,216,216,196,0,0,,1,1,2017,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2018-01-04 18:00:00,LI,2,4,30,138,138,142,2,4,3,29,29,2017,11
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2018-01-04 18:00:00,LI,14,25,41,247,247,217,,,0,,,2017,11
Saint Marys Hospital (Mayo Clinic) (MNSM),MNSM,TX1,2018-01-04 18:00:00,LI,,,0,,,1,0,1,5,6,6,2017,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2018-01-04 18:00:00,LI,4,14,31,154,154,140,1,1,2,11,11,2017,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2018-01-04 18:00:00,LI,8,22,41,214,214,220,,,,,,2017,11
Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2018-01-04 18:00:00,LI,,,,,,,1,1,0,5,5,2017,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2018-01-04 18:00:00,LI,1,1,,2,2,,3,5,5,36,36,2017,11
Children's Mercy Hospital (MOCM),MOCM,TX1,2018-01-04 18:00:00,LI,,,,,,,0,2,5,9,9,2017,11
St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2018-01-04 18:00:00,LI,0,1,1,17,17,12,,,,,,2017,11
SSM Health Saint Louis University Hospital (MOSL),MOSL,TX1,2018-01-04 18:00:00,LI,1,3,8,68,68,50,,,,,,2017,11
University of Mississippi Medical Center (MSUM),MSUM,TX1,2018-01-04 18:00:00,LI,2,5,5,65,65,28,,,,,,2017,11
Carolinas Medical Center (NCCM),NCCM,TX1,2018-01-04 18:00:00,LI,3,9,21,147,147,146,1,1,1,8,8,2017,11
Duke University Hospital (NCDU),NCDU,TX1,2018-01-04 18:00:00,LI,1,8,11,160,160,107,2,2,7,33,33,2017,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2018-01-04 18:00:00,LI,3,4,12,75,75,67,0,0,,2,2,2017,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2018-01-04 18:00:00,LI,6,24,40,155,155,179,3,3,2,15,15,2017,11
Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2018-01-04 18:00:00,LI,1,1,7,13,13,32,,,,,,2017,11
University Hospital (NJUH),NJUH,TX1,2018-01-04 18:00:00,LI,6,16,11,110,110,88,,,,,,2017,11
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2018-01-04 18:00:00,LI,9,18,39,219,219,241,1,3,7,49,49,2017,11
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2018-01-04 18:00:00,LI,2,5,16,66,66,67,,,,,,2017,11
Montefiore Medical Center (NYMA),NYMA,TX1,2018-01-04 18:00:00,LI,4,7,9,90,90,59,0,0,1,18,18,2017,11
Mount Sinai Medical Center (NYMS),NYMS,TX1,2018-01-04 18:00:00,LI,11,28,39,236,236,223,5,6,6,29,29,2017,11
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2018-01-04 18:00:00,LI,2,4,5,38,38,10,,,,,,2017,11
New York University Medical Center (NYUC),NYUC,TX1,2018-01-04 18:00:00,LI,2,4,19,70,70,73,,,,,,2017,11
Westchester Medical Center (NYWC),NYWC,TX1,2018-01-04 18:00:00,LI,2,2,9,44,44,44,1,1,1,3,3,2017,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2018-01-04 18:00:00,LI,11,30,54,293,293,307,0,0,5,10,10,2017,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2018-01-04 18:00:00,LI,,,0,,,1,3,5,5,57,57,2017,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2018-01-04 18:00:00,LI,4,10,7,97,97,66,,,,,,2017,11
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2018-01-04 18:00:00,LI,10,26,22,213,213,139,,,0,,,2017,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2018-01-04 18:00:00,LI,6,9,11,42,42,35,,,,,,2017,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2018-01-04 18:00:00,LI,1,2,14,81,81,87,0,0,0,1,1,2017,11
Children's Hospital of Oklahoma (OKCM),OKCM,TX1,2018-01-04 18:00:00,LI,,,,,,,1,2,1,5,5,2017,11
OU Medical Center (OKMD),OKMD,TX1,2018-01-04 18:00:00,LI,4,5,8,36,36,27,,,,,,2017,11
Oregon Health & Science University (ORUO),ORUO,TX1,2018-01-04 18:00:00,LI,3,12,12,124,124,87,,,,,,2017,11
VA Portland Health Care System (ORVA),ORVA,TX1,2018-01-04 18:00:00,LI,0,2,6,48,48,48,,,,,,2017,11
Albert Einstein Medical Center (PAAE),PAAE,TX1,2018-01-04 18:00:00,LI,7,11,14,126,126,66,,,,,,2017,11
Allegheny General Hospital (PAAG),PAAG,TX1,2018-01-04 18:00:00,LI,3,8,12,53,53,42,,,,,,2017,11
Children's Hospital of Pittsburgh of UPMC (PACH),PACH,TX1,2018-01-04 18:00:00,LI,0,0,0,12,12,6,0,1,5,64,64,2017,11
Children's Hospital of Philadelphia (PACP),PACP,TX1,2018-01-04 18:00:00,LI,,,,,,,2,2,8,36,36,2017,11
Geisinger Medical Center (PAGM),PAGM,TX1,2018-01-04 18:00:00,LI,1,2,4,20,20,26,,,,,,2017,11
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2018-01-04 18:00:00,LI,4,6,17,61,61,55,,,,,,2017,11
Hahnemann University Hospital (PAHM),PAHM,TX1,2018-01-04 18:00:00,LI,3,7,10,49,49,39,,,,,,2017,11
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2018-01-04 18:00:00,LI,14,23,22,178,178,143,,,,,,2017,11
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2018-01-04 18:00:00,LI,4,8,22,134,134,112,,,,,,2017,11
Temple University Hospital (PATU),PATU,TX1,2018-01-04 18:00:00,LI,2,4,9,21,21,41,,,,,,2017,11
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2018-01-04 18:00:00,LI,8,23,58,316,316,294,,,1,,,2017,11
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2018-01-04 18:00:00,LI,1,5,23,73,73,96,,,,,,2017,11
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2018-01-04 18:00:00,LI,11,15,14,105,105,75,0,0,,1,1,2017,11
Medical University of South Carolina (SCMU),SCMU,TX1,2018-01-04 18:00:00,LI,7,16,32,150,150,134,1,1,5,14,14,2017,11
Avera McKennan Hospital (SDMK),SDMK,TX1,2018-01-04 18:00:00,LI,0,0,,1,1,,,,,,,2017,11
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2018-01-04 18:00:00,LI,,,,,,,0,0,3,10,10,2017,11
Methodist University Hospital (TNMH),TNMH,TX1,2018-01-04 18:00:00,LI,21,42,62,281,281,267,,,,,,2017,11
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2018-01-04 18:00:00,LI,16,36,46,342,342,293,0,0,,6,6,2017,11
Baylor All Saints Medical Center (TXAS),TXAS,TX1,2018-01-04 18:00:00,LI,3,4,10,23,23,49,,,,,,2017,11
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2018-01-04 18:00:00,LI,8,20,18,159,159,108,0,0,,7,7,2017,11
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2018-01-04 18:00:00,LI,,,,,,,1,1,1,30,30,2017,11
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2018-01-04 18:00:00,LI,2,7,12,108,108,73,0,1,0,17,17,2017,11
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2018-01-04 18:00:00,LI,6,17,31,185,185,130,0,0,,1,1,2017,11
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2018-01-04 18:00:00,LI,4,5,14,116,116,83,,,0,,,2017,11
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2018-01-04 18:00:00,LI,1,2,1,16,16,8,,,,,,2017,11
Methodist Dallas Medical Center (TXMC),TXMC,TX1,2018-01-04 18:00:00,LI,4,12,17,137,137,105,,,,,,2017,11
Houston Methodist Hospital (TXMH),TXMH,TX1,2018-01-04 18:00:00,LI,15,26,35,226,226,156,,,,,,2017,11
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2018-01-04 18:00:00,LI,3,10,13,97,97,74,,,,,,2017,11
Texas Children's Hospital (TXTC),TXTC,TX1,2018-01-04 18:00:00,LI,0,0,0,1,1,3,4,7,10,66,66,2017,11
Baylor University Medical Center (TXTX),TXTX,TX1,2018-01-04 18:00:00,LI,7,17,38,249,249,214,0,0,,1,1,2017,11
Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2018-01-04 18:00:00,LI,3,5,2,27,27,16,,,,,,2017,11
Intermountain Medical Center (UTLD),UTLD,TX1,2018-01-04 18:00:00,LI,1,9,16,99,99,67,,,,,,2017,11
University of Utah Medical Center (UTMC),UTMC,TX1,2018-01-04 18:00:00,LI,0,6,7,78,78,62,,,,,,2017,11
Primary Children's Hospital (UTPC),UTPC,TX1,2018-01-04 18:00:00,LI,0,0,,1,1,,1,3,1,31,31,2017,11
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2018-01-04 18:00:00,LI,8,15,18,114,114,142,,,0,,,2017,11
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2018-01-04 18:00:00,LI,8,17,32,138,138,155,0,0,0,3,3,2017,11
Seattle Children's Hospital (WACH),WACH,TX1,2018-01-04 18:00:00,LI,0,0,0,1,1,1,2,3,3,34,34,2017,11
Swedish Medical Center (WASM),WASM,TX1,2018-01-04 18:00:00,LI,1,3,4,51,51,24,,,,,,2017,11
University of Washington Medical Center (WAUW),WAUW,TX1,2018-01-04 18:00:00,LI,7,16,26,211,211,187,,,,,,2017,11
Children's Hospital of Wisconsin (WICH),WICH,TX1,2018-01-04 18:00:00,LI,,,,,,,2,2,0,29,29,2017,11
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2018-01-04 18:00:00,LI,5,8,8,63,63,38,,,,,,2017,11
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2018-01-04 18:00:00,LI,5,10,8,67,67,77,,,,,,2017,11
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2018-01-04 18:00:00,LI,14,30,33,225,225,156,1,1,0,7,7,2017,11
Children's of Alabama (ALCH),ALCH,TX1,2017-01-04 18:00:00,LI,0,1,,2,2,,4,7,0,17,17,2017,1
University of Alabama Hospital (ALUA),ALUA,TX1,2017-01-04 18:00:00,LI,10,23,54,244,244,244,,,2,,,2017,1
UAMS Medical Center (ARUA),ARUA,TX1,2017-01-04 18:00:00,LI,5,9,4,74,74,51,,,,,,2017,1
Phoenix Children's Hospital (AZCH),AZCH,TX1,2017-01-04 18:00:00,LI,,,,,,,1,1,0,17,17,2017,1
Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2017-01-04 18:00:00,LI,4,13,31,115,115,141,,,,,,2017,1
Mayo Clinic Hospital (AZMC),AZMC,TX1,2017-01-04 18:00:00,LI,6,16,19,182,182,154,,,,,,2017,1
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2017-01-04 18:00:00,LI,0,0,,1,1,,,,,,,2017,1
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2017-01-04 18:00:00,LI,1,2,7,13,13,24,,,1,,,2017,1
Rady Children's Hospital and Health Center (CACH),CACH,TX1,2017-01-04 18:00:00,LI,,,,,,,3,3,0,9,9,2017,1
Childrens Hospital Los Angeles (CACL),CACL,TX1,2017-01-04 18:00:00,LI,,,0,,,3,2,2,5,37,37,2017,1
Cedars-Sinai Medical Center (CACS),CACS,TX1,2017-01-04 18:00:00,LI,5,8,34,100,100,115,,,,,,2017,1
Scripps Green Hospital (CAGH),CAGH,TX1,2017-01-04 18:00:00,LI,2,5,17,81,81,82,,,,,,2017,1
Loma Linda University Medical Center (CALL),CALL,TX1,2017-01-04 18:00:00,LI,5,10,12,74,74,65,,,,,,2017,1
UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2017-01-04 18:00:00,LI,,,,,,,1,2,,11,11,2017,1
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2017-01-04 18:00:00,LI,0,0,0,2,2,1,3,5,8,78,78,2017,1
California Pacific Medical Center (CAPM),CAPM,TX1,2017-01-04 18:00:00,LI,2,6,20,154,154,162,,,,,,2017,1
University of California San Diego Medical Center (CASD),CASD,TX1,2017-01-04 18:00:00,LI,4,8,17,82,82,93,,,0,,,2017,1
University of California San Francisco Medical Center (CASF),CASF,TX1,2017-01-04 18:00:00,LI,9,23,47,354,354,310,0,0,3,12,12,2017,1
Stanford Health Care (CASU),CASU,TX1,2017-01-04 18:00:00,LI,6,14,15,134,134,128,,,,,,2017,1
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2017-01-04 18:00:00,LI,17,47,96,329,329,359,2,5,12,35,35,2017,1
Keck Hospital of USC (CAUH),CAUH,TX1,2017-01-04 18:00:00,LI,13,26,27,236,236,140,,,,,,2017,1
Children's Hospital Colorado (COCH),COCH,TX1,2017-01-04 18:00:00,LI,,,,,,,3,5,5,31,31,2017,1
Centura Porter Adventist Hospital (COPM),COPM,TX1,2017-01-04 18:00:00,LI,0,2,2,38,38,21,,,,,,2017,1
Presbyterian/St Luke's Medical Center (COSL),COSL,TX1,2017-01-04 18:00:00,LI,0,0,,3,3,,,,,,,2017,1
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2017-01-04 18:00:00,LI,10,19,35,189,189,209,0,0,,1,1,2017,1
Hartford Hospital (CTHH),CTHH,TX1,2017-01-04 18:00:00,LI,2,6,7,44,44,29,,,,,,2017,1
Yale New Haven Hospital (CTYN),CTYN,TX1,2017-01-04 18:00:00,LI,3,3,17,60,60,66,0,0,3,18,18,2017,1
